B R2 F2 D L2
B' U' R2 F2 B2
B' U' R2 B2 F2
B' U' F2 R2 B2
B' U' F2 B2 R2
B' U' B2 R2 F2
B' U' B2 F2 R2
F2 B R2 D L2
B F2 R2 D L2
B' D2 U L2 F2 B2 U2
B' D2 U L2 B2 F2 U2
R2 F2 B D L2 D B'
R2 F2 B D L2 D' B'
R2 F2 B D L2 D2 B'
R2 F2 B D L2 B' D
R2 F2 B D L2 B' D'
R2 F2 B D L2 B' D2
R2 F2 B D B L2 B'
R2 F2 B D B' L2 B'
R2 F2 B D B2 L2 B'
B' D2 U F2 L2 B2 U2
B' D2 U F2 B2 L2 U2
U2 F2 B' R2 B2 D L2
U F2 B L R2 D L2
U F2 B L' R2 D L2
B' D2 U B2 L2 F2 U2
U F2 B L2 R2 D L2
L' F2 B2 R2 D' B' L
B' D2 U B2 F2 L2 U2
U F2 B R D L2 R
U F2 B R D R L2
U' B L R2 F2 D L2
U F2 B R' D L2 R'
U F2 B R' D R' L2
U F2 B R2 L D L2
U F2 B R2 L' D L2
U F2 B R2 L2 D L2
U F2 B R2 U B2 U'
U F2 B R2 D L2 D
U F2 B R2 D L2 D'
U F2 B R2 D L2 D2
U F2 B U B2 U' R2
U F2 B D L2 D' R2
L2 F2 B2 R2 B' D L2
U' B L F2 R2 D L2
R2 F2 B2 L2 B' D L2
U F2 B' R2 B2 D L2
U' B L' R2 F2 D L2
U2 B L R2 F2 D L2
D F2 B2 R2 F' U B'
U' B L' F2 R2 D L2
U2 B L F2 R2 D L2
U' B L2 R2 F2 D L2
U2 B L' R2 F2 D L2
R2 B L F2 D L2 B'
U B L R2 F2 D L2
U' B L2 F2 R2 D L2
U2 B L' F2 R2 D L2
D' B L2 F2 B2 U' B2
U B L F2 R2 D L2
U2 B L2 R2 F2 D L2
R2 B L' F2 D L2 B'
D' B L2 B2 F2 U' B2
U B L' R2 F2 D L2
D' B R D L2 R2 F2
D' B R D L2 F2 R2
D' B R D R2 L2 F2
D' B R D R2 F2 L2
D' B R D F2 L2 R2
D' B R D F2 R2 L2
U2 B L2 F2 R2 D L2
U B L' F2 R2 D L2
R2 B L2 F2 D L2 B'
U B L2 R2 F2 D L2
D' B R' D L2 R2 F2
D' B R' D L2 F2 R2
U' B R' F2 R' D L2
D' B R' D R2 L2 F2
D' B R' D R2 F2 L2
U' B R' F2 D L2 R'
U' B R' F2 D R' L2
D' B R' D F2 L2 R2
D' B R' D F2 R2 L2
U' B R2 L F2 D L2
U' B R2 L' F2 D L2
U B L2 F2 R2 D L2
U' B R2 L2 F2 D L2
U' B R2 U B2 U' F2
U' B R2 D L2 D' F2
U' B R2 F D F L2
U' B R2 F' D L2 F'
U' B R2 F' D F' L2
U' B R2 F2 L D L2
U' B R2 F2 L' D L2
D' B R2 D L2 R2 F2
U' B R2 F2 L2 D L2
D' B R2 D L2 F2 R2
D' B R2 D R2 L2 F2
D' B R2 D R2 F2 L2
U' B R2 F2 U B2 U'
U' B R2 F2 D L2 D
U' B R2 F2 D L2 D'
U' B R2 F2 D L2 D2
D' B R2 D F2 L2 R2
D' B R2 D F2 R2 L2
U2 B R' F2 R' D L2
U2 B R' F2 D L2 R'
U2 B R' F2 D R' L2
F2 D2 B D L2 D R2
L' B R2 F D F L'
U2 B R2 L F2 D L2
F2 D2 B D2 R2 D' L2
U2 B R2 L' F2 D L2
U2 B R2 L2 F2 D L2
U2 B R2 U B2 U' F2
L2 B R2 U' F U F
U2 B R2 D L2 D' F2
D' B U L2 F2 B2 U'
D' B U L2 B2 F2 U'
R B R F2 D L2 B'
U2 B R2 F D F L2
U2 B R2 F' D L2 F'
U2 B R2 F' D F' L2
L2 B R2 F' D' L2 F'
U2 B R2 F2 L D L2
L2 B R2 F' D' F' L2
U2 B R2 F2 L' D L2
U2 B R2 F2 L2 D L2
U2 B R2 F2 U B2 U'
U2 B R2 F2 D L2 D
U2 B R2 F2 D L2 D'
U2 B R2 F2 D L2 D2
L2 B R2 F2 U' F' U
U' B U B2 U' R2 F2
U' B U B2 U' F2 R2
D' B U F2 L2 B2 U'
D' B U F2 B2 L2 U'
U B R' F2 R' D L2
U B R' F2 D L2 R'
U B R' F2 D R' L2
D' B U B2 L2 F2 U'
D' B U B2 F2 L2 U'
U B R2 L F2 D L2
U B R2 L' F2 D L2
U B R2 L2 F2 D L2
U B R2 U B2 U' F2
U B R2 D L2 D' F2
U B R2 F D F L2
U2 B U B2 U' R2 F2
U2 B U B2 U' F2 R2
U B R2 F' D L2 F'
U B R2 F' D F' L2
U B R2 F2 L D L2
U B R2 F2 L' D L2
U B R2 F2 L2 D L2
U B R2 F2 U B2 U'
U B R2 F2 D L2 D
U B R2 F2 D L2 D'
U B R2 F2 D L2 D2
F2 B L R D L2 R
F2 B L R D R L2
F2 B L R' D L2 R'
F2 B L R' D R' L2
F2 B L R2 U B2 U'
F2 B L R2 D L2 D
F2 B L R2 D L2 D'
F2 B L R2 D L2 D2
F2 B L U B2 U' R2
F' B L F' R2 D L2
F2 B L D L2 D' R2
L2 B U' F U R2 F
L2 B U' F U F R2
U' B D L2 D' R2 F2
U' B D L2 D' F2 R2
D' B D L R2 F2 L
F2 B L' R D L2 R
F2 B L' R D R L2
U B U B2 U' R2 F2
U B U B2 U' F2 R2
D' B D L F2 L R2
D' B D L F2 R2 L
D2 B D L2 D R2 F'
F2 B L' R' D L2 R'
F2 B L' R' D R' L2
F2 B L' R2 U B2 U'
D' B D L2 R' F2 R'
D' B D L2 R2 F2 D
D' B D L2 R2 F2 D'
D' B D L2 R2 F2 D2
F2 B L' R2 D L2 D
F2 B L' R2 D L2 D'
F2 B L' R2 D L2 D2
D' B D L2 F R2 F
D' B D L2 F2 R2 D
D' B D L2 F2 R2 D'
D' B D L2 F2 R2 D2
F2 B L' U B2 U' R2
D B U' B R2 F' U
D' B D R' L2 F2 R'
D' B D R' F2 L2 R'
D' B D R' F2 R' L2
D' B D R2 L F2 L
D' B D R2 L2 F2 D
D' B D R2 L2 F2 D'
D' B D R2 L2 F2 D2
F' B L' F' R2 D L2
D' B D R2 F' L2 F'
D' B D R2 F2 L2 D
D' B D R2 F2 L2 D'
D' B D R2 F2 L2 D2
F2 B L' D L2 D' R2
D' B D F R2 F L2
B' F L2 U' B2 R2 F'
D' B D F' L2 F' R2
D' B D F2 L2 R2 D
D' B D F2 L2 R2 D'
D' B D F2 L2 R2 D2
D' B D F2 R2 L2 D
D' B D F2 R2 L2 D'
D' B D F2 R2 L2 D2
U2 B D L2 D' R2 F2
U2 B D L2 D' F2 R2
F2 B L2 R D L2 R
F2 B L2 R D R L2
F2 B L2 R' D L2 R'
F2 B L2 R' D R' L2
F2 B L2 R2 U B2 U'
F2 B L2 R2 D L2 D
F2 B L2 R2 D L2 D'
F2 B L2 R2 D L2 D2
F2 B L2 U B2 U' R2
F' B L2 F' R2 D L2
F2 B L2 D L2 D' R2
B' F R U' R F B2
B' F R U' R B2 F
B' F R U' B2 R F
B F L2 R2 D L2 F
F2 B R L D L2 R
F2 B R L D R L2
F2 B R L' D L2 R
F2 B R L' D R L2
F2 B R L2 D L2 R
F2 B R L2 D R L2
U B D L2 D' R2 F2
F2 B R U B2 U' R
U B D L2 D' F2 R2
D2 B D2 R2 D' L2 F'
D2 B D2 R2 D' F' L2
F2 B R D L2 R D
F2 B R D L2 R D'
F2 B R D L2 R D2
F2 B R D L2 D R
F2 B R D L2 D' R
F2 B R D L2 D2 R
F2 B R D R L2 D
F2 B R D R L2 D'
F2 B R D R L2 D2
F B L2 R2 D L2 F
F2 B R D2 R D' L2
B' F R' U' R' F B2
B' F R' U' R' B2 F
B' F R' U' F R' B2
U' B F R2 D F L2
F2 B R' L D L2 R'
F2 B R' L D R' L2
U' B F R2 F D L2
F2 B R' L' D L2 R'
F2 B R' L' D R' L2
F2 B R' L2 D L2 R'
F2 B R' L2 D R' L2
B F R D R F L2
F2 B R' D L2 R' D
F2 B R' D L2 R' D'
F2 B R' D L2 R' D2
F2 B R' D L2 D R'
F2 B R' D L2 D' R'
F2 B R' D L2 D2 R'
F2 B R' D R' L2 D
F2 B R' D R' L2 D'
F2 B R' D R' L2 D2
L' B F R2 D F L'
F2 B R' D2 R' D' L2
F B R D R F L2
B' F R2 F B2 D L2
F2 B R2 L U B2 U'
F2 B R2 L D L2 D
F2 B R2 L D L2 D'
F2 B R2 L D L2 D2
F2 B R2 L' U B2 U'
F2 B R2 L' D L2 D
F2 B R2 L' D L2 D'
F2 B R2 L' D L2 D2
F2 B R2 L2 U B2 U'
F2 B R2 L2 D L2 D
F2 B R2 L2 D L2 D'
F2 B R2 L2 D L2 D2
U2 B F R2 D F L2
U2 B F R2 F D L2
F2 B R2 U B2 U' D
F2 B R2 U B2 U' D'
F2 B R2 U B2 U' D2
F2 B R2 U B2 D U'
F2 B R2 U B2 D' U'
F2 B R2 U B2 D2 U'
B F R' D R' F L2
B F R' D F L2 R'
B F R' D F R' L2
B' F R2 B2 D F L2
F2 B R2 U' D2 F2 U
B' F R2 B2 F D L2
U' B F2 L R2 D L2
F2 B R2 U2 D' R2 U2
U' B F2 L' R2 D L2
F2 B R2 D L D L
F2 B R2 D L D' L
F2 B R2 D L D2 L
F2 B R2 D L' D L'
F2 B R2 D L' D' L'
F2 B R2 D L' D2 L'
F2 B R2 D F L2 F'
U' B F2 L2 R2 D L2
F2 B R2 D F2 L2 F2
F2 B R2 D B' L2 B
F2 B R2 D B2 L2 B2
B F R' F R' D L2
F2 B R2 D' L D2 L2
F2 B R2 D' L' D2 L2
F2 B R2 D' L2 D2 L2
B F R' F D L2 R'
B F R' F D R' L2
F2 B R2 D' U2 R2 U2
U' B F2 R D L2 R
U' B F2 R D R L2
B2 F R2 F D' B' L2
F2 B R2 D2 L D' L2
F2 B R2 D2 L' D' L2
B2 F R2 F B' D' L2
F2 B R2 D2 L2 D' L2
F2 B R2 D2 U' F2 U
U' B F2 R' D L2 R'
U' B F2 R' D R' L2
U' B F2 R2 L D L2
U' B F2 R2 L' D L2
U' B F2 R2 L2 D L2
F2 B R2 F D L2 F'
F2 B R2 F D F' L2
U' B F2 R2 U B2 U'
U' B F2 R2 D L2 D
U' B F2 R2 D L2 D'
U' B F2 R2 D L2 D2
F2 B R2 F' D F L2
F B R' D R' F L2
U' B F2 U B2 U' R2
F B R' D F L2 R'
F B R' D F R' L2
B2 F R2 B' F D' L2
D' B F2 L2 B2 U' B2
U' B F2 D L2 D' R2
F B R' F R' D L2
B F R2 L2 D L2 F
F B R' F D L2 R'
F B R' F D R' L2
B F R2 U B2 U' F
B F R2 D F L2 D
B F R2 D F L2 D'
B F R2 D F L2 D2
B F R2 D F' L2 F2
B F R2 D F2 L2 F'
B F R2 D' F D2 L2
U' B' L U' R2 F2 B2
U' B' L U' R2 B2 F2
U' B' L U' F2 R2 B2
U' B' L U' F2 B2 R2
U' B' L U' B2 R2 F2
U' B' L U' B2 F2 R2
B F R2 F L D L2
B F R2 F L' D L2
B F R2 F L2 D L2
B F R2 F U B2 U'
U2 B F2 L R2 D L2
U B F R2 D F L2
B F R2 F D L2 D
B F R2 F D L2 D'
B F R2 F D L2 D2
F B R2 L2 D L2 F
U B F R2 F D L2
U2 B F2 L' R2 D L2
B' F U' R B2 R F
F B R2 U B2 U' F
U2 B F2 L2 R2 D L2
B F R2 F2 D L2 F'
B F R2 F2 D F' L2
B' F U' R' F R' B2
F' B U B2 U' F' R2
F2 B U F B2 U' R2
U2 B F2 R D L2 R
U2 B F2 R D R L2
B' F U' R2 F B2 D
B' F U' R2 F B2 D'
B' F U' R2 F B2 D2
B' F U' R2 B2 D F
B' F U' R2 B2 D' F
B' F U' R2 B2 D2 F
B' F U' R2 B2 F D
B' F U' R2 B2 F D'
B' F U' R2 B2 F D2
F2 B U F' B2 U' R2
U2 B F2 R' D L2 R'
U2 B F2 R' D R' L2
F B R2 D F L2 D
F B R2 D F L2 D'
F B R2 D F L2 D2
F B R2 D F' L2 F2
F B R2 D F2 L2 F'
R2 B F' D F' L2 B'
F2 B U F2 B2 U' R2
U2 B F2 R2 L D L2
L2 B F2 R2 U B U'
U2 B F2 R2 L' D L2
U2 B F2 R2 L2 D L2
U2 B F2 R2 U B2 U'
U2 B F2 R2 D L2 D
U2 B F2 R2 D L2 D'
U2 B F2 R2 D L2 D2
F B R2 D' F D2 L2
B' F U' F R B2 R
B' F U' F R2 B2 D
B' F U' F R2 B2 D'
B' F U' F R2 B2 D2
F B R2 F L D L2
F B R2 F L' D L2
F B R2 F L2 D L2
U2 B F2 U B2 U' R2
B' F U' F B' R2 B'
B' F U' F B2 R2 D
B' F U' F B2 R2 D'
B' F U' F B2 R2 D2
F B R2 F U B2 U'
F B R2 F D L2 D
F B R2 F D L2 D'
F B R2 F D L2 D2
L2 B F2 U' F' U R2
F2 B U B2 U' R2 D
F2 B U B2 U' R2 D'
F2 B U B2 U' R2 D2
B' F U' F' R2 F2 B2
B' F U' F' R2 B2 F2
F2 B U B2 D' F2 U'
F2 B U B2 F U' R2
F2 B U B2 F' U' R2
F2 B U B2 F2 U' R2
B' F U' F' B2 R2 F2
U2 B F2 D L2 D' R2
F B R2 F2 D L2 F'
F B R2 F2 D F' L2
R2 B F2 L2 D B' L2
B' F U' B' R2 F B'
B' F U' B' R2 B' F
D' B' L F2 L U' B2
B' F U' B' F R2 B'
B' F U' B2 R' F R'
B' F U' B2 R2 D F
B' F U' B2 R2 D' F
B' F U' B2 R2 D2 F
B' F U' B2 R2 F D
B' F U' B2 R2 F D'
B' F U' B2 R2 F D2
B' F U' B2 F R2 D
B' F U' B2 F R2 D'
B' F U' B2 F R2 D2
B' F U' B2 F' R2 F2
U' B' L' U' R2 F2 B2
U' B' L' U' R2 B2 F2
U' B' L' U' F2 R2 B2
U' B' L' U' F2 B2 R2
U' B' L' U' B2 R2 F2
U' B' L' U' B2 F2 R2
F2 B U' D B2 U L2
U2 B' L U' R2 F2 B2
U2 B' L U' R2 B2 F2
R2 B F2 D L2 D B'
R2 B F2 D L2 D' B'
R2 B F2 D L2 D2 B'
R2 B F2 D L2 B' D
R2 B F2 D L2 B' D'
R2 B F2 D L2 B' D2
U2 B' L U' F2 R2 B2
U2 B' L U' F2 B2 R2
U2 B' L U' B2 R2 F2
U2 B' L U' B2 F2 R2
R2 B F2 D B L2 B'
R2 B F2 D B' L2 B'
R2 B F2 D B2 L2 B'
U B F2 L R2 D L2
B F U B2 U' R2 F
B F U B2 U' F R2
U B F2 L' R2 D L2
U B F2 L2 R2 D L2
U B F2 R D L2 R
U B F2 R D R L2
U B F2 R' D L2 R'
U B F2 R' D R' L2
U B F2 R2 L D L2
U B F2 R2 L' D L2
U B F2 R2 L2 D L2
U B F2 R2 U B2 U'
U B F2 R2 D L2 D
U B F2 R2 D L2 D'
U B F2 R2 D L2 D2
U B F2 U B2 U' R2
F B U B2 U' R2 F
F B U B2 U' F R2
U' B' L2 U' R2 F2 B2
U' B' L2 U' R2 B2 F2
U' B' L2 U' F2 R2 B2
U' B' L2 U' F2 B2 R2
U' B' L2 U' B2 R2 F2
U' B' L2 U' B2 F2 R2
U B F2 D L2 D' R2
D' B' L2 R F2 U' B2
U2 B' L' U' R2 F2 B2
U2 B' L' U' R2 B2 F2
D' B' L2 R' F2 U' B2
U2 B' L' U' F2 R2 B2
U2 B' L' U' F2 B2 R2
U2 B' L' U' B2 R2 F2
U2 B' L' U' B2 F2 R2
D' B' L2 R2 F2 U' B2
D' B' L2 U' B2 D R2
F' B D L2 D' F' R2
F' B D L2 F' D' R2
U B' L U' R2 F2 B2
U B' L U' R2 B2 F2
U B' L U' F2 R2 B2
U B' L U' F2 B2 R2
U B' L U' B2 R2 F2
U B' L U' B2 F2 R2
F2 B D L D' L R2
F2 B D L D' R2 L
F2 B D L' D' L' R2
F2 B D L' D' R2 L'
F2 B D L2 R D' R2
F2 B D L2 R' D' R2
F2 B D L2 R2 D' R2
F2 B D L2 U' B2 U
F2 B D L2 D' R2 D
F2 B D L2 D' R2 D'
F2 B D L2 D' R2 D2
D' B' L2 F2 R U' B2
D' B' L2 F2 R' U' B2
D' B' L2 F2 R2 U' B2
F2 B D R L2 D' R2
D' B' L2 F2 U' B2 D
D' B' L2 F2 U' B2 D'
D' B' L2 F2 U' B2 D2
D' B' L2 F2 D' R2 U'
F2 B D R' L2 D' R2
U' B' R U' R F2 B2
U' B' R U' R B2 F2
F' B D F' L2 D' R2
F2 B D R2 L2 D' R2
U' B' R U' B2 R F2
F2 B D U' B2 U L2
U2 B' L2 U' R2 F2 B2
U2 B' L2 U' R2 B2 F2
U2 B' L2 U' F2 R2 B2
U2 B' L2 U' F2 B2 R2
U2 B' L2 U' B2 R2 F2
U2 B' L2 U' B2 F2 R2
D' B' R L2 F2 U' B2
R' B' R U' F2 B R'
R' B' R U' B R' F2
R' B' R U' B F2 R'
B' F D' R2 F2 U' F'
U B' L' U' R2 F2 B2
U B' L' U' R2 B2 F2
U B' L' U' F2 R2 B2
U B' L' U' F2 B2 R2
U B' L' U' B2 R2 F2
U B' L' U' B2 F2 R2
D' B' R F2 L2 U' B2
U' B' R' U' R' F2 B2
U' B' R' U' R' B2 F2
U' B' R' U' F2 R' B2
B F D F L2 D' R2
U2 B' R U' R F2 B2
U2 B' R U' R B2 F2
U2 B' R U' B2 R F2
D' B' R' L2 F2 U' B2
U B' L2 U' R2 F2 B2
U B' L2 U' R2 B2 F2
U B' L2 U' F2 R2 B2
U B' L2 U' F2 B2 R2
U B' L2 U' B2 R2 F2
U B' L2 U' B2 F2 R2
F B D F L2 D' R2
D' B' R' F2 L2 U' B2
U2 B' R' U' R' F2 B2
U2 B' R' U' R' B2 F2
U2 B' R' U' F2 R' B2
B' F' L U' F' R2 B2
B' F' L U' F' B2 R2
B' F' L U' B2 F' R2
D' B' R2 L2 F2 U' B2
U B' R U' R F2 B2
U B' R U' R B2 F2
U' B' R2 F2 B2 D L2
U B' R U' B2 R F2
F' B' L U' F' R2 B2
F' B' L U' F' B2 R2
F' B' L U' B2 F' R2
U' B' R2 B2 F2 D L2
F2 B' L R2 B2 D L2
D' B' R2 F2 L2 U' B2
D2 B' U L2 U2 F B2
D2 B' U L2 U2 B2 F
B' F' L' U' F' R2 B2
B' F' L' U' F' B2 R2
B' F' L' U' B2 F' R2
U B' R' U' R' F2 B2
U B' R' U' R' B2 F2
U B' R' U' F2 R' B2
F2 B' L B2 R2 D L2
F' B' L' U' F' R2 B2
F' B' L' U' F' B2 R2
F' B' L' U' B2 F' R2
U2 B' R2 F2 B2 D L2
R2 B' R2 U' F2 B R2
R2 B' R2 U' B R2 F2
R2 B' R2 U' B F2 R2
F2 B' L' R2 B2 D L2
D2 B' U B' L2 F U2
U2 B' R2 B2 F2 D L2
U' B' U' R B2 R F2
U' B' U' R' F2 R' B2
R B' R' U' F2 B R2
R B' R' U' B R2 F2
R B' R' U' B F2 R2
U' B' U' R2 F2 B2 D
U' B' U' R2 F2 B2 D'
U' B' U' R2 F2 B2 D2
U' B' U' R2 B2 F2 D
U' B' U' R2 B2 F2 D'
U' B' U' R2 B2 F2 D2
B F' L F' R2 D L2
B' F' L2 U' F' R2 B2
B' F' L2 U' F' B2 R2
B' F' L2 U' B2 F' R2
U' B' U' F R2 F B2
U' B' U' F R2 B2 F
U' B' U' F B2 R2 F
U' B' U' F2 R B2 R
U' B' U' F2 R2 B2 D
U' B' U' F2 R2 B2 D'
U' B' U' F2 R2 B2 D2
U' B' U' F2 B' R2 B'
U' B' U' F2 B2 R2 D
U' B' U' F2 B2 R2 D'
U' B' U' F2 B2 R2 D2
U' B' U' B' R2 F2 B'
U' B' U' B' R2 B' F2
F2 B' L' B2 R2 D L2
U' B' U' B' F2 R2 B'
F' B' L2 U' F' R2 B2
F' B' L2 U' F' B2 R2
U' B' U' B2 R' F2 R'
F' B' L2 U' B2 F' R2
U' B' U' B2 R2 F2 D
U' B' U' B2 R2 F2 D'
U' B' U' B2 R2 F2 D2
U' B' U' B2 F R2 F
U' B' U' B2 F2 R2 D
U' B' U' B2 F2 R2 D'
U' B' U' B2 F2 R2 D2
F2 B' L2 R2 B2 D L2
D2 B' U' B2 D2 R2 F'
U B' R2 F2 B2 D L2
D' B' U' B2 D R2 F2
D' B' U' B2 D F2 R2
B F' L' F' R2 D L2
U2 B' U' R B2 R F2
U2 B' U' R' F2 R' B2
U B' R2 B2 F2 D L2
U2 B' U' R2 F2 B2 D
U2 B' U' R2 F2 B2 D'
U2 B' U' R2 F2 B2 D2
U2 B' U' R2 B2 F2 D
U2 B' U' R2 B2 F2 D'
U2 B' U' R2 B2 F2 D2
U2 B' U' F R2 F B2
U2 B' U' F R2 B2 F
U2 B' U' F B2 R2 F
F2 B' L2 B2 R2 D L2
U2 B' U' F2 R B2 R
U2 B' U' F2 R2 B2 D
U2 B' U' F2 R2 B2 D'
U2 B' U' F2 R2 B2 D2
U2 B' U' F2 B' R2 B'
U2 B' U' F2 B2 R2 D
U2 B' U' F2 B2 R2 D'
U2 B' U' F2 B2 R2 D2
U2 B' U' B' R2 F2 B'
U2 B' U' B' R2 B' F2
U2 B' U' B' F2 R2 B'
U2 B' U' B2 R' F2 R'
U2 B' U' B2 R2 F2 D
U2 B' U' B2 R2 F2 D'
U2 B' U' B2 R2 F2 D2
U2 B' U' B2 F R2 F
U2 B' U' B2 F2 R2 D
U2 B' U' B2 F2 R2 D'
U2 B' U' B2 F2 R2 D2
B F' L2 F' R2 D L2
F B' L2 U' B2 R2 F'
U B' U' R B2 R F2
F2 B' R B2 R D L2
U B' U' R' F2 R' B2
F2 B' R B2 D L2 R
F2 B' R B2 D R L2
U B' U' R2 F2 B2 D
U B' U' R2 F2 B2 D'
U B' U' R2 F2 B2 D2
U B' U' R2 B2 F2 D
U B' U' R2 B2 F2 D'
U B' U' R2 B2 F2 D2
U' B' D' L2 R2 F2 U'
U' B' D' L2 F2 R2 U'
U B' U' F R2 F B2
U B' U' F R2 B2 F
U B' U' F B2 R2 F
D B' U2 R2 B' U B'
U B' U' F2 R B2 R
U' B' D' R2 L2 F2 U'
U B' U' F2 R2 B2 D
U B' U' F2 R2 B2 D'
U B' U' F2 R2 B2 D2
U B' U' F2 B' R2 B'
U' B' D' R2 F2 L2 U'
U B' U' F2 B2 R2 D
U B' U' F2 B2 R2 D'
U B' U' F2 B2 R2 D2
R B' U' R' F2 B R2
R B' U' R' B R2 F2
R B' U' R' B F2 R2
U B' U' B' R2 F2 B'
U B' U' B' R2 B' F2
U B' U' B' F2 R2 B'
U B' U' B2 R' F2 R'
U B' U' B2 R2 F2 D
U B' U' B2 R2 F2 D'
U B' U' B2 R2 F2 D2
U B' U' B2 F R2 F
U B' U' B2 F2 R2 D
U B' U' B2 F2 R2 D'
U B' U' B2 F2 R2 D2
F B' R U' R F B2
F B' R U' R B2 F
F B' R U' B2 R F
U' B' D' F2 L2 R2 U'
U' B' D' F2 R2 L2 U'
D B' U2 B' R2 U B'
F2 B' R2 L B2 D L2
F2 B' R2 L' B2 D L2
F2 B' R2 L2 B2 D L2
B' F' R2 B2 D L2 F
U2 B' D' L2 R2 F2 U'
U2 B' D' L2 F2 R2 U'
U2 B' D' R2 L2 F2 U'
F' B' R2 B2 D L2 F
U2 B' D' R2 F2 L2 U'
F B' R' U' R' F B2
F B' R' U' R' B2 F
F B' R' U' F R' B2
F2 B' R2 B2 L D L2
F2 B' R2 B2 L' D L2
F2 B' R2 B2 L2 D L2
F2 B' R2 B2 U B2 U'
F2 B' R2 B2 D L2 D
F2 B' R2 B2 D L2 D'
F2 B' R2 B2 D L2 D2
U2 B' D' F2 L2 R2 U'
U2 B' D' F2 R2 L2 U'
U' B' F U' R2 F B2
U' B' F U' R2 B2 F
U' B' F U' F R2 B2
U' B' F U' F B2 R2
U' B' F U' B2 R2 F
U' B' F U' B2 F R2
U B' D' L2 R2 F2 U'
B' F' U' F R2 F2 B2
B' F' U' F R2 B2 F2
U B' D' L2 F2 R2 U'
B' F' U' F B2 R2 F2
B' F' U' F' R B2 R
B' F' U' F' R2 B2 D
B' F' U' F' R2 B2 D'
B' F' U' F' R2 B2 D2
B' F' U' F' B' R2 B'
B' F' U' F' B2 R2 D
B' F' U' F' B2 R2 D'
B' F' U' F' B2 R2 D2
B' F' U' F2 R2 F B2
B' F' U' F2 R2 B2 F
U B' D' R2 L2 F2 U'
B' F' U' F2 B2 R2 F
U B' D' R2 F2 L2 U'
F B' R2 F B2 D L2
B' F' U' B' F' R2 B'
B' F' U' B2 F R2 F2
B' F' U' B2 F' R2 D
B' F' U' B2 F' R2 D'
B' F' U' B2 F' R2 D2
B' F' U' B2 F2 R2 F
F' B' U' F R2 F2 B2
F' B' U' F R2 B2 F2
F' B' U' F B2 R2 F2
F' B' U' F' R B2 R
F' B' U' F' R2 B2 D
F' B' U' F' R2 B2 D'
F' B' U' F' R2 B2 D2
U' B' F' U' F' R2 B2
U' B' F' U' F' B2 R2
U' B' F' U' B2 F' R2
U B' D' F2 L2 R2 U'
F' B' U' F' B' R2 B'
F' B' U' F' B2 R2 D
F' B' U' F' B2 R2 D'
F' B' U' F' B2 R2 D2
U B' D' F2 R2 L2 U'
F B' R2 B2 D F L2
F2 B' U' R2 B2 D' F2
F' B' U' F2 R2 F B2
F B' R2 B2 F D L2
F' B' U' F2 R2 B2 F
F' B' U' F2 B2 R2 F
D' B' F' L2 F' U' B2
F' B' U' B' F' R2 B'
L2 B' F U R2 F B2
L2 B' F U R2 B2 F
F' B' U' B2 F R2 F2
F' B' U' B2 F' R2 D
F' B' U' B2 F' R2 D'
F' B' U' B2 F' R2 D2
F' B' U' B2 F2 R2 F
L2 B' F U F R2 B2
L2 B' F U F B2 R2
L2 B' F U B2 R2 F
L2 B' F U B2 F R2
U2 B' F U' R2 F B2
U2 B' F U' R2 B2 F
U2 B' F U' F R2 B2
U2 B' F U' F B2 R2
U2 B' F U' B2 R2 F
U2 B' F U' B2 F R2
B F' U B2 U' F' R2
F2 B' U' B2 R2 D' F2
U' B' F2 R2 B2 D L2
D' B' F2 L2 R U' B2
D' B' F2 L2 R' U' B2
D' B' F2 L2 R2 U' B2
D' B' F2 L2 U' B2 D
D' B' F2 L2 U' B2 D'
D' B' F2 L2 U' B2 D2
D' B' F2 L2 D' R2 U'
D' B' F2 R L2 U' B2
D' B' F2 R' L2 U' B2
D' B' F2 R2 L2 U' B2
U2 B' F' U' F' R2 B2
U2 B' F' U' F' B2 R2
U2 B' F' U' B2 F' R2
D' B' F2 U' B2 D F2
F B' U' R B2 R F
F B' U' R' F R' B2
F B' U' R2 F B2 D
F B' U' R2 F B2 D'
F B' U' R2 F B2 D2
F B' U' R2 B2 D F
F B' U' R2 B2 D' F
F B' U' R2 B2 D2 F
F B' U' R2 B2 F D
F B' U' R2 B2 F D'
F B' U' R2 B2 F D2
F B' U' F R B2 R
F B' U' F R2 B2 D
F B' U' F R2 B2 D'
F B' U' F R2 B2 D2
F B' U' F B' R2 B'
F B' U' F B2 R2 D
F B' U' F B2 R2 D'
F B' U' F B2 R2 D2
F B' U' F' R2 F2 B2
F B' U' F' R2 B2 F2
F B' U' F' B2 R2 F2
U B' F U' R2 F B2
U B' F U' R2 B2 F
U B' F U' F R2 B2
U B' F U' F B2 R2
U B' F U' B2 R2 F
U B' F U' B2 F R2
U2 B' F2 R2 B2 D L2
F B' U' B' R2 F B'
F B' U' B' R2 B' F
F B' U' B' F R2 B'
F B' U' B2 R' F R'
F B' U' B2 R2 D F
F B' U' B2 R2 D' F
F B' U' B2 R2 D2 F
F B' U' B2 R2 F D
F B' U' B2 R2 F D'
F B' U' B2 R2 F D2
F B' U' B2 F R2 D
F B' U' B2 F R2 D'
F B' U' B2 F R2 D2
F B' U' B2 F' R2 F2
B' F' D' F2 R2 U' F
