D' L' F2 B2
D' L' B2 F2
D' B2 L' F2
D' L F2 L2 B2
D' L F2 B2 L2
D' L B2 L2 F2
D' L B2 F2 L2
D L' D2 F2 B2
D L' D2 B2 F2
L2 R2 U L R2
R2 L2 U L R2
L2 R2 U R2 L
R2 L2 U R2 L
D' L' F2 B2 D
D' L' F2 B2 D'
D' L' F2 B2 D2
U' L2 R2 U L
D' L' B2 F2 D
D' L' B2 F2 D'
D' L' B2 F2 D2
D' L2 F2 L B2
L' U' L' R2 U
L' U' R2 L' U
U' R2 L2 U L
B' D' L' F2 B2
B' D' L' B2 F2
B2 D' L' F2 B2
B2 D' L' B2 F2
B D' L' F2 B2
B D' L' B2 F2
F2 D' F2 L' B2
B' D' B2 L' F2
F2 D' F2 B2 L'
B2 D' B2 L' F2
B D' B2 L' F2
F2 D' B2 F2 L'
D' B L' F2 B
D' B L' B F2
D' B2 L F2 L2
D' B2 L' F2 D
D' B2 L' F2 D'
D' B2 L' F2 D2
D' B2 L2 F2 L
D' L2 F' L F' B2 D'
D' L2 F' L F' B2 D2
D' L2 F' L B2 D F'
D' L2 F' L B2 D' F'
D' L2 F' L B2 D2 F'
D' L2 F' L B2 F' D
D' L2 F' L B2 F' D'
D' L2 F' L B2 F' D2
D' L2 F' L' F' L2 B2
D' L2 F' L' F' B2 L2
D' L2 F' L' B2 L2 F'
D' L2 F' L' B2 F' L2
R U L2 R U L R2
R U L2 R U R2 L
D' L2 F' L2 B2 L' F'
D2 L2 F' R2 U' L R2
D2 L2 F' R2 U' R2 L
B' L2 F' R2 U L R2
B' L2 F' R2 U R2 L
U' L2 F' R2 U L D
U' L2 F' R2 U L D'
U' L2 F' R2 U L D2
U' L2 F' R2 U D L
U' L2 F' R2 U D' L
U' L2 F' R2 U D2 L
U' L2 F' R2 D U L
U' L2 F' R2 D' U L
U' L2 F' R2 D2 U L
U' L2 F' R2 F U L
U' L2 F' R2 F' U L
U' L2 F' R2 F2 U L
U' L2 F' U L D' F2
U' L2 F' U D' L F2
U' L2 F' U D' F2 L
B2 L2 F' R2 U L R2
B2 L2 F' R2 U R2 L
L' U R U2 L' R U
L' U R U2 R L' U
U' L2 F' D' U L F2
U' L2 F' D' U F2 L
B L2 F' R2 U L R2
B L2 F' R2 U R2 L
R' U R D' L' F2 B2
R' U R D' L' B2 F2
R' U R D' B2 L' F2
F L2 F' R2 U L' R2
F L2 F' R2 U R2 L'
D' L2 F2 L R' B2 R
D' L2 F2 L R2 B2 R2
D' L2 F2 L B D B
D' L2 F2 L B D' B
D' L2 F2 L B D2 B
D' L2 F2 L B' D B'
D' L2 F2 L B' D' B'
D' L2 F2 L B' D2 B'
D' L2 F2 L' B L2 B
D' L2 F2 L' B2 L2 D
D' L2 F2 L' B2 L2 D'
D' L2 F2 L' B2 L2 D2
D' L2 F2 L2 B L' B
D' L2 F2 L2 B2 L' D
D' L2 F2 L2 B2 L' D'
D' L2 F2 L2 B2 L' D2
D' L2 F2 L2 B2 D L'
D' L2 F2 L2 B2 D' L'
D' L2 F2 L2 B2 D2 L'
D' L2 F2 R' L B2 R
R U R L2 U L R2
R U R L2 U R2 L
D2 L2 F2 R2 U' L R2
D2 L2 F2 R2 U' R2 L
D' L2 F2 R2 L B2 R2
R2 U R D' L' R B2
B' L2 F2 R2 U L R2
R2 U R D' L' B2 R
B' L2 F2 R2 U R2 L
R2 U R D' R L' B2
R2 U R D' R B2 L'
U' L2 F2 R2 U L D
U' L2 F2 R2 U L D'
U' L2 F2 R2 U L D2
U' L2 F2 R2 U D L
U' L2 F2 R2 U D' L
U' L2 F2 R2 U D2 L
U' L2 F2 R2 D U L
U' L2 F2 R2 D' U L
U' L2 F2 R2 D2 U L
U' L2 F2 R2 F U L
U' L2 F2 R2 F' U L
U' L2 F2 R2 F2 U L
R2 U R D' B2 L' R
R2 U R D' B2 R L'
U' L2 F2 U L D' F2
U' L2 F2 U D' L F2
R' U R' L2 U L R2
U' L2 F2 U D' F2 L
R' U R' L2 U R2 L
B2 L2 F2 R2 U L R2
B2 L2 F2 R2 U R2 L
F2 L2 F2 R2 U L' R2
F2 L2 F2 R2 U R2 L'
D' L2 F2 D' L D B2
L' U R' U2 L' R' U
D' L2 F2 D2 L D2 B2
L' U R' U2 R' L' U
U' L2 F2 D' U L F2
U' L2 F2 D' U F2 L
B L2 F2 R2 U L R2
B L2 F2 R2 U R2 L
D' L2 F2 B2 U2 R' U2
D L2 F2 B2 R' U2 R
R2 U R' D' L' R' B2
R2 U R' D' R' L' B2
R2 U R' D' R' B2 L'
U' L2 B R2 B' U L
R U R' D' L' F2 B2
R U R' D' L' B2 F2
R U R' D' B2 L' F2
R2 U R2 L' U' L' U
R2 U R2 U' L2 U L
R2 U R2 D L' D2 B2
R2 U R2 D' L B2 L2
R2 U R2 D' L' B2 D
R2 U R2 D' L' B2 D'
R2 U R2 D' L' B2 D2
R2 U R2 D' B L' B
R2 U R2 D' B2 L' D
R2 U R2 D' B2 L' D'
R2 U R2 D' B2 L' D2
R2 U R2 D' B2 D L'
R2 U R2 D' B2 D' L'
R2 U R2 D' B2 D2 L'
R2 U R2 D2 L' D B2
R2 U R2 B D' L' B2
R2 U R2 B D' B2 L'
R2 U R2 B' D' L' B2
R2 U R2 B' D' B2 L'
R2 U R2 B2 D' L' B2
R2 U R2 B2 D' B2 L'
D' L2 B2 R2 F2 L' R2
D' L2 B2 R2 F2 R2 L'
D' L2 B2 U2 R' U2 F2
L2 U D' L F2 D R2
D L2 B2 R' F2 L' U2
R2 U D' L' B2 D R2
D' L2 B2 F2 U2 R' U2
L2 U D' F2 L D R2
L2 U D' F2 D L R2
L2 U D' F2 D R2 L
L' U D2 L2 U2 L U
D L2 B2 F2 R' U2 R
D' R L F2 L2 R' B2
D' R L F2 R' L2 B2
D' R L F2 R' B2 L2
R2 U D' B2 L' D R2
R2 U D' B2 D L' R2
R2 U D' B2 D R2 L'
L U D' B2 R' U' F2
D' R L B2 L2 F2 R
D' R L' F R' F B2
D' R L' F R' B2 F
D' R L' F2 R B2 R2
D' R L' F2 R' B2 D
D' R L' F2 R' B2 D'
D' R L' F2 R' B2 D2
D' R L' F2 R2 B2 R
D R L' D2 R' F2 B2
D R L' D2 R' B2 F2
D R L' D2 F2 R' B2
U' R L2 D R U L
U' R L2 D' R U L
U' R L2 D2 R U L
D' R L2 F2 L R' B2
U' R L2 F' U L F
D' R L2 F2 R' L B2
D' R U L' R' F2 B2
D' R U L' R' B2 F2
D' R U L' F2 R' B2
D' R U R' L' F2 B2
D' R U R' L' B2 F2
D' R U R' B2 L' F2
F2 R U L2 R U R2
U2 R U L2 R U L
F2 R U R L2 U R2
U2 R U R L2 U L
L' U F2 R F2 L' U'
D' R U' L' R' F2 B2
D' R U' L' R' B2 F2
D' R U' L' F2 R' B2
D' R U' R' L' F2 B2
D' R U' R' L' B2 F2
D' R U' R' B2 L' F2
D' R U2 L' R' F2 B2
D' R U2 L' R' B2 F2
D' R U2 L' F2 R' B2
D' R U2 R' L' F2 B2
D' R U2 R' L' B2 F2
D' R U2 R' B2 L' F2
R2 U B R2 D' L' B2
R2 U B R2 D' B2 L'
F2 R U2 R' D' F2 B2
F2 R U2 R' D' B2 F2
U R U2 L2 R U L
U R U2 R L2 U L
R2 U B' R2 D' L' B2
R2 U B' R2 D' B2 L'
U' R D' R U L' B2
U' R D' R U B2 L'
R2 U B2 R2 D' L' B2
R2 U B2 R2 D' B2 L'
L' U' L R2 U D' B2
L' U' L R2 D' U B2
L' U' L U D' F2 B2
L' U' L U D' B2 F2
L' U' L D' U F2 B2
L' U' L D' U B2 F2
L U' L R2 U L D
L U' L R2 U L D'
L U' L R2 U L D2
L U' L R2 U D L
L U' L R2 U D' L
L U' L R2 U D2 L
L U' L R2 D U L
L U' L R2 D' U L
L U' L R2 D2 U L
L U' L R2 F U L
L U' L R2 F' U L
L U' L R2 F2 U L
L U' L U L D' F2
L U' L U D' L F2
L U' L U D' F2 L
D R D2 L' R' F2 B2
D R D2 L' R' B2 F2
D R D2 L' F2 R' B2
L' U' L' R D R U
L' U' L' R D' R U
L' U' L' R D2 R U
L' U' L' R' D R' U
L' U' L' R' D' R' U
L' U' L' R' D2 R' U
L U' L D' U L F2
L U' L D' U F2 L
D R D2 R' L' F2 B2
D R D2 R' L' B2 F2
L' U' L' U D' F2 D
L' U' L' U D' F2 D'
L' U' L' U D' F2 D2
L' U' L' U F D' F2
L' U' L' U F' D' F2
L' U' L' U F2 D' F2
D R D2 R' B2 L' F2
L' U' L' U' D B2 U2
L U' L F R2 U L
L' U' L' U2 D2 L2 U'
L U' L F' R2 U L
L' U' L' D U' B2 U2
L U' L F2 R2 U L
L' U' L' D' R U F2
L' U' L' D' R' U F2
L' U' L' D' R2 U F2
L' U' L' D' U F2 D
L' U' L' D' U F2 D'
L' U' L' D' U F2 D2
L' U' L' D2 U2 L2 U'
L' U' L' F' R2 F U
L' U' L' F2 R2 F2 U
L' U' L' B R2 B' U
R' U' L2 R' U L R2
R' U' L2 R' U R2 L
L' U' L' B2 R2 B2 U
L' U' L2 R2 D L U
L' U' L2 R2 D' L U
L' U' L2 R2 D2 L U
L' U' L2 D' L U F2
R U' L2 R U L R2
R U' L2 R U R2 L
L' U' R L' D R U
L' U' R L' D' R U
L' U' R L' D2 R U
R' U' R D' L' F2 B2
R' U' R D' L' B2 F2
L' U' R D L' R U
R' U' R D' B2 L' F2
L' U' R D R L' U
L' U' R D' L' R U
L' U' R D' R L' U
L' U' R D2 L' R U
L' U' R D2 R L' U
D' R F2 R' B2 D2 L2
D' R F2 R2 B2 L R
D' R F2 R2 B2 R L
R U' R L2 U L R2
R U' R L2 U R2 L
R' U' R' L2 U L R2
R' U' R' L2 U R2 L
L' U' R' L' D R' U
L' U' R' L' D' R' U
L' U' R' L' D2 R' U
D R F2 R B2 U2 R2
L' U' R' D L' R' U
L' U' R' D R' L' U
L' U' R' D' L' R' U
L' U' R' D' R' L' U
L' U' R' D2 L' R' U
L' U' R' D2 R' L' U
D R F2 B2 L R U2
D R F2 B2 R L U2
L' U' R2 L U D' B2
L' U' R2 L D' U B2
L' U' R2 L2 D L U
L' U' R2 L2 D' L U
L' U' R2 L2 D2 L U
R U' R' D' L' F2 B2
R U' R' D' L' B2 F2
L' U' R2 D L' U D
L' U' R2 D L' U D'
L' U' R2 D L' U D2
L' U' R2 D L' D U
L' U' R2 D L' D' U
L' U' R2 D L' D2 U
R U' R' D' B2 L' F2
L' U' R2 D' L' U D
L' U' R2 D' L' U D'
L' U' R2 D' L' U D2
L' U' R2 D' L' D U
L' U' R2 D' L' D' U
L' U' R2 D' L' D2 U
L' U' R2 D2 L' U D
L' U' R2 D2 L' U D'
L' U' R2 D2 L' U D2
L' U' R2 D2 L' D U
L' U' R2 D2 L' D' U
L' U' R2 D2 L' D2 U
L U' R2 L U L D
L U' R2 L U L D'
L U' R2 L U L D2
L U' R2 L U D L
L U' R2 L U D' L
L U' R2 L U D2 L
L U' R2 L D U L
L U' R2 L D' U L
L U' R2 L D2 U L
L U' R2 L F U L
L U' R2 L F' U L
L U' R2 L F2 U L
L' U' R2 B' L' B U
L' U' R2 B2 L' B2 U
L' U' D L' U D2 F2
L' U' D L' U' B2 U2
L' U' D L' D' R2 U
L' U' D L' D2 U F2
L U' R2 D L F2 U
L U' R2 D F2 L U
L U' R2 F L U L
L U' R2 F' L U L
L U' R2 F2 L U L
D' R B2 L' F2 D2 R2
D' R B2 L2 F2 L R
D' R B2 L2 F2 R L
L' U' D' L' R U F2
L' U' D' L' R' U F2
L' U' D' L' R2 U F2
L' U' D' L' U F2 D
L' U' D' L' U F2 D'
L' U' D' L' U F2 D2
L' U' D' L' D R2 U
L' U' D' R L' U F2
D R B2 L F2 U2 L2
L' U' D' R' L' U F2
L' U' D' R2 L' U F2
L' U' D2 L' U2 L' U'
D R B2 F2 L R U2
D R B2 F2 R L U2
D' R' L F2 L2 B2 R'
D' R' L B2 L2 R F2
D' R' L B2 R L2 F2
D' R' L B2 R F2 L2
D' R' L' B' R F2 B'
D' R' L' B' R B' F2
D' R' L' B2 R F2 D
D' R' L' B2 R F2 D'
D' R' L' B2 R F2 D2
D' R' L' B2 R' F2 R2
D' R' L' B2 R2 F2 R'
L2 U' F R2 U L B
D R' L' D2 R F2 B2
D R' L' D2 R B2 F2
L U' F L R2 U L
D R' L' D2 B2 R F2
U' R' L2 D R' U L
U' R' L2 D' R' U L
U' R' L2 D2 R' U L
L U' F R2 L U L
U' R' L2 F R' U L
U' R' L2 F' R' U L
U' R' L2 F2 R' U L
L' U' F' R2 F L' U
D' R' U L' R F2 B2
D' R' U L' R B2 F2
D' R' U L' B2 R F2
D' R' U R L' F2 B2
D' R' U R L' B2 F2
D' R' U R B2 L' F2
L U' F' L R2 U L
U2 R' U L2 R' U L
L U' F' R2 L U L
U2 R' U R' L2 U L
D' R' U B2 L' R F2
D' R' U B2 R L' F2
D' R' U' L' R F2 B2
D' R' U' L' R B2 F2
D' R' U' L' B2 R F2
D' R' U' R L' F2 B2
D' R' U' R L' B2 F2
D' R' U' R B2 L' F2
L U' F2 L R2 U L
L U' F2 R2 L U L
L' U' B R2 B' L' U
D' R' U' B2 L' R F2
D' R' U' B2 R L' F2
D' R' U2 L' R F2 B2
D' R' U2 L' R B2 F2
D' R' U2 L' B2 R F2
D' R' U2 R L' F2 B2
D' R' U2 R L' B2 F2
D' R' U2 R B2 L' F2
L' U' B' L' B R2 U
D' R' U2 B2 L' R F2
D' R' U2 B2 R L' F2
U R' U2 L2 R' U L
U R' U2 R' L2 U L
L' U' B2 L' R2 B2 U
L' U' B2 L' B2 R2 U
L' U' B2 R2 L' B2 U
L' U' B2 R2 B2 L' U
U' R' D' R' U L' B2
U' R' D' R' U B2 L'
D R' D2 L' R F2 B2
D R' D2 L' R B2 F2
D R' D2 L' B2 R F2
D R' D2 R L' F2 B2
D R' D2 R L' B2 F2
D R' D2 R B2 L' F2
R' U2 L2 R' U L R2
R' U2 L2 R' U R2 L
D R' D2 B2 L' R F2
D R' D2 B2 R L' F2
R U2 L2 R U L R2
R U2 L2 R U R2 L
R' U2 R D' L' F2 B2
R' U2 R D' L' B2 F2
R' U2 R D' B2 L' F2
R' U2 R' L2 U L R2
R' U2 R' L2 U R2 L
R U2 R L2 U L R2
R U2 R L2 U R2 L
D R' F2 L' R B2 U2
D R' F2 L' B2 R U2
D R' F2 R L' B2 U2
D R' F2 R B2 L' U2
D' R' B L' B R F2
D R' F2 B2 L' R U2
D R' F2 B2 R L' U2
R U2 R' D' L' F2 B2
R U2 R' D' L' B2 F2
R U2 R' D' B2 L' F2
D' R' B' R B' L' F2
D' R' B2 L R F2 L2
D' R' B2 L' R F2 D
D' R' B2 L' R F2 D'
D' R' B2 L' R F2 D2
D' R' B2 L' R' F2 R2
D' R' B2 L' R2 F2 R'
D' R' B2 L2 R F2 L
D' R' B2 R L F2 L2
D' R' B2 R L' F2 D
D' R' B2 R L' F2 D'
D' R' B2 R L' F2 D2
D' R' B2 R L2 F2 L
D' R' B2 R' L' F2 R2
D' R' B2 R2 L' F2 R'
L' U2 D B2 U L' U
U' R2 L D L F2 U
U' R2 L D F2 L U
U' R2 L F L U L
D' R2 L F2 L2 R2 B2
D' R2 L F2 L2 B2 R2
U' R2 L F' L U L
D' R2 L F2 R2 L2 B2
D' R2 L F2 R2 B2 L2
D' R2 L F2 B2 L2 R2
D' R2 L F2 B2 R2 L2
D R' B2 F2 L' R U2
U' R2 L F2 L U L
D R' B2 F2 R L' U2
D' R2 L B2 L2 R2 F2
D' R2 L B2 L2 F2 R2
D' R2 L B2 R2 L2 F2
D' R2 L B2 R2 F2 L2
D' R2 L B2 F2 L2 R2
D' R2 L B2 F2 R2 L2
U' R2 L' D L' U L
U' R2 L' D' L' U L
U' R2 L' D2 L' U L
D' R2 L' F R2 F B2
D' R2 L' F R2 B2 F
D' R2 L' F B2 R2 F
D' R2 L' F2 R B2 R
D' R2 L' F2 R2 B2 D
D' R2 L' F2 R2 B2 D'
D' R2 L' F2 R2 B2 D2
D' R2 L' F2 B' R2 B'
D' R2 L' F2 B2 R2 D
D' R2 L' F2 B2 R2 D'
D' R2 L' F2 B2 R2 D2
D' R2 L' B' R2 F2 B'
D' R2 L' B' R2 B' F2
D' R2 L' B' F2 R2 B'
D' R2 L' B2 R' F2 R'
D' R2 L' B2 R2 F2 D
D' R2 L' B2 R2 F2 D'
D' R2 L' B2 R2 F2 D2
D' R2 L' B2 F R2 F
D' R2 L' B2 F2 R2 D
D' R2 L' B2 F2 R2 D'
D' R2 L' B2 F2 R2 D2
D2 R2 L2 U' L R2 D
D2 R2 L2 U' L R2 D'
D2 R2 L2 U' L R2 D2
D2 R2 L2 U' R2 L D
D2 R2 L2 U' R2 L D'
D2 R2 L2 U' R2 L D2
D2 R2 L2 U' R2 D L
B' R2 L2 U L R2 D
D2 R2 L2 U' R2 D' L
B' R2 L2 U L R2 D'
B' R2 L2 U L R2 D2
D2 R2 L2 U' R2 D2 L
U' R2 L2 U L2 D L'
U' R2 L2 U L2 D' L'
U' R2 L2 U L2 D2 L'
B' R2 L2 U R2 L D
B' R2 L2 U R2 L D'
B' R2 L2 U R2 L D2
B' R2 L2 U R2 D L
B' R2 L2 U R2 D' L
B' R2 L2 U R2 D2 L
U' R2 L2 U D L D
U' R2 L2 U D L D'
U' R2 L2 U D L D2
U' R2 L2 U D' L D
U' R2 L2 U D' L D'
U' R2 L2 U D' L D2
U' R2 L2 U D2 L D
U' R2 L2 U D2 L D'
U' R2 L2 U D2 L D2
U' R2 L2 U F L F'
U' R2 L2 U F2 L F2
U' R2 L2 U' R U2 L
U' R2 L2 U' R' U2 L
U' R2 L2 U' R2 U2 L
D2 R2 L2 D' F2 U' L
B2 R2 L2 U L R2 D
B2 R2 L2 U L R2 D'
U' R2 L2 D U L D
U' R2 L2 D U L D'
B2 R2 L2 U L R2 D2
U' R2 L2 D U L D2
U' R2 L2 D F U L
U' R2 L2 D F' U L
U' R2 L2 D F2 U L
B2 R2 L2 U R2 L D
B2 R2 L2 U R2 L D'
B2 R2 L2 U R2 L D2
B2 R2 L2 U R2 D L
B2 R2 L2 U R2 D' L
B2 R2 L2 U R2 D2 L
U' R2 L2 D' U L D
U' R2 L2 D' U L D'
U' R2 L2 D' U L D2
U' R2 L2 D' F U L
U' R2 L2 D' F' U L
U' R2 L2 D' F2 U L
D2 R2 L2 F U' L R2
D2 R2 L2 F U' R2 L
U' R2 L2 D2 U L D
U' R2 L2 D2 U L D'
U' R2 L2 D2 U L D2
F2 R2 L2 U' R' U2 R'
U' R2 L2 D2 F U L
U' R2 L2 D2 F' U L
U' R2 L2 D2 F2 U L
U2 R2 L2 U D2 L R2
U2 R2 L2 U D2 R2 L
D2 R2 L2 F' U' L R2
D2 R2 L2 F' U' R2 L
B' R2 L2 F U L R2
B' R2 L2 F U R2 L
U' R2 L2 F U L D
U' R2 L2 F U L D'
U' R2 L2 F U L D2
F' R2 L2 F U L' R2
U' R2 L2 F U D L
F' R2 L2 F U R2 L'
U' R2 L2 F U D' L
U' R2 L2 F U D2 L
U2 R2 L2 U' L2 U2 L'
D' R2 L2 F2 L R2 B2
U' R2 L2 F D U L
D' R2 L2 F2 L B2 R2
U' R2 L2 F D' U L
U' R2 L2 F D2 U L
D' R2 L2 F2 R2 L B2
D2 R2 L2 F2 U' L R2
D2 R2 L2 F2 U' R2 L
B' R2 L2 F' U L R2
B' R2 L2 F' U R2 L
U' R2 L2 F' U L D
U' R2 L2 F' U L D'
U' R2 L2 F' U L D2
U' R2 L2 F' U D L
U' R2 L2 F' U D' L
U' R2 L2 F' U D2 L
U' R2 L2 F' D U L
U' R2 L2 F' D' U L
U' R2 L2 F' D2 U L
F2 R2 L2 D B2 U L
B' R2 L2 F2 U L R2
B' R2 L2 F2 U R2 L
U' R2 L2 F2 U L D
U' R2 L2 F2 U L D'
U' R2 L2 F2 U L D2
U' R2 L2 F2 U D L
U' R2 L2 F2 U D' L
U' R2 L2 F2 U D2 L
U' R2 L2 F2 D U L
U' R2 L2 F2 D' U L
U' R2 L2 F2 D2 U L
B R2 L2 U L R2 D
B R2 L2 U L R2 D'
B R2 L2 U L R2 D2
B R2 L2 U R2 L D
B R2 L2 U R2 L D'
B R2 L2 U R2 L D2
B R2 L2 U R2 D L
B R2 L2 U R2 D' L
B R2 L2 U R2 D2 L
B2 R2 L2 F U L R2
B2 R2 L2 F U R2 L
D' R2 L2 B2 R2 F2 L'
B2 R2 L2 F' U L R2
B2 R2 L2 F' U R2 L
U2 R2 L2 D2 U L R2
U2 R2 L2 D2 U R2 L
B2 R2 L2 F2 U L R2
B2 R2 L2 F2 U R2 L
D' R2 U L' R2 F2 B2
D' R2 U L' R2 B2 F2
D' R2 U L' F2 R2 B2
D' R2 U L' F2 B2 R2
D' R2 U L' B2 R2 F2
D' R2 U L' B2 F2 R2
U' R2 U L' U' L' U
F2 R2 L2 B2 U L R2
F2 R2 L2 B2 U R2 L
B R2 L2 F U L R2
B R2 L2 F U R2 L
D' R2 U R2 L' F2 B2
D' R2 U R2 L' B2 F2
B R2 L2 F' U L R2
B R2 L2 F' U R2 L
D' R2 U R2 B2 L' F2
B' R2 U R2 D' L' B2
B' R2 U R2 D' B2 L'
B R2 L2 F2 U L R2
B R2 L2 F2 U R2 L
U' R2 U D L' D2 B2
U' R2 U D' L B2 L2
U' R2 U D' L' B2 D
U' R2 U D' L' B2 D'
U' R2 U D' L' B2 D2
U' R2 U D' B L' B
U' R2 U D' B2 L' D
U' R2 U D' B2 L' D'
U' R2 U D' B2 L' D2
U' R2 U D' B2 D L'
U' R2 U D' B2 D' L'
U' R2 U D' B2 D2 L'
U' R2 U D2 L' D B2
B2 R2 U R2 D' L' B2
B2 R2 U R2 D' B2 L'
F R2 L2 F' U L' R2
F R2 L2 F' U R2 L'
D' R2 U F2 R2 B2 L
U' R2 U B D' L' B2
D' R2 U B2 L' R2 F2
U' R2 U B D' B2 L'
D' R2 U B2 L' F2 R2
D' R2 U B2 R2 L' F2
U' R2 U B' D' L' B2
U' R2 U B' D' B2 L'
U' R2 U B2 D' L' B2
U' R2 U B2 D' B2 L'
D' R2 U' L' R2 F2 B2
D' R2 U' L' R2 B2 F2
B R2 U R2 D' L' B2
B R2 U R2 D' B2 L'
D' R2 U' L' F2 R2 B2
D' R2 U' L' F2 B2 R2
D' R2 U' L' B2 R2 F2
D' R2 U' L' B2 F2 R2
D2 R2 U' R2 D L' F2
D' R2 U' R2 L' F2 B2
D' R2 U' R2 L' B2 F2
D' R2 U' R2 B2 L' F2
U' R2 U' D F2 R U2
U R2 U D' L' B2 R'
D' R2 U' F2 R2 B2 L
D' R2 U' B2 L' R2 F2
D' R2 U' B2 L' F2 R2
D' R2 U' B2 R2 L' F2
L' U2 B U L' R2 U
L' U2 B U R2 L' U
D' R2 U2 L' R2 F2 B2
D' R2 U2 L' R2 B2 F2
D' R2 U2 L' F2 R2 B2
D' R2 U2 L' F2 B2 R2
D' R2 U2 L' B2 R2 F2
D' R2 U2 L' B2 F2 R2
D' R2 U2 R2 L' F2 B2
D' R2 U2 R2 L' B2 F2
D' R2 U2 R2 B2 L' F2
U' R2 U2 D2 R2 U' L'
D' R2 U2 F2 R2 B2 L
D' R2 U2 B2 L' R2 F2
D' R2 U2 B2 L' F2 R2
D' R2 U2 B2 R2 L' F2
L' U2 B' U L' R2 U
L' U2 B' U R2 L' U
U' R2 D U L' D2 B2
U' R2 D U' F2 R U2
L' U2 B2 U L' R2 U
L' U2 B2 U R2 L' U
U' R2 D' L U L2 B2
U' R2 D' L U B2 L2
U' R2 D' L2 U L B2
U' R2 D' U L B2 L2
U' R2 D' U L' B2 D
U' R2 D' U L' B2 D'
U' R2 D' U L' B2 D2
U' R2 D' U B L' B
U' R2 D' U B2 L' D
U' R2 D' U B2 L' D'
U' R2 D' U B2 L' D2
U' R2 D' U B2 D L'
U' R2 D' U B2 D' L'
U' R2 D' U B2 D2 L'
U' R2 D2 U L' D B2
U' R2 D2 U2 R2 U' L'
U R2 D' U L' B2 R'
D R2 D2 L' F2 R B2
D R2 D2 L' F2 B2 R
D R2 D2 L' B2 F2 R
U' R2 F L2 F' U L'
F' R2 F L2 U L R2
F' R2 F L2 U R2 L
D R2 D2 B2 L' F2 R
U' R2 F' L2 F U L'
D' R2 F2 L R2 B2 L
D' R2 F2 L' R2 B2 L
D' R2 F2 L2 R2 B2 L
U' R2 F2 L2 U' R U2
U' R2 F2 L2 F2 U L'
F R2 F' L2 U L R2
F R2 F' L2 U R2 L
D' R2 F2 R2 L B2 L
D' R2 F2 R2 L' B2 L
D' R2 F2 R2 L2 B2 L
D' R2 F2 R2 B2 L D
D' R2 F2 R2 B2 L D'
D' R2 F2 R2 B2 L D2
D' R2 F2 R2 B2 D L
D' R2 F2 R2 B2 D' L
D' R2 F2 R2 B2 D2 L
D' R2 B L' F2 B R2
D' R2 B L' B R2 F2
D' R2 B L' B F2 R2
D R2 F2 R B2 U2 R
D2 R2 B L2 U' L R2
D2 R2 B L2 U' R2 L
B' R2 B L2 U L R2
B' R2 B L2 U R2 L
B2 R2 B L2 U L R2
B2 R2 B L2 U R2 L
D R2 F2 B2 R U2 R
B R2 B L2 U L R2
B R2 B L2 U R2 L
D2 R2 B' L2 U' L R2
D2 R2 B' L2 U' R2 L
B' R2 B' L2 U L R2
B' R2 B' L2 U R2 L
D' R2 B' R2 B' L' F2
B2 R2 B' L2 U L R2
B2 R2 B' L2 U R2 L
D' R2 B2 L R2 F2 L2
B R2 B' L2 U L R2
B R2 B' L2 U R2 L
D' R2 B2 L F2 L2 R2
D' R2 B2 L F2 R2 L2
D' R2 B2 L' R' F2 R'
D' R2 B2 L' R2 F2 D
D' R2 B2 L' R2 F2 D'
D' R2 B2 L' R2 F2 D2
D' R2 B2 L' F R2 F
D' R2 B2 L' F2 R2 D
D' R2 B2 L' F2 R2 D'
D' R2 B2 L' F2 R2 D2
D' R2 B2 L2 R2 F2 L
D2 R2 B2 L2 U' L R2
D2 R2 B2 L2 U' R2 L
D' R2 B2 L2 F2 L R2
D' R2 B2 L2 F2 R2 L
B' R2 B2 L2 U L R2
B' R2 B2 L2 U R2 L
D' R2 B2 R' L' F2 R'
D' R2 B2 R2 L F2 L2
D' R2 B2 R2 L' F2 D
D' R2 B2 R2 L' F2 D'
D' R2 B2 R2 L' F2 D2
D' R2 B2 R2 L2 F2 L
B2 R2 B2 L2 U L R2
B2 R2 B2 L2 U R2 L
L' D U' L' U D2 F2
F2 R2 B2 L2 U L' R2
F2 R2 B2 L2 U R2 L'
L' D U' L' U' B2 U2
L' D U' L' D' R2 U
L' D U' L' D2 U F2
B R2 B2 L2 U L R2
B R2 B2 L2 U R2 L
D' U L U' L2 F2 B2
D' U L U' L2 B2 F2
D' U L U' F2 L2 B2
D' U L U' F2 B2 L2
D' U L U' B2 L2 F2
D' U L U' B2 F2 L2
D R2 B2 F2 R U2 R
L' D U2 B2 U L' U
D' U L' F2 B2 D R2
D' U L' B2 F2 D R2
U2 D L' D2 F2 B2 R'
U2 D L' D2 B2 R' F2
D2 U L2 R2 U' L D
D2 U L2 R2 U' L D'
D2 U L2 R2 U' L D2
D2 U L2 R2 U' D L
U2 D L' D2 B2 F2 R'
D2 U L2 R2 U' D' L
D2 U L2 R2 U' D2 L
D2 U L2 R2 D U' L
D2 U L2 R2 D' U' L
D2 U L2 R2 D2 U' L
D' U L2 U' L F2 B2
D' U L2 U' L B2 F2
D2 U L2 U' L D B2
D' U L2 U' F2 L B2
D2 U L2 U' D L B2
D2 U L2 D U' L B2
D' U R U' L' F2 B2
D' U R U' L' B2 F2
D' U R U' B2 L' F2
D' U R' U' L' F2 B2
