F2 U F R
F2 R B U F
F2 U R F R
F2 U R' F R
F2 U R2 F R
F2 U D F R
F2 U D' F R
F2 U D2 F R
F2 U F R D
F2 U F R D'
F2 U F R D2
F2 U F D R
F2 U F D' R
F2 U F D2 R
F2 D U F R
F2 D' U F R
F2 D2 U F R
F2 B U F R
F2 B' U F R
B' F2 U F R
F2 B2 U F R
B F2 U F R
B2 F2 U F R
U' B' D' U2 L2 F' R'
U' B' D' U2 F' L2 R'
U' B' D' U2 F' R' L2
U' B' D' F' L2 R' B'
U' B' D' F' R' L2 B'
F B' R F B U F
F B' R B F U F
F2 B' U R D F R
F2 B' U R D' F R
F2 B' U R D2 F R
F2 B' U R F R D
F2 B' U R F R D'
F2 B' U R F R D2
F2 B' U R F D R
F2 B' U R F D' R
F2 B' U R F D2 R
F2 B' U R' D F R
F2 B' U R' D' F R
F2 B' U R' D2 F R
F2 B' U R' F R D
F2 B' U R' F R D'
F2 B' U R' F R D2
F2 B' U R' F D R
F2 B' U R' F D' R
F2 B' U R' F D2 R
F2 B' U R2 D F R
F2 B' U R2 D' F R
F2 B' U R2 D2 F R
F2 B' U R2 F R D
F2 B' U R2 F R D'
F2 B' U R2 F R D2
F2 B' U R2 F D R
F2 B' U R2 F D' R
F2 B' U R2 F D2 R
F2 B' U D R F R
F2 B' U D R' F R
F2 B' U D R2 F R
F2 B' U D F R D
F2 B' U D F R D'
F2 B' U D F R D2
F2 B' U D F D R
F2 B' U D F D' R
F2 B' U D F D2 R
F2 B' U D' R F R
F2 B' U D' R' F R
F2 B' U D' R2 F R
F2 B' U D' F R D
F2 B' U D' F R D'
F2 B' U D' F R D2
F2 B' U D' F D R
F2 B' U D' F D' R
F2 B' U D' F D2 R
F2 B' U D2 R F R
F2 B' U D2 R' F R
F2 B' U D2 R2 F R
F2 B' U D2 F R D
F2 B' U D2 F R D'
F2 B' U D2 F R D2
F2 B' U D2 F D R
F2 B' U D2 F D' R
F2 B' U D2 F D2 R
F2 B' U F R2 D R'
F2 B' U F R2 D' R'
F2 B' U F R2 D2 R'
F2 B' U F D R D
F2 B' U F D R D'
F2 B' U F D R D2
F2 B' U F D' R D
F2 B' U F D' R D'
F2 B' U F D' R D2
F2 B' U F D2 R D
F2 B' U F D2 R D'
F2 B' U F D2 R D2
F2 B' U F B R B'
F2 B' U F B2 R B2
F2 B' U F' R F2 R
F2 B' U F' R' F2 R
F2 B' U F' R2 F2 R
D B' D' F2 U F R
F2 B' U B F R B'
F2 B' U B2 F R B2
F2 B' U' L2 B' U2 R'
F2 B' U' B' U2 R' F
F2 B' U' B' U2 F R'
D' B' F2 U F L2 R
D' B' F2 U F R L2
L' B' F2 U F R B
B' F' D F' U F R
F2 B' D R B U F
F' B' D F' U F R
F2 B' D U R F R
F2 B' D U R' F R
F2 B' D U R2 F R
F2 B' D U F R D
F2 B' D U F R D'
F2 B' D U F R D2
F2 B' D U F D R
F2 B' D U F D' R
F2 B' D U F D2 R
B2 F' D F' U F R
F2 B' D B U F R
B' F' D' F' U F R
F2 B' D B' U F R
F2 B' D B2 U F R
F2 B' D' R B U F
F' B' D' F' U F R
F2 B' D' U R F R
F2 B' D' U R' F R
F2 B' D' U R2 F R
F2 B' D' U F R D
F2 B' D' U F R D'
F2 B' D' U F R D2
F2 B' D' U F D R
F2 B' D' U F D' R
F2 B' D' U F D2 R
B2 F' D' F' U F R
B F' D F' U F R
F2 B' D' B U F R
B' F' D2 F' U F R
F2 B' D' B' U F R
F2 B' D' B2 U F R
R B' F2 R' B2 U F'
F2 B' D2 R B U F
F' B' D2 F' U F R
F2 B' D2 U R F R
F2 B' D2 U R' F R
F2 B' D2 U R2 F R
F2 B' D2 U F R D
F2 B' D2 U F R D'
F2 B' D2 U F R D2
F2 B' D2 U F D R
F2 B' D2 U F D' R
F2 B' D2 U F D2 R
B2 F' D2 F' U F R
B F' D' F' U F R
F2 B' D2 B U F R
F2 B' D2 B' U F R
F2 B' D2 B2 U F R
L2 B2 L2 F2 U F R
R' B2 R F2 U F R
B F' D2 F' U F R
L B2 L' F2 U F R
B' F2 R D B U F
B' F2 R D' B U F
B' F2 R D2 B U F
B' F2 R B R U F
B' F2 R B R' U F
B' F2 R B R2 U F
B' F2 R B U D F
B' F2 R B U D' F
B' F2 R B U D2 F
B' F2 R B U F D
B' F2 R B U F D'
B' F2 R B U F D2
B' F2 R B D U F
B' F2 R B D' U F
B' F2 R B D2 U F
D' B2 U L2 F R F2
B2 F2 R D B U F
B2 F2 R D' B U F
B' F2 R' U F D R2
B2 F2 R D2 B U F
F2 B2 R D B U F
B' F2 R' U2 F' U' F2
F2 B2 R D' B U F
D' B2 U F L2 R F2
D' B2 U F R L2 F2
D' B2 U F R F2 L2
F2 B2 R D2 B U F
B2 F2 R B R U F
B2 F2 R B R' U F
B2 F2 R B R2 U F
B2 F2 R B U D F
B2 F2 R B U D' F
B2 F2 R B U D2 F
B2 F2 R B U F D
B2 F2 R B U F D'
B2 F2 R B U F D2
B2 F2 R B D U F
B2 F2 R B D' U F
B2 F2 R B D2 U F
F2 B2 R B R U F
F2 B2 R B R' U F
F2 B2 R B R2 U F
F2 B2 R B U D F
F2 B2 R B U D' F
F2 B2 R B U D2 F
F2 B2 R B U F D
F2 B2 R B U F D'
F2 B2 R B U F D2
F2 B2 R B D U F
F2 B2 R B D' U F
F2 B2 R B D2 U F
B2 F2 R' U F D R2
B2 F2 R' U2 F' U' F2
F2 B2 R' U F D R2
B F2 R D B U F
F2 B2 R' U2 F' U' F2
B F2 R D' B U F
B F2 R D2 B U F
R B2 R' F2 B' U F
R B2 R' B' F2 U F
D' B2 U' F' L2 B' R'
B F2 R B R U F
B F2 R B R' U F
B F2 R B R2 U F
B F2 R B U D F
B F2 R B U D' F
B F2 R B U D2 F
B F2 R B U F D
B F2 R B U F D'
B F2 R B U F D2
B F2 R B D U F
B F2 R B D' U F
B F2 R B D2 U F
B F2 R' U F D R2
D B2 U F R F2 L'
F B2 R F B U F
B F2 R' U2 F' U' F2
F B2 R B F U F
B' F2 U R D F R
B' F2 U R D' F R
B' F2 U R D2 F R
B' F2 U R F R D
B' F2 U R F R D'
B' F2 U R F R D2
B' F2 U R F D R
B' F2 U R F D' R
B' F2 U R F D2 R
B' F2 U R' D F R
B' F2 U R' D' F R
B' F2 U R' D2 F R
B' F2 U R' F R D
B' F2 U R' F R D'
B' F2 U R' F R D2
B' F2 U R' F D R
B' F2 U R' F D' R
B' F2 U R' F D2 R
B' F2 U R2 D F R
B' F2 U R2 D' F R
B' F2 U R2 D2 F R
B' F2 U R2 F R D
B' F2 U R2 F R D'
B' F2 U R2 F R D2
B' F2 U R2 F D R
B' F2 U R2 F D' R
B' F2 U R2 F D2 R
B' F2 U D R F R
B' F2 U D R' F R
B' F2 U D R2 F R
B' F2 U D F R D
B' F2 U D F R D'
B' F2 U D F R D2
B' F2 U D F D R
B' F2 U D F D' R
B' F2 U D F D2 R
B' F2 U D' R F R
B' F2 U D' R' F R
B' F2 U D' R2 F R
B' F2 U D' F R D
B' F2 U D' F R D'
B' F2 U D' F R D2
B' F2 U D' F D R
B' F2 U D' F D' R
B' F2 U D' F D2 R
B' F2 U D2 R F R
B' F2 U D2 R' F R
B' F2 U D2 R2 F R
B' F2 U D2 F R D
B' F2 U D2 F R D'
B' F2 U D2 F R D2
B' F2 U D2 F D R
B' F2 U D2 F D' R
B' F2 U D2 F D2 R
B' F2 U F R2 D R'
B' F2 U F R2 D' R'
B' F2 U F R2 D2 R'
B' F2 U F D R D
B' F2 U F D R D'
B' F2 U F D R D2
B' F2 U F D' R D
B' F2 U F D' R D'
B' F2 U F D' R D2
B' F2 U F D2 R D
B' F2 U F D2 R D'
B' F2 U F D2 R D2
B' F2 U F B R B'
B' F2 U F B2 R B2
B' F2 U F' R F2 R
B' F2 U F' R' F2 R
B' F2 U F' R2 F2 R
D B2 U' R2 B L U2
B' F2 U B F R B'
B2 F2 U R D F R
B2 F2 U R D' F R
B2 F2 U R D2 F R
B2 F2 U R F R D
B2 F2 U R F R D'
B2 F2 U R F R D2
B2 F2 U R F D R
B2 F2 U R F D' R
B2 F2 U R F D2 R
B' F2 U B2 F R B2
B2 F2 U R' D F R
B2 F2 U R' D' F R
B2 F2 U R' D2 F R
B2 F2 U R' F R D
B2 F2 U R' F R D'
B2 F2 U R' F R D2
B2 F2 U R' F D R
B2 F2 U R' F D' R
B2 F2 U R' F D2 R
B2 F2 U R2 D F R
B2 F2 U R2 D' F R
B2 F2 U R2 D2 F R
B2 F2 U R2 F R D
B2 F2 U R2 F R D'
B2 F2 U R2 F R D2
B2 F2 U R2 F D R
B2 F2 U R2 F D' R
B2 F2 U R2 F D2 R
F2 B2 U R D F R
F2 B2 U R D' F R
F2 B2 U R D2 F R
F2 B2 U R F R D
F2 B2 U R F R D'
F2 B2 U R F R D2
F2 B2 U R F D R
F2 B2 U R F D' R
F2 B2 U R F D2 R
B2 F2 U D R F R
B2 F2 U D R' F R
B2 F2 U D R2 F R
B2 F2 U D F R D
B2 F2 U D F R D'
B2 F2 U D F R D2
B2 F2 U D F D R
B2 F2 U D F D' R
B2 F2 U D F D2 R
F2 B2 U R' D F R
F2 B2 U R' D' F R
F2 B2 U R' D2 F R
B' F2 U' L2 B' U2 R'
F2 B2 U R' F R D
F2 B2 U R' F R D'
F2 B2 U R' F R D2
F2 B2 U R' F D R
F2 B2 U R' F D' R
F2 B2 U R' F D2 R
B2 F2 U D' R F R
B2 F2 U D' R' F R
B2 F2 U D' R2 F R
B2 F2 U D' F R D
B2 F2 U D' F R D'
B2 F2 U D' F R D2
B2 F2 U D' F D R
B2 F2 U D' F D' R
B2 F2 U D' F D2 R
F2 B2 U R2 D F R
F2 B2 U R2 D' F R
F2 B2 U R2 D2 F R
B2 F2 U D2 R F R
F2 B2 U R2 F R D
F2 B2 U R2 F R D'
F2 B2 U R2 F R D2
F2 B2 U R2 F D R
F2 B2 U R2 F D' R
F2 B2 U R2 F D2 R
B2 F2 U D2 R' F R
B2 F2 U D2 R2 F R
B2 F2 U D2 F R D
B2 F2 U D2 F R D'
B2 F2 U D2 F R D2
B2 F2 U D2 F D R
B2 F2 U D2 F D' R
B2 F2 U D2 F D2 R
F2 B2 U D R F R
F2 B2 U D R' F R
F2 B2 U D R2 F R
F2 B2 U D F R D
F2 B2 U D F R D'
F2 B2 U D F R D2
F2 B2 U D F D R
F2 B2 U D F D' R
F2 B2 U D F D2 R
B2 F2 U F R2 D R'
B2 F2 U F R2 D' R'
B2 F2 U F R2 D2 R'
B2 F2 U F D R D
B2 F2 U F D R D'
B2 F2 U F D R D2
B2 F2 U F D' R D
B2 F2 U F D' R D'
B2 F2 U F D' R D2
B2 F2 U F D2 R D
B2 F2 U F D2 R D'
B2 F2 U F D2 R D2
B2 F2 U F B R B'
F2 B2 U D' R F R
B2 F2 U F B2 R B2
F2 B2 U D' R' F R
U2 B2 U2 F2 U F R
F2 B2 U D' R2 F R
F2 B2 U D' F R D
F2 B2 U D' F R D'
F2 B2 U D' F R D2
F2 B2 U D' F D R
F2 B2 U D' F D' R
F2 B2 U D' F D2 R
B2 F2 U F' R F2 R
B2 F2 U F' R' F2 R
B2 F2 U F' R2 F2 R
F2 B2 U D2 R F R
F2 B2 U D2 R' F R
F2 B2 U D2 R2 F R
F2 B2 U D2 F R D
F2 B2 U D2 F R D'
F2 B2 U D2 F R D2
F2 B2 U D2 F D R
F2 B2 U D2 F D' R
F2 B2 U D2 F D2 R
F2 B2 U F R2 D R'
F2 B2 U F R2 D' R'
F2 B2 U F R2 D2 R'
F2 B2 U F D R D
F2 B2 U F D R D'
F2 B2 U F D R D2
F2 B2 U F D' R D
F2 B2 U F D' R D'
F2 B2 U F D' R D2
F2 B2 U F D2 R D
F2 B2 U F D2 R D'
F2 B2 U F D2 R D2
F2 B2 U F B R B'
F2 B2 U F B2 R B2
F2 B2 U F' R F2 R
F2 B2 U F' R' F2 R
F2 B2 U F' R2 F2 R
B2 F2 U B F R B'
D' B2 D F2 U F R
B2 F2 U B2 F R B2
F2 B2 U B F R B'
F2 B2 U B2 F R B2
B' F2 U' B' U2 R' F
B' F2 U' B' U2 F R'
B2 F2 U' L2 B' U2 R'
B F2 U R D F R
B F2 U R D' F R
B F2 U R D2 F R
B F2 U R F R D
B F2 U R F R D'
B F2 U R F R D2
B F2 U R F D R
B F2 U R F D' R
B F2 U R F D2 R
B F2 U R' D F R
B F2 U R' D' F R
B F2 U R' D2 F R
B F2 U R' F R D
B F2 U R' F R D'
B F2 U R' F R D2
B F2 U R' F D R
B F2 U R' F D' R
B F2 U R' F D2 R
F2 B2 U' L2 B' U2 R'
B F2 U R2 D F R
B F2 U R2 D' F R
B F2 U R2 D2 F R
B F2 U R2 F R D
B F2 U R2 F R D'
B F2 U R2 F R D2
B F2 U R2 F D R
B F2 U R2 F D' R
B F2 U R2 F D2 R
B F2 U D R F R
B F2 U D R' F R
B F2 U D R2 F R
B F2 U D F R D
B F2 U D F R D'
B F2 U D F R D2
B F2 U D F D R
B F2 U D F D' R
B F2 U D F D2 R
B F2 U D' R F R
B F2 U D' R' F R
B F2 U D' R2 F R
B F2 U D' F R D
B F2 U D' F R D'
B F2 U D' F R D2
B F2 U D' F D R
B F2 U D' F D' R
B F2 U D' F D2 R
B F2 U D2 R F R
B F2 U D2 R' F R
B F2 U D2 R2 F R
B F2 U D2 F R D
B F2 U D2 F R D'
B F2 U D2 F R D2
B F2 U D2 F D R
B F2 U D2 F D' R
B F2 U D2 F D2 R
B F2 U F R2 D R'
B F2 U F R2 D' R'
B F2 U F R2 D2 R'
B F2 U F D R D
B F2 U F D R D'
B F2 U F D R D2
B F2 U F D' R D
B F2 U F D' R D'
B F2 U F D' R D2
B F2 U F D2 R D
B F2 U F D2 R D'
B F2 U F D2 R D2
B F2 U F B R B'
B F2 U F B2 R B2
B F2 U F' R F2 R
B F2 U F' R' F2 R
B F2 U F' R2 F2 R
B F2 U B F R B'
B2 F2 U' B' U2 R' F
B2 F2 U' B' U2 F R'
B F2 U B2 F R B2
F2 B2 U' B' U2 R' F
F2 B2 U' B' U2 F R'
B F2 U' L2 B' U2 R'
B' F2 D R B U F
B' F2 D U R F R
B' F2 D U R' F R
B' F2 D U R2 F R
B' F2 D U F R D
B' F2 D U F R D'
B' F2 D U F R D2
B' F2 D U F D R
B' F2 D U F D' R
B' F2 D U F D2 R
B F2 U' B' U2 R' F
B F2 U' B' U2 F R'
B' F2 D B U F R
B' F2 D B' U F R
B' F2 D B2 U F R
B2 F2 D R B U F
D B2 D' F2 U F R
B2 F2 D U R F R
F2 B2 D R B U F
B2 F2 D U R' F R
B2 F2 D U R2 F R
B2 F2 D U F R D
B2 F2 D U F R D'
B2 F2 D U F R D2
B2 F2 D U F D R
B2 F2 D U F D' R
B2 F2 D U F D2 R
F' B2 D F' U F R
B' F2 D' R B U F
F2 B2 D U R F R
F2 B2 D U R' F R
F2 B2 D U R2 F R
F2 B2 D U F R D
F2 B2 D U F R D'
F2 B2 D U F R D2
F2 B2 D U F D R
F2 B2 D U F D' R
F2 B2 D U F D2 R
B' F2 D' U R F R
B' F2 D' U R' F R
B' F2 D' U R2 F R
B' F2 D' U F R D
B' F2 D' U F R D'
B' F2 D' U F R D2
B' F2 D' U F D R
B' F2 D' U F D' R
B' F2 D' U F D2 R
B2 F2 D B U F R
B2 F2 D B' U F R
B2 F2 D B2 U F R
F2 B2 D B U F R
B' F2 D' B U F R
F2 B2 D B' U F R
B' F2 D' B' U F R
F2 B2 D B2 U F R
B' F2 D' B2 U F R
B2 F2 D' R B U F
B F2 D R B U F
B2 F2 D' U R F R
F2 B2 D' R B U F
B2 F2 D' U R' F R
B F2 D U R F R
B2 F2 D' U R2 F R
B F2 D U R' F R
B2 F2 D' U F R D
B2 F2 D' U F R D'
B2 F2 D' U F R D2
B2 F2 D' U F D R
B2 F2 D' U F D' R
B F2 D U R2 F R
B2 F2 D' U F D2 R
B F2 D U F R D
B F2 D U F R D'
B F2 D U F R D2
B F2 D U F D R
B F2 D U F D' R
B F2 D U F D2 R
F' B2 D' F' U F R
B' F2 D2 R B U F
F2 B2 D' U R F R
F2 B2 D' U R' F R
F2 B2 D' U R2 F R
F2 B2 D' U F R D
F2 B2 D' U F R D'
F2 B2 D' U F R D2
F2 B2 D' U F D R
F2 B2 D' U F D' R
F2 B2 D' U F D2 R
B' F2 D2 U R F R
B' F2 D2 U R' F R
B' F2 D2 U R2 F R
B' F2 D2 U F R D
B' F2 D2 U F R D'
B' F2 D2 U F R D2
B' F2 D2 U F D R
B' F2 D2 U F D' R
B' F2 D2 U F D2 R
B2 F2 D' B U F R
B F2 D B U F R
B2 F2 D' B' U F R
B F2 D B' U F R
B2 F2 D' B2 U F R
B F2 D B2 U F R
F2 B2 D' B U F R
B' F2 D2 B U F R
F2 B2 D' B' U F R
B' F2 D2 B' U F R
F2 B2 D' B2 U F R
B' F2 D2 B2 U F R
D' B2 F2 U F L2 R
D' B2 F2 U F R L2
B2 F2 D2 R B U F
B F2 D' R B U F
F2 B2 D2 R B U F
B2 F2 D2 U R F R
B F2 D' U R F R
B2 F2 D2 U R' F R
B F2 D' U R' F R
B2 F2 D2 U R2 F R
B2 F2 D2 U F R D
B2 F2 D2 U F R D'
B2 F2 D2 U F R D2
B F2 D' U R2 F R
B2 F2 D2 U F D R
B2 F2 D2 U F D' R
B2 F2 D2 U F D2 R
B F2 D' U F R D
B F2 D' U F R D'
B F2 D' U F R D2
B F2 D' U F D R
B F2 D' U F D' R
B F2 D' U F D2 R
F' B2 D2 F' U F R
F2 B2 D2 U R F R
F2 B2 D2 U R' F R
F2 B2 D2 U R2 F R
F2 B2 D2 U F R D
F2 B2 D2 U F R D'
F2 B2 D2 U F R D2
F2 B2 D2 U F D R
F2 B2 D2 U F D' R
F2 B2 D2 U F D2 R
B F2 D' B U F R
B2 F2 D2 B U F R
B F2 D' B' U F R
B2 F2 D2 B' U F R
B F2 D' B2 U F R
B2 F2 D2 B2 U F R
F2 B2 D2 B U F R
F2 B2 D2 B' U F R
F2 B2 D2 B2 U F R
B F2 D2 R B U F
B F2 D2 U R F R
B F2 D2 U R' F R
B F2 D2 U R2 F R
B F2 D2 U F R D
B F2 D2 U F R D'
B F2 D2 U F R D2
B F2 D2 U F D R
B F2 D2 U F D' R
B F2 D2 U F D2 R
B F2 D2 B U F R
B F2 D2 B' U F R
B F2 D2 B2 U F R
R B2 F2 R' B' U F'
