F' L' B2 R' U2
F R D2 F2 B2
F R D2 B2 F2
F D2 R F2 B2
F D2 R B2 F2
F D2 B2 R F2
B2 F' L' U2 L
F' B2 L' U2 L
D2 F' D2 L' U2 L F'
D2 F' D2 L' U2 F' L
D F' D F2 R D2 B2
D F' D F2 D2 R B2
D F' D F2 D2 B2 R
R F' U2 B2 L' U2 B'
L' F' D2 L' U2 L2 F2
L' F' D2 L' U2 F2 L2
F D' L2 R2 U L2 R'
F D' L2 R2 U R' L2
D F' D' L' B2 R' U2
L' F' D2 U2 F2 L R
L' F' D2 U2 F2 R L
L2 F' D2 L' R2 U2 F2
R2 F' D' B D' F2 R
D2 F' B L' U2 L F'
D2 F' B L' U2 F' L
L2 F' D2 R2 L' U2 F2
L2 F' D2 R2 U2 F2 R
L' F' B L' B R' U2
U2 F' D2 U2 F R F
D F' D' B2 L' U2 L
R2 F' D2 R' F2 R B
B D' R F R F' B
B D' R F R B F'
U2 F' D2 B L U2 F2
F D' R U' L2 R U
F D' R U' R L2 U
U2 F' D2 B' U2 R' F2
U2 F' D2 B' U2 F2 R'
U2 F' B L D B U2
U2 F' B L D' B U2
U2 F' B L D2 B U2
U2 F' B L B U2 D
U2 F' B L B U2 D'
U2 F' B L B U2 D2
U2 F' B L B D U2
U2 F' B L B D' U2
U2 F' B L B D2 U2
U2 F' B L' B L2 U2
D2 F' B' L' U2 L F'
D2 F' B' L' U2 F' L
L2 F' B L' B U2 L'
R2 F' D2 F2 D B R
R2 F' D2 F2 D' B R
R2 F' D2 F2 D2 B R
R2 F' D2 F2 B R D
R2 F' D2 F2 B R D'
R2 F' D2 F2 B R D2
R2 F' D2 F2 B D R
R2 F' D2 F2 B D' R
R2 F' D2 F2 B D2 R
R2 F' D2 F2 B' R B2
U2 F' B L2 B L' U2
R2 F' D2 F2 B2 R B'
R2 F' D2 B R F2 R
R2 F' D2 B R' F2 R
R2 F' D2 B R2 F2 R
R2 F' D2 B F2 R D
R2 F' D2 B F2 R D'
R2 F' D2 B F2 R D2
R2 F' D2 B F2 D R
R2 F' D2 B F2 D' R
R2 F' D2 B F2 D2 R
R2 F' D2 B' F2 R B2
R2 F' D2 B2 F2 R B'
U2 F' B D L B U2
R2 F' B R F2 R F'
U2 F' B D' L B U2
R F' D2 R F2 B R
U2 F' B D2 L B U2
R F' D2 R B F2 R
R2 F' B R2 F2 R F
U2 F' B' L U2 R' F'
L2 F' B' L' U2 L' F
D2 F' B2 L' U2 L F'
D2 F' B2 L' U2 F' L
R2 F' B U2 L' B U2
U2 F' B' L2 U2 R' F
U2 F' B' L2 U2 F R'
R2 F' B U2 B L' U2
U' F' B2 U F U R
L' F' B2 L' R' U2 D
L' F' B2 L' R' U2 D'
L' F' B2 L' R' U2 D2
L' F' B2 L' R' D U2
L' F' B2 L' R' D' U2
L' F' B2 L' R' D2 U2
L' F' B2 L' D R' U2
L' F' B2 L' D' R' U2
L' F' B2 L' D2 R' U2
R F' D2 F2 R D B
R F' D2 F2 R D' B
R F' D2 F2 R D2 B
R F' D2 F2 R B D
R F' D2 F2 R B D'
R F' D2 F2 R B D2
R F' D2 F2 D R B
R F' D2 F2 D' R B
R F' D2 F2 D2 R B
R F' D2 F2 B R B
R F' D2 F2 B' R B
R F' D2 F2 B2 R B
L' F' B2 R' L' U2 D
L' F' B2 R' L' U2 D'
L' F' B2 R' L' U2 D2
L' F' B2 R' L' D U2
L' F' B2 R' L' D' U2
L' F' B2 R' L' D2 U2
L' F' B2 R' D L' U2
R F' D2 B F2 R B
L' F' B2 R' D' L' U2
L' F' B2 R' D2 L' U2
R F' D2 B' F2 R B
R F' D2 B2 F2 R B
F D' R2 L2 U L2 R'
F D' R2 L2 U R' L2
L' F' B2 D L' R' U2
L' F' B2 D R' L' U2
L2 F' B2 L' R U2 L'
L2 F' B2 L' R' U2 L'
L2 F' B2 L' R2 U2 L'
L' F' B2 D' L' R' U2
L2 F' B2 L' U2 L' D
L2 F' B2 L' U2 L' D'
L2 F' B2 L' U2 L' D2
L2 F' B2 L' U2 D L'
L2 F' B2 L' U2 D' L'
L2 F' B2 L' U2 D2 L'
L' F' B2 D' R' L' U2
L2 F' B2 L' D U2 L'
L2 F' B2 L' D' U2 L'
L2 F' B2 L' D2 U2 L'
B D' R2 F B R F2
L' F' B2 D2 L' R' U2
L' F' B2 D2 R' L' U2
L2 F' B2 R L' U2 L'
L2 F' B2 R' L' U2 L'
B D' R2 B F R F2
L2 F' B2 R2 L' U2 L'
U2 F' B2 U B U R'
R2 F' B2 L' U2 L B'
U2 F' B2 U2 B R' B'
L2 F' B2 D2 L' R2 U2
L2 F' B2 D2 R2 L' U2
B' D' U2 F' B' U2 R'
B' D' U2 B' F' U2 R'
B2 D' U2 F' U2 F R
F D' U' L2 R2 U R'
F D' U' R2 L2 U R'
B D' U2 F' B L U2
B D' U2 B L F' U2
B D' U2 B F' L U2
B2 D' F' L' R U2 L
B2 D' F' L' R' U2 L
B2 D' F' L' R2 U2 L
B2 D' F' L' U2 L D
B2 D' F' L' U2 L D'
B2 D' F' L' U2 L D2
B2 D' F' L' U2 D L
B2 D' F' L' U2 D' L
B2 D' F' L' U2 D2 L
B2 D' F' L' D U2 L
B2 D' F' L' D' U2 L
B2 D' F' L' D2 U2 L
B2 D' F' R L' U2 L
B2 D' F' R' L' U2 L
B2 D' F' R2 L' U2 L
D2 F2 R U2 F L' U2
B' D' F' B' L' U2 L
B2 D' F' D L' U2 L
B2 D' F' D' L' U2 L
B2 D' F' D2 L' U2 L
U2 F2 L2 B2 U2 B R'
D2 F2 R' U2 F L' U2
R' F2 R' D2 F2 B R'
R' F2 R' D2 B R' F2
R' F2 R' D2 B F2 R'
R' F2 R' B R2 F' R
B D' F' B L' U2 L
D2 F2 R2 U2 F L' U2
L F2 R F L' B2 U2
L F2 R F B2 L' U2
R F2 R D2 F2 B R'
R F2 R D2 B R' F2
R F2 R D2 B F2 R'
L F2 R B2 F L' U2
F D' F2 D' F2 R B2
F D' F2 D' F2 B2 R
F D' F2 D' B2 F2 R
R F2 R B R2 F' R
B' D' B' F' L' U2 L
B D' B F' L' U2 L
F D' B D' R F2 B2
F D' B D' R B2 F2
F D' B D' B2 R F2
F' D2 L U2 L' F2 R
F D' B' D' R F2 B2
F D' B' D' R B2 F2
F D' B' D' B2 R F2
D2 F2 U2 F L' U2 D
D2 F2 U2 F L' U2 D'
D2 F2 U2 F L' U2 D2
D2 F2 U2 F L' D U2
D2 F2 U2 F L' D' U2
D2 F2 U2 F L' D2 U2
D2 F2 U2 F D L' U2
D2 F2 U2 F D' L' U2
D2 F2 U2 F D2 L' U2
F' D2 L' R U2 L F2
F' D2 L' R U2 F2 L
F' D2 L' R' U2 L F2
F' D2 L' R' U2 F2 L
F' D2 L' R2 U2 L F2
F' D2 L' R2 U2 F2 L
F' D2 L' U2 L F2 D
F' D2 L' U2 L F2 D'
F' D2 L' U2 L F2 D2
F' D2 L' U2 L' F2 L2
F D' B2 D' R F2 B2
F D' B2 D' R B2 F2
F' D2 L' U2 F' L F'
F' D2 L' U2 F2 L D
F' D2 L' U2 F2 L D'
F' D2 L' U2 F2 L D2
F' D2 L' U2 F2 D L
F' D2 L' U2 F2 D' L
F' D2 L' U2 F2 D2 L
F D' B2 D' B2 R F2
F' D2 L' D2 B2 R' U2
F D2 L R B2 L' F2
B2 D2 L' F' L' U2 L2
F' D2 L' B2 R' U2 F2
F' D2 L2 U2 L2 F2 R
F D2 L B2 L' R F2
F D2 L B2 R L' F2
F D2 L' R F2 L B2
B2 D2 L2 F' L' U2 L'
F' D2 R L' U2 L F2
F' D2 R L' U2 F2 L
F2 D2 L2 B' L2 F2 R
F D2 L2 R F2 L2 B2
F D2 L2 R F2 B2 L2
F D2 L2 R B2 L2 F2
F D2 L2 R B2 F2 L2
F' D2 R F2 R D2 B2
F' D2 R F2 D2 R B2
F' D2 R F2 D2 B2 R
F' D2 R' L' U2 L F2
F' D2 R' L' U2 F2 L
F2 D2 R F2 R2 B R'
F D2 L2 F2 L2 B2 R'
R' F2 B R2 F' R B
F D2 L2 B2 L2 R F2
F D2 L2 B2 R L2 F2
F D2 L2 B2 R F2 L2
U2 F2 D2 F U2 F R
F D2 R L B2 L' F2
F' D2 R' F2 R D2 B2
F D2 R L' F2 L B2
B D2 R F R F' B
B D2 R F R B F'
F' D2 R' F2 D2 R B2
F' D2 R' F2 D2 B2 R
F D2 R L2 F2 L2 B2
F D2 R L2 F2 B2 L2
F D2 R L2 B2 L2 F2
F D2 R L2 B2 F2 L2
D2 F2 B U2 F L' U2
F' D2 R2 L' U2 L F2
F' D2 R2 L' U2 F2 L
F2 D2 R' F2 R2 B R'
R2 F2 D2 F B R' F
R2 F2 D2 F2 B R' D
R2 F2 D2 F2 B R' D'
R2 F2 D2 F2 B R' D2
R2 F2 D2 F2 B D R'
R2 F2 D2 F2 B D' R'
R2 F2 D2 F2 B D2 R'
R2 F2 D2 B R F2 R2
F D2 R F B2 D F
F D2 R F B2 D' F
F D2 R F B2 D2 F
R2 F2 D2 B R' F2 D
R2 F2 D2 B R' F2 D'
R2 F2 D2 B R' F2 D2
R2 F2 D2 B F R' F
R2 F2 D2 B F2 R' D
R2 F2 D2 B F2 R' D'
R2 F2 D2 B F2 R' D2
R2 F2 D2 B F2 D R'
R2 F2 D2 B F2 D' R'
R2 F2 D2 B F2 D2 R'
F D2 R F' B2 D F'
F D2 R F' B2 D' F'
F D2 R F' B2 D2 F'
F D2 R F2 L B2 L'
F D2 R F2 L2 B2 L2
F D2 R F2 R' B2 R
F D2 R F2 R2 B2 R2
F D2 R F2 B D B
F D2 R F2 B D' B
F D2 R F2 B D2 B
F D2 R F2 B' D B'
F D2 R F2 B' D' B'
F D2 R F2 B' D2 B'
F D2 R B F2 D B
F D2 R B F2 D' B
F D2 R B F2 D2 B
F D2 R B' F2 D B'
F D2 R B' F2 D' B'
F D2 R B' F2 D2 B'
F D2 R B2 L' F2 L
F D2 R B2 L2 F2 L2
F D2 R B2 R F2 R'
F D2 R B2 R2 F2 R2
F D2 R B2 F D F
F D2 R B2 F D' F
F D2 R B2 F D2 F
F D2 R B2 F' D F'
F D2 R B2 F' D' F'
F D2 R B2 F' D2 F'
D2 F2 B' U2 F L' U2
F' D2 R2 F2 R D2 B2
R2 F2 B R F' R F'
F' D2 R2 F2 D2 R B2
F' D2 R2 F2 D2 B2 R
R2 F2 B R2 F' R D
R2 F2 B R2 F' R D'
R2 F2 B R2 F' R D2
R2 F2 B R2 F' D R
R2 F2 B R2 F' D' R
R2 F2 B R2 F' D2 R
R F2 D2 R F2 B R'
R F2 D2 R B R' F2
R F2 D2 R B F2 R'
F2 D2 R2 F2 R2 B R'
F D2 R' F R2 F B2
F D2 R' F R2 B2 F
F D2 R' F B2 R2 F
F D2 R' F2 R B2 R
L' F2 B2 R' F L' U2
F D2 R' F2 R2 B2 D
F D2 R' F2 R2 B2 D'
F D2 R' F2 R2 B2 D2
F D2 R' F2 B' R2 B'
F D2 R' F2 B2 R2 D
F D2 R' F2 B2 R2 D'
F D2 R' F2 B2 R2 D2
R F2 D2 F2 R B R'
D2 F2 B2 U2 F L' U2
F D2 R' B' R2 F2 B'
F D2 R' B' R2 B' F2
F D2 R' B' F2 R2 B'
F D2 R' B2 R' F2 R'
F D2 R' B2 R2 F2 D
F D2 R' B2 R2 F2 D'
F D2 R' B2 R2 F2 D2
F D2 R' B2 F R2 F
F D2 R' B2 F2 R2 D
F D2 R' B2 F2 R2 D'
F D2 R' B2 F2 R2 D2
B D2 R2 F B R F2
B D2 R2 B F R F2
F D2 R2 F R' F B2
F D2 R2 F R' B2 F
F D2 R2 F2 R B2 R2
F D2 R2 F2 R' B2 D
F D2 R2 F2 R' B2 D'
F D2 R2 F2 R' B2 D2
F D2 R2 F2 R2 B2 R
U2 F2 B2 D2 F L' U2
B' D2 U2 F' B' U2 R'
U2 B L D F' B U2
F' D2 U2 R' F2 L' R
F' D2 U2 R' F2 R L'
U2 B L D B F' U2
U2 B L D' F' B U2
U2 B L D' B F' U2
B' D2 U2 B' F' U2 R'
U2 B L D2 F' B U2
U2 B L D2 B F' U2
L F2 B2 R F L' U2
U2 B L F' D B U2
U2 B L F' D' B U2
U2 B L F' D2 B U2
U2 B L F' B U2 D
U2 B L F' B U2 D'
U2 B L F' B U2 D2
U2 B L F' B D U2
U2 B L F' B D' U2
U2 B L F' B D2 U2
B2 D2 U2 F' U2 F R
U2 B L B D F' U2
U2 B L B D' F' U2
U2 B L B D2 F' U2
U2 B L B F' U2 D
U2 B L B F' U2 D'
U2 B L B F' U2 D2
U2 B L B F' D U2
U2 B L B F' D' U2
U2 B L B F' D2 U2
F' D2 F R F R B
F' D2 F R2 F B R
F' D2 F R2 B F R
U2 B L' F' L2 B U2
U2 B L' F' B L2 U2
U2 B L' B L2 F' U2
B D2 U2 F' B L U2
U2 B L' B F' L2 U2
B D2 U2 B L F' U2
B D2 U2 B F' L U2
F D2 U2 R F2 B2 L
F D2 U2 R B2 L F2
F D2 U2 R B2 F2 L
B2 D2 F' L' R U2 L
B2 D2 F' L' R' U2 L
B2 D2 F' L' R2 U2 L
B2 D2 F' L' U2 L D
B2 D2 F' L' U2 L D'
B2 D2 F' L' U2 L D2
B2 D2 F' L' U2 D L
B2 D2 F' L' U2 D' L
B2 D2 F' L' U2 D2 L
B2 D2 F' L' D U2 L
B2 D2 F' L' D' U2 L
B2 D2 F' L' D2 U2 L
B2 D2 F' R L' U2 L
B2 D2 F' R' L' U2 L
B' D2 F' B' L' U2 L
B2 D2 F' R2 L' U2 L
B2 D2 F' D L' U2 L
D2 B R F R F B
D2 B R F R B F
U2 B L2 B L' F' U2
B2 D2 F' D' L' U2 L
B2 D2 F' D2 L' U2 L
F2 D2 F' D2 F' R B2
F2 D2 F' D2 F' B2 R
F2 D2 F' D2 B2 F' R
F' D2 F2 R U2 F2 U2
F' D2 F2 R D2 B2 D
F' D2 F2 R D2 B2 D'
F' D2 F2 R D2 B2 D2
F' D2 F2 R B D2 B2
F' D2 F2 R B' D2 B2
F' D2 F2 R B2 D2 B2
F' D2 F2 R2 D2 R' B2
F' D2 F2 U2 F2 L' U2
F2 D2 F2 R' B R' B
F' D2 F2 D' R D' B2
F2 D2 F2 R2 B R' D
F2 D2 F2 R2 B R' D'
F2 D2 F2 R2 B R' D2
F2 D2 F2 R2 B D R'
F2 D2 F2 R2 B D' R'
F2 D2 F2 R2 B D2 R'
F' D2 F2 D2 R B2 D
F' D2 F2 D2 R B2 D'
F' D2 F2 D2 R B2 D2
F' D2 F2 D2 R' B2 R2
F' D2 F2 D2 B' R B'
F' D2 F2 D2 B2 R D
F' D2 F2 D2 B2 R D'
F' D2 F2 D2 B2 R D2
F' D2 F2 D2 B2 D R
F' D2 F2 D2 B2 D' R
F' D2 F2 D2 B2 D2 R
F' D2 F2 B R D2 B2
F' D2 F2 B D2 R B2
F' D2 F2 B D2 B2 R
F' D2 F2 B' R D2 B2
F' D2 F2 B' D2 R B2
F' D2 F2 B' D2 B2 R
F' D2 F2 B2 R D2 B2
F' D2 F2 B2 D2 R B2
F' D2 F2 B2 D2 B2 R
B D2 F' B L' U2 L
F' D2 B L' U2 L F2
F' D2 B L' U2 F2 L
R2 B R F R D F'
R2 B R F R D' F'
R2 B R F R D2 F'
R2 B R F R F' D
R2 B R F R F' D'
R2 B R F R F' D2
F2 D2 F2 B R2 B R
R2 B R F2 R F' R
F2 D2 B R F2 R2 B
R' B R2 F R F2 B
R' B R2 F R B F2
F D2 F2 L2 B2 L2 R'
F D2 F2 L2 B2 R' L2
D2 B R2 F B R F
F' D2 B F2 R D2 B2
F' D2 B F2 D2 R B2
F' D2 B F2 D2 B2 R
D2 B R2 F2 D2 B R'
F' D2 B' L' U2 L F2
F' D2 B' L' U2 F2 L
D2 B R2 B F R F
R2 B R' F R' F' R2
F D2 F2 U2 L' U2 B2
R2 B R' F2 R' F' R
F2 D2 B F2 R2 B R
R B R F B R F'
B' D2 B' F' L' U2 L
F D2 F2 B2 U2 L' U2
R B R B F R F'
F' D2 B' F2 R D2 B2
F' D2 B' F2 D2 R B2
F' D2 B' F2 D2 B2 R
R2 B R2 D F R F2
R2 B R2 D' F R F2
F' D2 B2 L' U2 L F2
F' D2 B2 L' U2 F2 L
B D2 B F' L' U2 L
R2 B R2 D2 F R F2
R2 B R2 F R F2 D
R2 B R2 F R F2 D'
R2 B R2 F R F2 D2
R2 B R2 F R' F2 R2
R2 B R2 F R2 F2 R'
R2 B R2 F' U2 L' U2
U' B U' F' B L U2
U' B U' B L F' U2
U' B U' B F' L U2
F' D2 B2 F2 R D2 B2
F D2 B' R F2 D B'
F D2 B' R F2 D' B'
F D2 B' R F2 D2 B'
F D2 B' R F2 B' D
F D2 B' R F2 B' D'
F D2 B' R F2 B' D2
F D2 B' R B' F2 D
F D2 B' R B' F2 D'
F D2 B' R B' F2 D2
F' D2 B2 F2 D2 R B2
F' D2 B2 F2 D2 B2 R
F D2 B' R' F2 R2 B'
F D2 B' R' F2 B' R2
F D2 B' R' B' R2 F2
F D2 B' R' B' F2 R2
F D2 B' R2 F2 R' B'
F D2 B2 L' R F2 L
F' B L B L2 U2 L
F D2 B2 L2 R F2 L2
F D2 B2 R L' F2 L
F D2 B2 R L2 F2 L2
F D2 B2 R F D F
F D2 B2 R F D' F
F D2 B2 R F D2 F
F D2 B2 R F' D F'
F D2 B2 R F' D' F'
F D2 B2 R F' D2 F'
B2 F L F2 L' R U2
B2 F L F2 R L' U2
F D2 B2 R' F R2 F
F D2 B2 R' F2 R2 D
F D2 B2 R' F2 R2 D'
F D2 B2 R' F2 R2 D2
F' B L' R' U2 L F
F D2 B2 R2 F R' F
F D2 B2 R2 F2 R' D
F D2 B2 R2 F2 R' D'
F D2 B2 R2 F2 R' D2
F D2 B2 R2 F2 D R'
F D2 B2 R2 F2 D' R'
F D2 B2 R2 F2 D2 R'
F' B L' R2 U2 L F'
F' B L' R2 U2 F' L
F D2 B2 D' R D F2
F D2 B2 D2 R D2 F2
R2 B U2 L B L U2
F D2 B2 F2 U2 L' U2
B' F L2 R F L2 B'
R2 B U2 L' B L U2
R2 B U2 L2 B L U2
B2 F L' F2 L' U2 L2
F' B L' B2 R' B' U2
R2 B U2 D B L U2
R2 B U2 D' B L U2
U2 B D L F' B U2
R2 B U2 D2 B L U2
U2 B D L B F' U2
R2 B U2 B L U2 D
R2 B U2 B L U2 D'
R2 B U2 B L U2 D2
R2 B U2 B L D U2
R2 B U2 B L D' U2
R2 B U2 B L D2 U2
R2 B U2 B D L U2
R2 B U2 B D' L U2
R2 B U2 B D2 L U2
U2 B D F' L B U2
B' F R L2 F L2 B'
R2 B D R F R F'
B2 F L2 F2 L' U2 L'
R2 B D R2 F R F2
B' F R U2 F2 B' U2
B' F R U2 B' F2 U2
U2 B D' L F' B U2
R2 B D U2 B L U2
U2 B D' L B F' U2
R2 B D F R2 F' R'
R2 B D F2 R2 F' R
B' F R B D2 F2 B2
B' F R B D2 B2 F2
B2 F R U2 F2 U2 F2
R B U2 B L F U2
U2 B D' F' L B U2
B2 F R D2 B2 D2 F2
R2 B D' R F R F'
R2 B D' R2 F R F2
F' B R' L' U2 L F
U2 B D2 L F' B U2
R2 B D' U2 B L U2
U2 B D2 L B F' U2
B2 F R B2 D2 F2 B2
B2 F R B2 D2 B2 F2
R2 B D' F R2 F' R'
R2 B D' F2 R2 F' R
D2 B F R D2 F B2
D2 B F R D2 B2 F
U2 B D2 F' L B U2
R2 B D2 R F R F'
R2 B D2 R2 F R F2
D2 B F D2 R F B2
D2 B F D2 R B2 F
D2 B F D2 B2 R F
F' B R2 L' U2 L F'
F' B R2 L' U2 F' L
D2 B F' L' U2 L F'
D2 B F' L' U2 F' L
U2 B F L F2 B U2
U2 B F L B F2 U2
R2 B D2 U2 B L U2
R2 B D2 F R2 F' R'
R2 B D2 F2 R2 F' R
L' B F' L' B R' U2
U2 B F' L D B U2
R2 B F R2 D F' R'
U2 B F' L D' B U2
R2 B F R2 D' F' R'
U2 B F' L D2 B U2
R2 B F R2 D2 F' R'
R2 B F R2 F R' F2
R2 B F R2 F' R' D
R2 B F R2 F' R' D'
R2 B F R2 F' R' D2
R2 B F R2 F' D R'
R2 B F R2 F' D' R'
R2 B F R2 F' D2 R'
F2 B R2 F' R D2 B2
R2 B F R2 F2 R' F
U2 B F' L B U2 D
U2 B F' L B U2 D'
U2 B F' L B U2 D2
U2 B F' L B D U2
U2 B F' L B D' U2
U2 B F' L B D2 U2
F2 B R2 F' D2 R B2
F2 B R2 F' D2 B2 R
L2 B F' L' B U2 L'
U2 B F' L' B L2 U2
U2 B F' L2 B L' U2
R2 B F U2 B U2 R
R2 B F D R2 F' R'
R' B F2 R2 F' R B
R2 B F D' R2 F' R'
R2 B F D2 R2 F' R'
D2 B F2 U2 F L' U2
U2 B F' D L B U2
U2 B F' D' L B U2
R2 B F' R F2 R F'
U2 B F' D2 L B U2
B F R2 D2 F' R' B2
R2 B F' R2 F2 R F
B F R2 F' R2 B R
R2 B F' U2 L' B U2
R2 B F' U2 B L' U2
F B R2 D2 F' R' B2
R B F R2 F' R' B
F B R2 F' R2 B R
R2 B F2 R F' R F'
R2 B F2 R2 F' R D
R2 B F2 R2 F' R D'
R2 B F2 R2 F' R D2
R2 B F2 R2 F' D R
R2 B F2 R2 F' D' R
R2 B F2 R2 F' D2 R
F' B U2 L' B U2 B'
U2 B' L F' U2 R' F'
B' F U2 F2 B' L' U2
B2 F U2 R D2 B2 L
B' F U2 B' F2 L' U2
B2 F U2 D2 R B2 L
F2 B U2 F L' B U2
B2 F U2 F2 L' U2 F2
B2 F U2 F2 U2 F2 R
F2 B U2 F B L' U2
F2 B U2 B F L' U2
L2 B' L2 R F R B
L2 B' L2 R2 F B R
L2 B' L2 R2 B F R
F' B D B L' U2 L
B F U2 F2 L' B U2
B F U2 F2 B L' U2
B F U2 B F2 L' U2
L2 B' L2 F R D2 B2
L2 B' L2 F D2 R B2
L2 B' L2 F D2 B2 R
D2 B' R F R F B
D2 B' R F R B F
U2 B' L2 F' U2 R' F2
U2 B' L2 F' U2 F2 R'
F B U2 F2 L' B U2
F B U2 F2 B L' U2
F B U2 B F2 L' U2
R2 B' L2 F L2 R B2
R2 B' L2 F L2 B2 R
R2 B' L2 F R L2 B2
R2 B' L2 F R B2 L2
L2 B' R L2 F R B
R2 B' L2 F B2 L2 R
R2 B' L2 F B2 R L2
F' B D' B L' U2 L
B' F D2 R' B2 R2 F'
R2 B' L2 B2 F L2 R
R2 B' L2 B2 F R L2
B2 F D2 R B2 D2 F2
B' F D2 B2 R2 F' R'
B2 F D2 U2 R B2 L
F' B D2 B L' U2 L
R B' L2 F L2 R B
R B' L2 F R L2 B
R B' L2 F R B L2
B2 F D2 B2 R D2 F2
B2 F D2 B2 D2 R F2
D2 B' R2 F B R F
D2 B' R2 F2 D2 B R'
D2 B' R2 B F R F
B2 F' L U2 D2 L' R2
B2 F' L U2 D2 R2 L'
B F D2 R2 F' R' B2
L2 B' R2 L2 F B R
L2 B' R2 L2 B F R
B2 F' L D2 U2 L' R2
B2 F' L D2 U2 R2 L'
B' F' L' U2 L' F L2
F B D2 R2 F' R' B2
B2 F' L' R U2 L D
B2 F' L' R U2 L D'
B2 F' L' R U2 L D2
B2 F' L' R U2 D L
B2 F' L' R U2 D' L
B2 F' L' R U2 D2 L
B2 F' L' R D U2 L
B2 F' L' R D' U2 L
B2 F' L' R D2 U2 L
B2 F' L' R' U2 L D
B2 F' L' R' U2 L D'
B2 F' L' R' U2 L D2
B2 F' L' R' U2 D L
B2 F' L' R' U2 D' L
B2 F' L' R' U2 D2 L
B2 F' L' R' D U2 L
B2 F' L' R' D' U2 L
B2 F' L' R' D2 U2 L
F' B' L' U2 L' F L2
B2 F' L' R2 U2 L D
B2 F' L' R2 U2 L D'
B2 F' L' R2 U2 L D2
B2 F' L' R2 U2 D L
B2 F' L' R2 U2 D' L
B2 F' L' R2 U2 D2 L
B2 F' L' R2 D U2 L
B2 F' L' R2 D' U2 L
B2 F' L' R2 D2 U2 L
B2 F' L' U F U L
B2 F' L' U F' U L
B2 F' L' U F2 U L
B2 F' L' U2 L2 D L'
B2 F' L' U2 L2 D' L'
B2 F' L' U2 L2 D2 L'
B2 F' L' U2 D L D
B2 F' L' U2 D L D'
B2 F' L' U2 D L D2
B2 F' L' U2 D' L D
B2 F' L' U2 D' L D'
B2 F' L' U2 D' L D2
B2 F' L' U2 D2 L D
B2 F' L' U2 D2 L D'
B2 F' L' U2 D2 L D2
B2 F' L' U2 F L F'
B2 F' L' U2 F2 L F2
B2 F' L' D R U2 L
B2 F' L' D R' U2 L
B2 F' L' D R2 U2 L
B2 F' L' D U2 L D
B2 F' L' D U2 L D'
B2 F' L' D U2 L D2
B2 F' L' D' R U2 L
B2 F' L' D' R' U2 L
B2 F' L' D' R2 U2 L
B2 F' L' D' U2 L D
B2 F' L' D' U2 L D'
B2 F' L' D' U2 L D2
B2 F' L' D2 R U2 L
B2 F' L' D2 R' U2 L
B2 F' L' D2 R2 U2 L
B2 F' L' D2 U2 L D
B2 F' L' D2 U2 L D'
B2 F' L' D2 U2 L D2
B F' L B L2 U2 L
U' B' U' F' B' U2 R'
B2 F' L' B2 R' B2 U2
B F' L' R' U2 L F
U' B' U' B' F' U2 R'
B F' L' R2 U2 L F'
B F' L' R2 U2 F' L
B2 F' L2 D2 L R2 U2
B2 F' L2 D2 R2 L U2
B F' L' B2 R' B' U2
B2 F' R L' U2 L D
B2 F' R L' U2 L D'
B2 F' R L' U2 L D2
B2 F' R L' U2 D L
B2 F' R L' U2 D' L
B2 F' R L' U2 D2 L
B2 F' R L' D U2 L
B2 F' R L' D' U2 L
B2 F' R L' D2 U2 L
B' F' R B' L' U2 L
R' B' U2 B' U2 R' B
B2 F' R D L' U2 L
B2 F' R D' L' U2 L
B2 F' R D2 L' U2 L
F B' L2 R F L2 B'
F' B' R B' L' U2 L
B2 F' R' L' U2 L D
B2 F' R' L' U2 L D'
B2 F' R' L' U2 L D2
B2 F' R' L' U2 D L
B2 F' R' L' U2 D' L
B2 F' R' L' U2 D2 L
B2 F' R' L' D U2 L
B2 F' R' L' D' U2 L
B2 F' R' L' D2 U2 L
B' F' R' B' L' U2 L
B2 F' R' D L' U2 L
B2 F' R' D' L' U2 L
B2 F' R' D2 L' U2 L
F' B' R' B' L' U2 L
F B' R L2 F L2 B'
R2 B' U2 B' U2 R' B'
F B' R U2 F2 B' U2
F B' R U2 B' F2 U2
B F' R' L' U2 L F
B2 F' R2 L' U2 L D
B2 F' R2 L' U2 L D'
B2 F' R2 L' U2 L D2
B2 F' R2 L' U2 D L
B2 F' R2 L' U2 D' L
B2 F' R2 L' U2 D2 L
B2 F' R2 L' D U2 L
B2 F' R2 L' D' U2 L
B2 F' R2 L' D2 U2 L
B' F' R2 B' L' U2 L
B2 F' R2 D L' U2 L
F B' R B D2 F2 B2
F B' R B D2 B2 F2
B2 F' R2 D' L' U2 L
B2 F' R2 D2 L' U2 L
F' B' R2 B' L' U2 L
B F' R2 L' U2 L F'
B F' R2 L' U2 F' L
D2 B' F R D2 F B2
D2 B' F R D2 B2 F
D2 B' F D2 R F B2
D2 B' F D2 R B2 F
D2 B' F D2 B2 R F
D2 B' F' L' U2 L F'
D2 B' F' L' U2 F' L
B' F' U2 B' L' U2 B
U2 B' F' L U2 R' F'
R2 B' F R' B2 R2 F'
L2 B' F' L' U2 L' F
U2 B' F' L2 U2 R' F
U2 B' F' L2 U2 F R'
F' B' U2 B' L' U2 B
D2 B' F2 U2 F L' U2
F2 B' U2 F B' L' U2
F2 B' U2 B' F L' U2
B2 F' D L' R U2 L
B2 F' D L' R' U2 L
