U2 F' U' F
U2 L F' U' F
U2 L' F' U' F
U2 L2 F' U' F
B' R2 B U F'
U2 D F' U' F
U2 D' F' U' F
D U2 F' U' F
D' U2 F' U' F
U2 D2 F' U' F
D2 U2 F' U' F
U2 F' U' D F
U2 F' U' D' F
U2 F' U' D2 F
U2 F' U' F D
U2 F' U' F D'
U2 F' U' F D2
U2 F' D U' F
U2 F' D' U' F
U2 F' D2 U' F
B2 D' R2 B U
R2 B U' B' U2
F2 U2 F U' F' D' L2
B' U2 F' L U B U2
F2 U2 F U2 F U F2
B' U2 F' L' U B U2
B' U2 F' L2 U B U2
B2 U2 F' L U B2 U2
B2 U2 F' L U' D2 F2
B2 U2 F' L D L2 U'
B2 U2 F' L D2 U' F2
B2 U2 F' L' U B2 U2
B2 U2 F' L' U' D2 F2
B2 U2 F' L' D L2 U'
B2 U2 F' L' D2 U' F2
U2 F L2 U' D F' R2
B U2 F L2 F2 U' F'
B' U2 F' U D B U2
B' U2 F' U D' B U2
B' U2 F' U D2 B U2
B2 U2 F' L2 U B2 U2
B2 U2 F' L2 U' D2 F2
B' U2 F' U B U2 D
B' U2 F' U B U2 D'
B' U2 F' U B U2 D2
B' U2 F' U B D U2
B' U2 F' U B D' U2
B' U2 F' U B D2 U2
B2 U2 F' L2 D L2 U'
B2 U2 F' L2 D2 U' F2
B' U2 F' U' R2 F' R2
U2 F L2 D U' F' R2
B' U2 F' U2 R2 U F'
B' U2 F' D U B U2
B' U2 F' D' U B U2
B' U2 F' D2 U B U2
B2 U2 F' U B2 U2 D
B2 U2 F' U B2 U2 D'
B2 U2 F' U B2 U2 D2
B2 U2 F' U B2 D U2
B2 U2 F' U B2 D' U2
B2 U2 F' U B2 D2 U2
B2 U2 F' U' D2 F2 D
B2 U2 F' U' D2 F2 D'
B2 U2 F' U' D2 F2 D2
B2 U2 F' U' F D2 F2
B2 U2 F' U' F' D2 F2
B2 U2 F' U' F2 D2 F2
B2 U2 F' U2 D' R2 U
U2 F L2 F2 U' D F
U2 F L2 F2 U' D' F
U2 F L2 F2 U' D2 F
U2 F L2 F2 U' F D
U2 F L2 F2 U' F D'
U2 F L2 F2 U' F D2
U2 F L2 F2 D U' F
U2 F L2 F2 D' U' F
U2 F L2 F2 D2 U' F
B2 U2 F' D L2 U' D
B2 U2 F' D L2 U' D'
B2 U2 F' D L2 U' D2
B2 U2 F' D L2 D U'
B2 U2 F' D L2 D' U'
B2 U2 F' D L2 D2 U'
B2 U2 F' D' U2 R2 U
B2 U2 F' D2 L U' F2
B2 U2 F' D2 L' U' F2
B2 U2 F' D2 L2 U' F2
B2 U2 F' D2 U' F2 D
B2 U2 F' D2 U' F2 D'
B2 U2 F' D2 U' F2 D2
B U2 F' L2 U' D F
B U2 F' L2 U' D' F
B U2 F' L2 U' D2 F
B U2 F' L2 U' F D
B U2 F' L2 U' F D'
B U2 F' L2 U' F D2
B U2 F' L2 D U' F
B U2 F' L2 D' U' F
B U2 F' L2 D2 U' F
B U2 F' U D B' U2
B U2 F' U D' B' U2
B U2 F' U D2 B' U2
B U2 F' U B' U2 D
B U2 F' U B' U2 D'
B U2 F' U B' U2 D2
B U2 F' U B' D U2
B U2 F' U B' D' U2
B U2 F' U B' D2 U2
B U2 F' U' L2 F L2
B U2 F' D L2 U' F
B U2 F' D U B' U2
U2 F R F2 R' U' F'
B U2 F' D' L2 U' F
B U2 F' D' U B' U2
B2 U2 F2 D F L2 U'
B U2 F' D2 L2 U' F
B U2 F' D2 U B' U2
B2 U2 F2 D2 F U' F
F U2 F2 L2 B' U' F2
F U2 F2 U2 F U F
F U2 F2 D' L2 B' U'
U F R' U F2 L' U'
U2 F R2 F2 R2 U' F'
U F R2 D R2 D2 F2
U2 F U D' L2 U2 F'
U F R2 D' F2 D2 R2
R2 F U F' B U B'
U F U L F2 U' F2
U F U L' F2 U' F2
R2 F U B F' U B'
U F U L2 F2 U' F2
U2 F U' R2 D R2 F'
U2 F U' D F R2 F2
U2 F U' D F' R2 D
U2 F U' D F' R2 D'
U2 F U' D F' R2 D2
U2 F U' D F2 R2 F
U2 F U' D' F' D2 R2
U2 F U' D2 F' D' R2
U2 F U' F' U F' U'
U F U F2 L U' F2
U F U F2 L' U' F2
U F U F2 L2 U' F2
U F U F2 U' F2 D
U F U F2 U' F2 D'
U F U F2 U' F2 D2
U F U F2 D' L2 U'
U2 F U2 D2 B2 U F'
U2 F D L U' F' R2
U2 F D L' U' F' R2
U2 F D L2 U' F' R2
U2 F D U' F R2 F2
U2 F D U' F' R2 D
U2 F D U' F' R2 D'
U2 F D U' F' R2 D2
U2 F D U' F2 R2 F
U2 F D F U' R2 F2
U2 F D F U' F2 R2
U2 F D F2 U' R2 F
U2 F D F2 U' F R2
B' D R U F R F'
U F D R2 U' R2 U
U2 F D' U L2 U2 F'
U F D R2 D' F2 D
U F D R2 D' F2 D'
U F D R2 D' F2 D2
U F D R2 F D' F2
U F D R2 F' D' F2
U F D R2 F2 D' F2
U2 F D' U' F' D2 R2
U F D F R2 D' F2
U F D F' R2 D' F2
U F D F2 R2 D' F2
B D R U' B' U2 R'
U2 F D2 U' F' D' R2
U2 F D2 U2 B2 U F'
B' D R2 D B U F'
B' D R2 D' B U F'
B' D R2 D2 B U F'
U F D2 R2 D' R2 F2
U F D2 R2 D' F2 R2
B' D R2 B U D F'
B' D R2 B U D' F'
B' D R2 B U D2 F'
B' D R2 B U F' D
B' D R2 B U F' D'
B' D R2 B U F' D2
B' D R2 B D U F'
B' D R2 B D' U F'
B' D R2 B D2 U F'
B2 D R2 D B U F2
B2 D R2 D2 B R2 U
B2 D R2 B U D F2
B2 D R2 B U2 L2 U'
B2 D R2 B D U F2
B2 D R2 B D2 R2 U
B' D U F D R2 F'
B2 D U F D R2 F2
B2 D U F D F2 R2
B D R2 B U D2 F2
B D R2 B U' B2 U2
B D R2 B D' R2 U
B D R2 B D2 U F2
B' D U' B U' F' U'
U2 F' L U' L' F L
B2 D U2 L F' L U'
B' D U2 F' U B U2
B2 D U2 L2 D F' U'
B2 D U2 L2 D' F' U'
B2 D U2 L2 D2 F' U'
B2 D U2 L2 F' U' D
B2 D U2 L2 F' U' D'
B2 D U2 L2 F' U' D2
B2 D U2 L2 F' D U'
B2 D U2 L2 F' D' U'
B2 D U2 L2 F' D2 U'
B2 D U2 F L2 F2 U'
B2 D U2 F' L2 U' D
B2 D U2 F' L2 U' D'
B2 D U2 F' L2 U' D2
B2 D U2 F' L2 D U'
B2 D U2 F' L2 D' U'
B2 D U2 F' L2 D2 U'
B2 D U2 F' U' D F2
B2 D U2 F' D U' F2
B D U' B' U' F' U'
U2 F' L' U2 R' U F'
U2 F' L' D L U' F
B D U2 L2 F' U' F2
U2 F' L' D' L U' F
U2 F' L' D2 L U' F
F' D F U2 F' U' F
B D U2 F' L2 U' F
B D U2 F' U B' U2
U2 F' L2 U D B' U2
U' F' R U R' F U2
U2 F' L2 U D' B' U2
U2 F' L2 U D2 B' U2
U' F' R U F R' U2
U2 F' L2 U B' U2 D
U2 F' L2 U B' U2 D'
U2 F' L2 U B' U2 D2
U2 F' L2 U B' D U2
U2 F' L2 U B' D' U2
U2 F' L2 U B' D2 U2
U2 F' L2 U' L2 F L2
U2 F' L2 D L2 U' F
U2 F' L2 D U B' U2
U2 F' L2 D' L2 U' F
U2 F' L2 D' U B' U2
U2 F' L2 D2 L2 U' F
U2 F' L2 D2 U B' U2
U' F' R' U R F U2
U2 F' R D R' U' F
U2 F' R D' R' U' F
U2 F' R D2 R' U' F
F D F' U R2 D' F2
U' F' R2 U R2 F U2
U' F' R2 U F R2 U2
U' F' R2 U' D2 L2 B'
B' D B U2 F' U' F
U F' R U' R' U R
U2 F' R' D R U' F
F D F' B' U R2 F'
U2 F' R' D' R U' F
U2 F' R' D2 R U' F
U' F' R2 D2 U' L2 B'
B2 D B U2 L2 F' U'
B2 D B U2 F' L2 U'
B2 D B D2 R2 B U
U2 F' R2 U' D F B2
U2 F' R2 U' D B2 F
U2 F' R2 U' F D B2
U F' R' U' R U R'
U2 F' R2 D U' F B2
U2 F' R2 D U' B2 F
B' D B' D' R2 B U
U' F' U F U F' U
B2 D B' U2 L2 F' U'
B2 D B' U2 F' L2 U'
B D B D' R2 B U
B2 D B' D2 R2 B U
U2 F' U L2 B' L2 U2
U F' R2 U' R2 U R2
U2 F' U D B U2 F
U2 F' U D B' U2 F
U2 F' U D B2 U2 F
U2 F' U D' B U2 F
U2 F' U D' B' U2 F
U2 F' U D' B2 U2 F
U2 F' U D2 B U2 F
U2 F' U D2 B' U2 F
U2 F' U D2 B2 U2 F
U F' R2 D' F2 D R2
B D B' U2 F' U' F
B2 D B2 U2 L2 F' U'
B2 D B2 U2 F' L2 U'
U2 F' U B U2 D F
U2 F' U B U2 D' F
U2 F' U B U2 D2 F
U2 F' U B U2 F D
U2 F' U B U2 F D'
U2 F' U B U2 F D2
U2 F' U B D U2 F
U2 F' U B D' U2 F
U2 F' U B D2 U2 F
U2 F' U B' U2 D F
U2 F' U B' U2 D' F
U2 F' U B' U2 D2 F
U2 F' U B' U2 F D
U2 F' U B' U2 F D'
U2 F' U B' U2 F D2
U2 F' U B' D U2 F
U2 F' U B' D' U2 F
U2 F' U B' D2 U2 F
U' F' U' B2 D L2 B'
B2 D B2 D2 R2 B U
U2 F' U B2 U2 D F
U2 F' U B2 U2 D' F
U2 F' U B2 U2 D2 F
U2 F' U B2 U2 F D
U2 F' U B2 U2 F D'
U2 F' U B2 U2 F D2
U2 F' U B2 D U2 F
U2 F' U B2 D' U2 F
U2 F' U B2 D2 U2 F
R2 F' U F B U B'
U2 F' U' L' D L F
U2 F' U' L' D' L F
U2 F' U' L' D2 L F
U2 F' U' L' F L F
U2 F' U' L' F' L F
U2 F' U' L' F2 L F
U' F' U2 L2 U B' L2
U2 F' U' L2 F L2 F
U2 F' U' L2 F' L2 F
U2 F' U' L2 F2 L2 F
R2 F' U B F U B'
U2 F' U' R D R' F
U2 F' U' R D F R'
U2 F' U' R D' R' F
U2 F' U' R D' F R'
U2 F' U' R D2 R' F
U2 F' U' R D2 F R'
U2 F' U' R F R' D
U2 F' U' R F R' D'
U2 F' U' R F R' D2
U2 F' U' R F D R'
U2 F' U' R F D' R'
U2 F' U' R F D2 R'
U2 F' U' R F' R' F2
U2 F' U' R' D R F
U2 F' U' R' D' R F
U2 F' U' R' D2 R F
B2 D' L R2 B L' U
U2 F' U' R2 F R2 D
U2 F' U' R2 F R2 D'
U2 F' U' R2 F R2 D2
U2 F' U' R2 F' R2 F2
U2 F' U' D R F R'
U2 F' U' D R2 F R2
F D B' F' U R2 F'
U2 F' U' D F2 D F'
U2 F' U' D F2 D' F'
U2 F' U' D F2 D2 F'
U2 F' U' D' R F R'
U2 F' U' D' R2 F R2
B D B2 R2 B U F'
U2 F' U' D' F2 D F'
U2 F' U' D' F2 D' F'
U2 F' U' D' F2 D2 F'
U2 F' U' D2 R F R'
U2 F' U' D2 R2 F R2
U2 F' U' D2 F2 D F'
U2 F' U' D2 F2 D' F'
U2 F' U' D2 F2 D2 F'
U2 F' U' F L D L'
U2 F' U' F L D' L'
U2 F' U' F L D2 L'
U2 F' U' F L' D L
U2 F' U' F L' D' L
U2 F' U' F L' D2 L
U2 F' U' F R D R'
U2 F' U' F R D' R'
U2 F' U' F R D2 R'
U2 F' U' F R' D R
U2 F' U' F R' D' R
U2 F' U' F R' D2 R
U2 F' U' F B D B'
U2 F' U' F B D' B'
U2 F' U' F B D2 B'
U2 F' U' F B' D B
U2 F' U' F B' D' B
U2 F' U' F B' D2 B
U2 F' U' F' L' F2 L
U2 F' U' F' L2 F2 L2
U2 F' U' F' R F2 R'
U2 F' U' F' R2 F2 R2
U2 F' U' F2 L' F' L
U2 F' U' F2 L2 F' L2
U2 F' U' F2 D F' D
U2 F' U' F2 D F' D'
U2 F' U' F2 D F' D2
U2 F' U' F2 D' F' D
U2 F' U' F2 D' F' D'
U2 F' U' F2 D' F' D2
U2 F' U' F2 D2 F' D
U2 F' U' F2 D2 F' D'
U2 F' U' F2 D2 F' D2
U2 F' U' B D F B'
U2 F' U' B D B' F
U2 F' U' B D' F B'
U2 F' U' B D' B' F
U2 F' U' B D2 F B'
U2 F' U' B D2 B' F
U2 F' U' B F D B'
U2 F' U' B F D' B'
U2 F' U' B F D2 B'
U2 F' U' B' D F B
U2 F' U' B' D B F
U2 F' U' B' D' F B
U2 F' U' B' D' B F
U2 F' U' B' D2 F B
U2 F' U' B' D2 B F
U2 F' U' B' F D B
U2 F' U' B' F D' B
U2 F' U' B' F D2 B
L' F' U2 F L U F'
U2 F' U2 R U D F
U2 F' U2 R U D' F
U2 F' U2 R U D2 F
U2 F' U2 R U F D
U2 F' U2 R U F D'
U2 F' U2 R U F D2
U2 F' U2 R D U F
U2 F' U2 R D' U F
U2 F' U2 R D2 U F
U2 F' U2 R' U D F
U2 F' U2 R' U D' F
U2 F' U2 R' U D2 F
U2 F' U2 R' U F D
U2 F' U2 R' U F D'
U2 F' U2 R' U F D2
U2 F' U2 R' D U F
U2 F' U2 R' D' U F
U2 F' U2 R' D2 U F
U2 F' U2 R2 U D F
U2 F' U2 R2 U D' F
U2 F' U2 R2 U D2 F
U2 F' U2 R2 U F D
U2 F' U2 R2 U F D'
U2 F' U2 R2 U F D2
U2 F' U2 R2 D U F
U2 F' U2 R2 D' U F
U2 F' U2 R2 D2 U F
U2 F' U2 D R U F
U2 F' U2 D R' U F
U2 F' U2 D R2 U F
U2 F' U2 D' R U F
U2 F' U2 D' R' U F
U2 F' U2 D' R2 U F
U2 F' U2 D2 R U F
U2 F' U2 D2 R' U F
U2 F' U2 D2 R2 U F
L2 F' U2 F L2 U F'
U2 F' D L2 U B' U2
B2 D' L2 R2 B L2 U
U2 F' D U B U2 F
U2 F' D U B' U2 F
U2 F' D U B2 U2 F
U2 F' D U' R F R'
U2 F' D U' R2 F R2
U2 F' D U' F2 D F'
U2 F' D U' F2 D' F'
U2 F' D U' F2 D2 F'
U2 F' D U2 R U F
U2 F' D U2 R' U F
U2 F' D U2 R2 U F
L F' U2 F L' U F'
B' D' R U F R F'
U2 F' D' L2 U B' U2
U2 F' D' U B U2 F
U2 F' D' U B' U2 F
U2 F' D' U B2 U2 F
U2 F' D' U' R F R'
U2 F' D' U' R2 F R2
U2 F' D' U' F2 D F'
U2 F' D' U' F2 D' F'
U2 F' D' U' F2 D2 F'
U2 F' D' U2 R U F
U2 F' D' U2 R' U F
U2 F' D' U2 R2 U F
B2 D' R D R B U
B2 D' R D' R B U
B2 D' R D2 R B U
F D' L2 U L2 F' U
F D' L2 U F' L2 U
B2 D' R B R B U
B2 D' R B' R B U
B2 D' R B2 R B U
U2 F' D2 L2 U B' U2
B D' R U' B' U2 R'
U2 F' D2 U B U2 F
U2 F' D2 U B' U2 F
U2 F' D2 U B2 U2 F
U2 F' D2 U' R F R'
U2 F' D2 U' R2 F R2
U2 F' D2 U' F2 D F'
U2 F' D2 U' F2 D' F'
U2 F' D2 U' F2 D2 F'
U2 F' D2 U2 R U F
U2 F' D2 U2 R' U F
U2 F' D2 U2 R2 U F
B' D' R2 D B U F'
B2 D' R2 L B L' U
B' D' R2 D' B U F'
B' D' R2 D2 B U F'
B2 D' R2 L2 B L2 U
B' D' R2 B U D F'
B' D' R2 B U D' F'
B' D' R2 B U D2 F'
B' D' R2 B U F' D
B' D' R2 B U F' D'
B' D' R2 B U F' D2
B' D' R2 B D U F'
B' D' R2 B D' U F'
B' D' R2 B D2 U F'
B2 D' R2 D B U D
B2 D' R2 D B U D'
B2 D' R2 D B U D2
B2 D' R2 D B D U
B2 D' R2 D B D' U
B2 D' R2 D B D2 U
B2 D' R2 D' B U D
B2 D' R2 D' B U D'
B2 D' R2 D' B U D2
B2 D' R2 D' B D U
U2 F' B D B' U' F
B2 D' R2 D' B D' U
B2 D' R2 D' B D2 U
B2 D' R2 D2 B U D
B2 D' R2 D2 B U D'
B2 D' R2 D2 B U D2
U2 F' B D' B' U' F
B2 D' R2 D2 B D U
B2 D' R2 D2 B D' U
B2 D' R2 D2 B D2 U
U2 F' B D2 B' U' F
B2 D' R2 B' U D' R2
B2 D' R2 B' D' U R2
B2 D' R2 B2 D B' U
B2 D' R2 B2 D' B' U
B2 D' R2 B2 D2 B' U
B' D' U F D R2 F'
U2 F' B' D B U' F
U2 F' B' D' B U' F
U2 F' B' D2 B U' F
B D' R2 B U D2 F2
B D' R2 B U' B2 U2
B D' R2 B D' R2 U
B D' R2 B D2 U F2
U2 F' B2 U' D F L2
U2 F' B2 U' F D L2
B' D' U' B U' F' U'
U2 F' B2 D U' F L2
B' D' U2 F' U B U2
B2 D' U2 F' U' D' F2
B2 D' U2 F' U2 R2 U
B2 D' U2 F' D' U' F2
B2 D' U2 F' D2 L2 U'
F2 D' U2 F U' L2 F'
F2 D' U2 F U' F' L2
B D' U' B' U' F' U'
U2 F2 L' U' F R F
B D' U2 L2 F' U' F2
F' D' F U2 F' U' F
U2 F2 L' F U' F R
B D' U2 F' L2 U' F
B D' U2 F' U B' U2
U2 F2 L2 U2 B' U F2
U2 F2 L2 D' L2 F U'
U2 F2 R F R' U' F
U F2 L2 B' U L2 B
U F2 L2 B' U B L2
B' D' B U2 F' U' F
B2 D' B R2 D B U
B2 D' B R2 D' B U
B2 D' B R2 D2 B U
B2 D' B R2 B U D
B2 D' B R2 B U D'
B2 D' B R2 B U D2
B2 D' B R2 B D U
B2 D' B R2 B D' U
B2 D' B R2 B D2 U
B' D' B' D' R2 B U
B2 D' B' R2 D B U
B2 D' B' R2 D' B U
B2 D' B' R2 D2 B U
B2 D' B' R2 B U D
B2 D' B' R2 B U D'
B2 D' B' R2 B U D2
B2 D' B' R2 B D U
B2 D' B' R2 B D' U
B2 D' B' R2 B D2 U
U2 F2 R2 F R2 U' F
B D' B D' R2 B U
L2 F2 U L2 F2 B' U
L2 F2 U L2 B' F2 U
B2 D' B2 R2 D B U
B2 D' B2 R2 D' B U
B2 D' B2 R2 D2 B U
B2 D' B2 R2 B U D
B2 D' B2 R2 B U D'
B2 D' B2 R2 B U D2
B2 D' B2 R2 B D U
B2 D' B2 R2 B D' U
B2 D' B2 R2 B D2 U
B D' B' U2 F' U' F
R2 F2 U F2 B U B'
R2 F2 U B F2 U B'
B D' B2 R2 B U F'
U F2 U D F U' F'
U2 F2 U' F' D F' R2
U F2 U D' F U' F'
U2 F2 U' F2 U F' U'
U F2 U D2 F U' F'
U F2 U F L U' F'
U F2 U F L' U' F'
U F2 U F L2 U' F'
U F2 U F U' D F'
U F2 U F U' D' F'
U F2 U F U' D2 F'
U F2 U F U' F' D
U F2 U F U' F' D'
U F2 U F U' F' D2
U F2 U F D U' F'
U F2 U F D' U' F'
U F2 U F D2 U' F'
U2 F2 D F U' D' F2
U2 F2 D F U2 R2 U
U2 F2 D F D' U' F2
U2 F2 D F D2 L2 U'
B' D2 R U F R F'
U2 F2 D' L2 U2 B' U
B2 D2 R U F R F
U2 F2 D' F L2 U' D
U2 F2 D' F L2 U' D'
U2 F2 D' F L2 U' D2
U2 F2 D' F L2 D U'
U2 F2 D' F L2 D' U'
U2 F2 D' F L2 D2 U'
U2 F2 D' F U' D F2
U2 F2 D' F D U' F2
U2 F2 D' F' L2 F2 U'
U F2 D U F U' F'
U2 F2 D' F2 L2 F' U'
R2 F2 D' B U L2 F
B D2 R U' B' U2 R'
U2 F2 D2 F U B2 U2
U2 F2 D2 F U' D2 F2
U2 F2 D2 F D L2 U'
U2 F2 D2 F D2 U' F2
U F2 D' U F U' F'
B' D2 R2 D B U F'
B' D2 R2 D' B U F'
B' D2 R2 D2 B U F'
B' D2 R2 B U D F'
B' D2 R2 B U D' F'
B' D2 R2 B U D2 F'
B' D2 R2 B U F' D
B' D2 R2 B U F' D'
B' D2 R2 B U F' D2
B' D2 R2 B D U F'
B' D2 R2 B D' U F'
B' D2 R2 B D2 U F'
B2 D2 R2 D B R2 U
U F2 D2 U F U' F'
R2 F2 B U D' L2 F
B2 D2 R2 B R U F2
B2 D2 R2 B R' U F2
B2 D2 R2 B R2 U F2
B2 D2 R2 B U F2 D
B2 D2 R2 B U F2 D'
B2 D2 R2 B U F2 D2
B2 D2 R2 B D R2 U
B' D2 U F D R2 F'
R2 F2 B D' U L2 F
B2 D2 U F D R2 F
B2 D2 U F D F R2
U' B L U' L' F' U'
B2 D2 U F2 U F U'
B D2 R2 B U D2 F2
B D2 R2 B U' B2 U2
B D2 R2 B D' R2 U
B D2 R2 B D2 U F2
B' D2 U' B U' F' U'
U' B L' U' L F' U'
U' B L' U' F' L U'
B' D2 U2 F' U B U2
B2 D2 U2 L F' U' F'
B2 D2 U2 L' F' U' F'
B2 D2 U2 L2 F' U' F'
F D2 U F' B2 U B2
B2 D2 U2 F' L U' F'
B2 D2 U2 F' L' U' F'
B2 D2 U2 F' L2 U' F'
B2 D2 U2 F' U' D F'
B2 D2 U2 F' U' D' F'
B2 D2 U2 F' U' D2 F'
B2 D2 U2 F' U' F' D
B2 D2 U2 F' U' F' D'
B2 D2 U2 F' U' F' D2
B2 D2 U2 F' D U' F'
B2 D2 U2 F' D' U' F'
B2 D2 U2 F' D2 U' F'
F D2 U B2 F' U B2
F2 D2 U2 F B2 U' F'
U' B L2 U' L2 F' U'
B D2 U' B' U' F' U'
U' B L2 U' F' L2 U'
F2 D2 U2 B2 F U' F'
B D2 U2 L2 F' U' F2
F' D2 F U2 F' U' F
B D2 U2 F' L2 U' F
B D2 U2 F' U B' U2
L2 B L2 R U F R
L2 B L2 R2 B U F
L2 B L2 U F D R2
L2 B L2 U2 F' U' F2
D2 B R U' B' U2 R'
D' B R U' B' U2 R'
R2 B L2 U D' F B2
R2 B L2 U D' B2 F
R2 B L2 U F D' B2
R2 B L2 D' U F B2
R2 B L2 D' U B2 F
L2 B R L2 U F R
R2 B R U L2 F L2
R2 B R U' D B' U2
R2 B R U' D' B' U2
R2 B R U' D2 B' U2
R2 B R U' B' U2 D
R2 B R U' B' U2 D'
R2 B R U' B' U2 D2
R2 B R U' B' D U2
R2 B R U' B' D' U2
R2 B R U' B' D2 U2
R2 B R U2 L2 U' F
R2 B R D U' B' U2
R' B R' B U D2 F2
R' B R' B U' B2 U2
R' B R' B D' R2 U
R2 B R D' U' B' U2
R' B R' B D2 U F2
D B R U' B' U2 R'
R2 B R D2 U' B' U2
B' D2 B U2 F' U' F
R' B R2 U' B' U2 R'
B2 D2 B R2 B U F2
F D2 F' B2 U D2 F2
F D2 F' B2 U' B2 U2
F D2 F' B2 D' R2 U
F D2 F' B2 D2 U F2
R2 B R' U L2 F L2
B2 D2 B U2 F' U' F'
R2 B R' U' D B' U2
R2 B R' U' D' B' U2
R2 B R' U' D2 B' U2
R2 B R' U' B' U2 D
R2 B R' U' B' U2 D'
R2 B R' U' B' U2 D2
R2 B R' U' B' D U2
R2 B R' U' B' D' U2
R2 B R' U' B' D2 U2
B2 D2 B D R2 B U
R2 B R' U2 L2 U' F
R2 B R' D U' B' U2
R2 B R' D' U' B' U2
D2 B R2 B U D2 F2
D2 B R2 B U' B2 U2
D2 B R2 B D' R2 U
D2 B R2 B D2 U F2
R2 B R' D2 U' B' U2
D' B R2 B U D2 F2
D' B R2 B U' B2 U2
D' B R2 B D' R2 U
D' B R2 B D2 U F2
L2 B R2 L2 B U F
B' D2 B' D' R2 B U
B2 D2 B' R2 B U F2
R B R B U D2 F2
R B R B U' B2 U2
R B R B D' R2 U
R B R B D2 U F2
R2 B R2 U L2 F L2
B2 D2 B' U2 F' U' F'
R2 B R2 U' D B' U2
R2 B R2 U' D' B' U2
R2 B R2 U' D2 B' U2
B2 D2 B' D R2 B U
R2 B R2 U' B' U2 D
R2 B R2 U' B' U2 D'
R2 B R2 U' B' U2 D2
R2 B R2 U' B' D U2
R2 B R2 U' B' D' U2
R2 B R2 U' B' D2 U2
R2 B R2 U2 L2 U' F
B D2 B D' R2 B U
R2 B R2 D U' B' U2
U' B U' L F' U' F
R2 B R2 D' U' B' U2
U' B U' L' F' U' F
R2 B R2 D2 U' B' U2
U' B U' L2 F' U' F
U' B U' D F' U' F
U' B U' D' F' U' F
U' B U' D2 F' U' F
D B R2 B U D2 F2
D B R2 B U' B2 U2
B2 D2 B2 R2 B U F2
D B R2 B D' R2 U
D B R2 B D2 U F2
U' B U' F' U' D F
U' B U' F' U' D' F
U' B U' F' U' D2 F
U' B U' F' U' F D
U' B U' F' U' F D'
U' B U' F' U' F D2
R' B U' D B' L U2
U' B U' F' D U' F
U' B U' F' D' U' F
U' B U' F' D2 U' F
R2 B U L2 F L2 D
R2 B U L2 F L2 D'
R2 B U L2 F L2 D2
R2 B U L2 F' L2 F2
R2 B U L2 F2 L2 F'
B D2 B' U2 F' U' F
B2 D2 B2 U2 F' U' F'
B2 D2 B2 D R2 B U
R2 B U D L2 F L2
R2 B U D' L2 F L2
R2 B U D2 L2 F L2
D2 B U' B' U' F' U'
R2 B U F L2 F L2
R2 B U F U2 B' U2
D' B U' B' U' F' U'
R2 B U F' L2 F L2
R2 B U F' U2 B' U2
U B R2 B' D' R2 F2
U B R2 B' D' F2 R2
R2 B U F2 L2 F L2
R2 B U F2 U2 B' U2
R2 B U B D2 F2 B'
R2 B U B D2 B' F2
D2 B U2 L2 F' U' F2
D' B U2 L2 F' U' F2
B D2 B2 R2 B U F'
D2 B U2 F' L2 U' F
R2 B U' R' B' R U2
D2 B U2 F' U B' U2
D' B U2 F' L2 U' F
R2 B U' R2 B' R2 U2
D' B U2 F' U B' U2
R B U L2 F L2 R
R B U L2 F R L2
R2 B U' D B' U2 D
R2 B U' D B' U2 D'
R2 B U' D B' U2 D2
R2 B U' D B' D U2
R2 B U' D B' D' U2
R2 B U' D B' D2 U2
U B U F' U' F B'
U B U F' U' B' F
R2 B U' D' B' U2 D
R2 B U' D' B' U2 D'
R2 B U' D' B' U2 D2
R2 B U' D' B' D U2
R2 B U' D' B' D' U2
R2 B U' D' B' D2 U2
R2 B U' D2 B' U2 D
R2 B U' D2 B' U2 D'
R2 B U' D2 B' U2 D2
R2 B U' D2 B' D U2
R2 B U' D2 B' D' U2
R2 B U' D2 B' D2 U2
R2 B U' B U2 D2 F2
F D2 B2 D' F' R2 U
R2 B U' B D2 U2 F2
U' B D U' F' U' F
F D2 B2 D2 F' U F'
R2 B U' B2 D B U2
R2 B U' B2 D' B U2
R2 B U' B2 D2 B U2
F D2 B2 F' U D2 F2
F D2 B2 F' U' B2 U2
F D2 B2 F' D' R2 U
F D2 B2 F' D2 U F2
D B U' B' U' F' U'
R' B D U' B' L U2
R2 B U2 L2 U' D F
R2 B U2 L2 U' D' F
R2 B U2 L2 U' D2 F
R2 B U2 L2 U' F D
R2 B U2 L2 U' F D'
R2 B U2 L2 U' F D2
R2 B U2 L2 D U' F
R2 B U2 L2 D' U' F
R2 B U2 L2 D2 U' F
D B U2 L2 F' U' F2
R2 B U2 D L2 U' F
R B U' L2 U2 F R
R2 B U2 D' L2 U' F
R2 B U2 D2 L2 U' F
R B U' D B' U2 R'
R B U' D' B' U2 R'
D B U2 F' L2 U' F
R B U' D2 B' U2 R'
D B U2 F' U B' U2
U' B D' U' F' U' F
R B U' B L B2 U2
R B U' B' L U2 R'
R B U' B' L' U2 R'
R B U' B' L2 U2 R'
R B U' B' U2 R' D
R B U' B' U2 R' D'
R B U' B' U2 R' D2
R B U' B' U2 D R'
R B U' B' U2 D' R'
R B U' B' U2 D2 R'
R B U' B' D U2 R'
R B U' B' D' U2 R'
R B U' B' D2 U2 R'
R2 B D R U' B' U2
U2 B D F' B' U' F
R2 B D R' U' B' U2
R2 B D R2 U' B' U2
R2 B D U L2 F L2
U2 B D B' F' U' F
R2 B D U' B' U2 D
R2 B D U' B' U2 D'
