U2 L' F B'
U2 L' B' F
U2 L' D F B'
U2 L' D B' F
U2 L' D' F B'
U2 L' D' B' F
U2 L' D2 F B'
U2 L' D2 B' F
U2 L' F D B'
U2 L' F D' B'
U2 L' F D2 B'
U2 L' F B' D
U2 L' F B' D'
U2 L' F B' D2
U2 L' B' D F
U2 L' B' D' F
U2 L' B' D2 F
U2 L' B' F D
U2 L' B' F D'
U2 L' B' F D2
R U2 L' F B
R U2 L' B F
R U2 B L' F
B' U2 L' F B'
B' U2 L' B' F
B2 U2 L' F B'
B U2 L' F B'
B2 U2 L' B' F
B U2 L' B' F
U2 B L' F B'
U2 B L' B' F
U2 B' L' F B'
U2 B' L' B' F
U2 B2 L' F B'
U2 B2 L' B' F
R U2 L' B2 D F B'
R U2 L' B2 D B' F
R U2 L' B2 D' F B'
R U2 L' B2 D' B' F
R U2 L' B2 D2 F B'
R U2 L' B2 D2 B' F
R U2 L' B2 F D B'
R U2 L' B2 F D' B'
R U2 L' B2 F D2 B'
B' R' F' U2 L' F L'
R2 U2 L2 D2 L F B'
R2 U2 L2 D2 L B' F
B' R' F' U2 F L' F
F' R' F' U2 F2 L' F
D2 R' F' D2 B R' U2
F' R' F' D2 R U2 F'
B2 R' F' U2 L' F L'
R U2 L2 D L F B
R U2 L2 D L B F
B2 R' F' U2 F L' F
R U2 L2 D' L F B
R U2 L2 D' L B F
R U2 L2 D2 L F B
R U2 L2 D2 L B F
R U2 L2 F L F B
R U2 L2 F L B F
U R' F' L' U F L'
R U2 L2 F' L F B
R U2 L2 F' L B F
F R' F' R U2 L' F
B R' F' U2 L' F L'
R U2 L2 F2 L F B
R U2 L2 F2 L B F
F R' F' R' U2 L' F
B R' F' U2 F L' F
F R' F' R2 U2 L' F
F R' F' U2 L' D F
F R' F' U2 L' D' F
F R' F' U2 L' D2 F
F R' F' U2 L' F D
F R' F' U2 L' F D'
F R' F' U2 L' F D2
R U2 R L' F R' B
D2 R' F2 B R F U2
F R' F' B U2 L' F
F R' F' B' U2 L' F
F R' F' B2 U2 L' F
D2 R' B R U2 L' B'
R2 U2 R' L' B R F
D2 R' B R2 U2 L' B
D2 R' B R2 U2 B L'
R' U2 R2 L' F B R2
R' U2 R2 L' B R2 F
R' U2 R2 L' B F R2
U2 R' B L' R F B'
U2 R' B L' R B' F
U2 R' B L' B' R F
U2 R' B R L' F B'
U2 R' B R L' B' F
D2 R' B F2 R F U2
R2 U2 R' B L' R F
R2 U2 R' B R L' F
R' U2 R2 B L' R2 F
R' U2 R2 B L' F R2
R' U2 R2 B R2 L' F
U' R' B' R' U' L' F
U2 R' B' L' R F B'
U2 R' B' L' R B' F
U2 R' B' L' B' R F
U2 R' B' R L' F B'
U2 R' B' R L' B' F
F R' B F' U2 L' F
U2 R' B2 L' R F B'
U2 R' B2 L' R B' F
U2 R' B2 L' B' R F
U2 R' B2 R L' F B'
U2 R' B2 R L' B' F
F R' B' F' U2 L' F
R U2 D B D' L' F
F R' B2 F' U2 L' F
L' U2 F L F U2 F'
B' R2 L' F B2 R' B
D2 R2 L' B2 R' F' B
D2 R2 L' B2 R' B F'
B2 R2 L' F B2 R' B
B' R2 L' B2 R' F B
B' R2 L' B2 R' B F
U2 R2 L' F R B' R
U2 R2 L' F R2 D B'
U2 R2 L' F R2 D' B'
U2 R2 L' F R2 D2 B'
U2 R2 L' F R2 B' D
U2 R2 L' F R2 B' D'
U2 R2 L' F R2 B' D2
B' R2 L' B2 F R' B
U2 R2 L' F B R2 B2
U2 R2 L' F B' R2 D
U2 R2 L' F B' R2 D'
U2 R2 L' F B' R2 D2
U2 R2 L' F' R2 F2 B'
U2 R2 L' F' R2 B' F2
U2 R2 L' F' B' R2 F2
U2 R2 L' B R2 F B2
U2 R2 L' B R2 B2 F
B2 R2 L' B2 R' F B
B2 R2 L' B2 R' B F
U2 R2 L' B F R2 B2
R U2 D2 B D2 L' F
B2 R2 L' B2 F R' B
U2 R2 L' B' R' F R'
U2 R2 L' B' R2 D F
U2 R2 L' B' R2 D' F
U2 R2 L' B' R2 D2 F
U2 R2 L' B' R2 F D
U2 R2 L' B' R2 F D'
U2 R2 L' B' R2 F D2
B R2 L' F B2 R' B
U2 R2 L' B' F R2 D
U2 R2 L' B' F R2 D'
U2 R2 L' B' F R2 D2
U2 R2 L' B' F' R2 F2
L' U2 F' L F U2 F
B R2 L' B2 R' F B
B R2 L' B2 R' B F
B R2 L' B2 F R' B
L' U2 F2 L F U2 F2
R U2 F' L' F L' B
R U2 F' L' F B L'
R U2 F' L' B F L'
U' R2 U' L' D F B'
U' R2 U' L' D B' F
U' R2 U' L' D' F B'
U' R2 U' L' D' B' F
U' R2 U' L' D2 F B'
U' R2 U' L' D2 B' F
U' R2 U' L' F D B'
U' R2 U' L' F D' B'
U' R2 U' L' F D2 B'
U' R2 U' L' F B' D
U' R2 U' L' F B' D'
U' R2 U' L' F B' D2
U' R2 U' L' B' D F
U' R2 U' L' B' D' F
U' R2 U' L' B' D2 F
U' R2 U' L' B' F D
U' R2 U' L' B' F D'
U' R2 U' L' B' F D2
U R2 U L' D F B'
U R2 U L' D B' F
U R2 U L' D' F B'
U R2 U L' D' B' F
U R2 U L' D2 F B'
U R2 U L' D2 B' F
U R2 U L' F D B'
U R2 U L' F D' B'
U R2 U L' F D2 B'
U R2 U L' F B' D
U R2 U L' F B' D'
U R2 U L' F B' D2
U R2 U L' B' D F
U R2 U L' B' D' F
U R2 U L' B' D2 F
U R2 U L' B' F D
U R2 U L' B' F D'
U R2 U L' B' F D2
R' U2 B L' F D2 B2
R U2 F' B L' F L'
U' R2 U' B L' F B'
U' R2 U' B L' B' F
U' R2 U' B' L' F B'
U' R2 U' B' L' B' F
U R2 U B L' F B'
U R2 U B L' B' F
U' R2 U' B2 L' F B'
U' R2 U' B2 L' B' F
U R2 U B' L' F B'
U R2 U B' L' B' F
U R2 U B2 L' F B'
U R2 U B2 L' B' F
R' U2 B' L' F D2 B2
R U2 B L F L2 F
R U2 B L F' L2 F
R U2 B L F2 L2 F
R U2 B L' R F R'
R U2 B L' R2 F R2
R U2 B L' D F D
R U2 B L' D F D'
R U2 B L' D F D2
R U2 B L' D' F D
R U2 B L' D' F D'
R U2 B L' D' F D2
R U2 B L' D2 F D
R U2 B L' D2 F D'
R U2 B L' D2 F D2
R U2 B L' F2 D F'
R U2 B L' F2 D' F'
R U2 B L' F2 D2 F'
R U2 B L2 D L F
R U2 B L2 D' L F
R U2 B L2 D2 L F
R U2 B L2 F L F
R U2 B L2 F' L F
R U2 B L2 F2 L F
R U2 B R L' F R'
R U2 B R2 L' F R2
L' U2 B' U2 F R B
R' U2 B2 L' F D2 B2
R U2 B F' L' F L'
L U2 B' L' U2 B' L'
R U2 B' L' F B2 D
R U2 B' L' F B2 D'
R U2 B' L' F B2 D2
R U2 B' L' B2 D F
R U2 B' L' B2 D' F
R U2 B' L' B2 D2 F
R U2 B' L' B2 F D
R U2 B' L' B2 F D'
R U2 B' L' B2 F D2
L' D L U2 L' F B'
L' D L U2 L' B' F
D2 R2 F2 R F' B U2
D2 R2 F2 R B F' U2
L' D R F B2 R' B'
U R2 F' L' U F L'
L' D R B2 R' F B'
L' D R B2 R' B' F
L' D R B2 F R' B'
L' D R' F D2 B2 R'
U2 R2 B L' R2 F B'
U2 R2 B L' R2 B' F
U2 R2 B L' F R2 B'
U2 R2 B L' F B' R2
U2 R2 B L' B' R2 F
U2 R2 B L' B' F R2
U2 R2 B R2 L' F B'
U2 R2 B R2 L' B' F
L' D R2 F B2 R' B
U' R2 B' R' U' L' F
L' D R2 B2 R' F B
L' D R2 B2 R' B F
U2 R2 B' L' R2 F B'
L' D R2 B2 F R' B
U2 R2 B' L' R2 B' F
U2 R2 B' L' F R2 B'
U2 R2 B' L' F B' R2
U2 R2 B' L' B' R2 F
U2 R2 B' L' B' F R2
U2 R2 B' R2 L' F B'
U2 R2 B' R2 L' B' F
U2 R2 B2 L' R2 F B'
U2 R2 B2 L' R2 B' F
U2 R2 B2 L' F R2 B'
U2 R2 B2 L' F B' R2
U2 R2 B2 L' B' R2 F
U2 R2 B2 L' B' F R2
U2 R2 B2 R2 L' F B'
U2 R2 B2 R2 L' B' F
F' U L' U F L' B'
L' D F R B2 R' B'
L' D F R2 B2 R' B
L' D F U2 L F U2
L' D F B R B R'
L' D F B2 R B R2
R D U2 B D' L' F
D2 U R U L' F' B'
D2 U R U L' B' F'
B' U R U L' F B'
B' U R U L' B' F
B2 U R U L' F B'
B2 U R U L' B' F
B U R U L' F B'
B U R U L' B' F
B' U R' U L' F B'
B' U R' U L' B' F
L' D B R F B R'
L' D B R B R' F
L' D B R B F R'
B2 U R' U L' F B'
B2 U R' U L' B' F
L' D B F R B R'
B U R' U L' F B'
B U R' U L' B' F
B' U R2 U L' F B'
B' U R2 U L' B' F
B2 U R2 U L' F B'
B2 U R2 U L' B' F
B U R2 U L' F B'
B U R2 U L' B' F
L' D B2 R F B R2
L' D B2 R B R2 F
L' D B2 R B F R2
L' D B2 R' F D2 B2
L' D B2 F R B R2
L' D' L U2 L' F B'
L' D' L U2 L' B' F
B' U F' L' U F L'
B2 U F' L' U F L'
U2 D B D' L' F B'
U2 D B D' L' B' F
B U F' L' U F L'
L' D' R F B2 R' B'
L' D' R B2 R' F B'
L' D' R B2 R' B' F
L' D' R B2 F R' B'
U2 D B' D' L' F B'
U2 D B' D' L' B' F
L' D' R' F D2 B2 R'
U2 D B2 D' L' F B'
U2 D B2 D' L' B' F
L' D' R2 F B2 R' B
L' D' R2 B2 R' F B
L' D' R2 B2 R' B F
L' D' R2 B2 F R' B
U2 D' L' B' U L U'
D2 U' R U' L' F' B'
D2 U' R U' L' B' F'
L' D' F R B2 R' B'
F' U' L' U' F L' B'
L' D' F R2 B2 R' B
L' D' F U2 L F U2
L' D' F B R B R'
L' D' F B2 R B R2
B' U' R U' L' F B'
B' U' R U' L' B' F
B2 U' R U' L' F B'
B2 U' R U' L' B' F
B' U' R' U' L' F B'
B' U' R' U' L' B' F
L' D' B R F B R'
L' D' B R B R' F
L' D' B R B F R'
B U' R U' L' F B'
B U' R U' L' B' F
B2 U' R' U' L' F B'
B2 U' R' U' L' B' F
L' D' B F R B R'
B' U' R2 U' L' F B'
B' U' R2 U' L' B' F
B U' R' U' L' F B'
B U' R' U' L' B' F
B2 U' R2 U' L' F B'
B2 U' R2 U' L' B' F
L' D' B2 R F B R2
L' D' B2 R B R2 F
L' D' B2 R B F R2
L' D' B2 R' F D2 B2
B U' R2 U' L' F B'
B U' R2 U' L' B' F
L' D' B2 F R B R2
U' D' B' L R' U' L2
D' U' B' L R' U' L2
L' D2 L U2 L' F B'
L' D2 L U2 L' B' F
U' D' B' R' L U' L2
D' U' B' R' L U' L2
L2 D2 L R B R F
U2 D' B' L' D F2 B'
U2 D' B' L' D B' F2
L2 D2 L F R B R
U2 D' B' L' B' D F2
R' D2 R U2 L' F' B'
R' D2 R U2 L' B' F'
D2 U2 L' R F' R' B'
L2 D2 R L B R F
L' D2 R F B2 R' B'
L' D2 R B2 R' F B'
L' D2 R B2 R' B' F
L' D2 R B2 F R' B'
D' U2 L' B' U L U'
U2 D2 L' R F' R' B'
D2 U2 L' B' R F' R'
L' D2 R' F D2 B2 R'
U2 D2 L' B' R F' R'
U' D2 R U' L' F' B'
U' D2 R U' L' B' F'
D2 U2 R L' F' R' B'
L' D2 R2 F B2 R' B
B' U' B' R' U' L' F
L' D2 R2 B2 R' F B
L' D2 R2 B2 R' B F
B2 U' B' R' U' L' F
L' D2 R2 B2 F R' B
L2 D2 R2 D2 L F B'
L2 D2 R2 D2 L B' F
U2 D2 R L' F' R' B'
R D2 R' B U2 L' B'
B U' B' R' U' L' F
U D2 R U L' F' B'
U D2 R U L' B' F'
B' U2 L' R F R' B'
B' U2 L' R' B' R F
B' U2 L' R2 F R2 B'
B' U2 L' R2 F B' R2
B' U2 L' R2 B' R2 F
B' U2 L' R2 B' F R2
B2 U2 L' R F R' B'
L' D2 F R B2 R' B'
B2 U2 L' R' B' R F
B2 U2 L' R2 F R2 B'
B2 U2 L' R2 F B' R2
B' U2 L' D F D B'
B' U2 L' D F D' B'
B' U2 L' D F D2 B'
B' U2 L' D F B' D
B' U2 L' D F B' D'
B' U2 L' D F B' D2
B2 U2 L' R2 B' R2 F
B2 U2 L' R2 B' F R2
B' U2 L' D B' D F
B' U2 L' D B' D' F
B' U2 L' D B' D2 F
B' U2 L' D B' F D
B' U2 L' D B' F D'
B' U2 L' D B' F D2
B' U2 L' D' F D B'
B' U2 L' D' F D' B'
B' U2 L' D' F D2 B'
B' U2 L' D' F B' D
B' U2 L' D' F B' D'
B' U2 L' D' F B' D2
L' D2 F R2 B2 R' B
B' U2 L' D' B' D F
B' U2 L' D' B' D' F
B' U2 L' D' B' D2 F
B' U2 L' D' B' F D
B' U2 L' D' B' F D'
B' U2 L' D' B' F D2
B' U2 L' D2 F D B'
B' U2 L' D2 F D' B'
B' U2 L' D2 F D2 B'
B' U2 L' D2 F B' D
B' U2 L' D2 F B' D'
B' U2 L' D2 F B' D2
B' U2 L' D2 B' D F
B' U2 L' D2 B' D' F
B' U2 L' D2 B' D2 F
B' U2 L' D2 B' F D
B' U2 L' D2 B' F D'
B' U2 L' D2 B' F D2
B' U2 L' F R' B' R
B' U2 L' F R2 B' R2
B' U2 L' F D B' D
B' U2 L' F D B' D'
B' U2 L' F D B' D2
B' U2 L' F D' B' D
B' U2 L' F D' B' D'
B' U2 L' F D' B' D2
L' D2 F U2 L F U2
B' U2 L' F D2 B' D
B' U2 L' F D2 B' D'
B' U2 L' F D2 B' D2
B' U2 L' F B2 D B
B' U2 L' F B2 D' B
B' U2 L' F B2 D2 B
B2 U2 L' D F D B'
B2 U2 L' D F D' B'
B2 U2 L' D F D2 B'
B2 U2 L' D F B' D
B2 U2 L' D F B' D'
B2 U2 L' D F B' D2
B2 U2 L' D B' D F
B2 U2 L' D B' D' F
B2 U2 L' D B' D2 F
B2 U2 L' D B' F D
B2 U2 L' D B' F D'
B2 U2 L' D B' F D2
F' U2 L' D2 F B' L
F' U2 L' D2 B' F L
B2 U2 L' D' F D B'
B2 U2 L' D' F D' B'
B2 U2 L' D' F D2 B'
B2 U2 L' D' F B' D
B2 U2 L' D' F B' D'
B2 U2 L' D' F B' D2
B' U2 L' F2 D F' B'
B' U2 L' F2 D B' F'
B2 U2 L' D' B' D F
B2 U2 L' D' B' D' F
B2 U2 L' D' B' D2 F
B2 U2 L' D' B' F D
B2 U2 L' D' B' F D'
B2 U2 L' D' B' F D2
B' U2 L' F2 D' F' B'
B' U2 L' F2 D' B' F'
B' U2 L' F2 D2 F' B'
B' U2 L' F2 D2 B' F'
F' U2 L' F D B' L'
B' U2 L' F2 B' D F'
B' U2 L' F2 B' D' F'
B' U2 L' F2 B' D2 F'
F' U2 L' F D' B' L'
F' U2 L' F D2 B' L'
F' U2 L' F B L' B2
F' U2 L' F B' L' D
F' U2 L' F B' L' D'
F' U2 L' F B' L' D2
F' U2 L' F B' D L'
F' U2 L' F B' D' L'
F' U2 L' F B' D2 L'
F' U2 L' F B2 L' B
B2 U2 L' D2 F D B'
B2 U2 L' D2 F D' B'
B2 U2 L' D2 F D2 B'
B2 U2 L' D2 F B' D
B2 U2 L' D2 F B' D'
B2 U2 L' D2 F B' D2
B2 U2 L' D2 B' D F
B2 U2 L' D2 B' D' F
B2 U2 L' D2 B' D2 F
B2 U2 L' D2 B' F D
B2 U2 L' D2 B' F D'
B2 U2 L' D2 B' F D2
B2 U2 L' F R' B' R
B2 U2 L' F R2 B' R2
B' U2 L' B' R F R'
B' U2 L' B' R2 F R2
B2 U2 L' F D B' D
B2 U2 L' F D B' D'
B2 U2 L' F D B' D2
B2 U2 L' F D' B' D
B2 U2 L' F D' B' D'
B2 U2 L' F D' B' D2
B2 U2 L' F D2 B' D
B2 U2 L' F D2 B' D'
B2 U2 L' F D2 B' D2
B' U2 L' B' D F D
B' U2 L' B' D F D'
B' U2 L' B' D F D2
B' U2 L' B' D' F D
B' U2 L' B' D' F D'
B' U2 L' B' D' F D2
B2 U2 L' F B2 D B
B2 U2 L' F B2 D' B
B2 U2 L' F B2 D2 B
B' U2 L' B' D2 F D
B' U2 L' B' D2 F D'
B' U2 L' B' D2 F D2
B' U2 L' B' F2 D F'
B' U2 L' B' F2 D' F'
B' U2 L' B' F2 D2 F'
L' D2 F B R B R'
B' U2 L' B2 D F B
B' U2 L' B2 D B F
B' U2 L' B2 D' F B
B' U2 L' B2 D' B F
B' U2 L' B2 D2 F B
B' U2 L' B2 D2 B F
B' U2 L' B2 F D B
B' U2 L' B2 F D' B
B' U2 L' B2 F D2 B
F' U2 L' B F L' B2
B2 U2 L' F2 D F' B'
B2 U2 L' F2 D B' F'
B2 U2 L' F2 D' F' B'
B2 U2 L' F2 D' B' F'
B2 U2 L' F2 D2 F' B'
B2 U2 L' F2 D2 B' F'
B2 U2 L' F2 B' D F'
B2 U2 L' F2 B' D' F'
B2 U2 L' F2 B' D2 F'
L' D2 F B2 R B R2
F2 U2 L' F D2 B' L
F' U2 L' B' F L' D
F' U2 L' B' F L' D'
F' U2 L' B' F L' D2
F' U2 L' B' F D L'
F' U2 L' B' F D' L'
F' U2 L' B' F D2 L'
B2 U2 L' B' R F R'
F' U2 L' B2 F L' B
B2 U2 L' B' R2 F R2
B2 U2 L' B' D F D
B2 U2 L' B' D F D'
B2 U2 L' B' D F D2
B2 U2 L' B' D' F D
B2 U2 L' B' D' F D'
B2 U2 L' B' D' F D2
B2 U2 L' B' D2 F D
B2 U2 L' B' D2 F D'
B2 U2 L' B' D2 F D2
B2 U2 L' B' F2 D F'
B2 U2 L' B' F2 D' F'
B2 U2 L' B' F2 D2 F'
F2 U2 L' F2 B' L' F'
B U2 L' R F R' B'
B2 U2 L' B2 D F B
B2 U2 L' B2 D B F
B2 U2 L' B2 D' F B
B2 U2 L' B2 D' B F
B2 U2 L' B2 D2 F B
B2 U2 L' B2 D2 B F
B2 U2 L' B2 F D B
B2 U2 L' B2 F D' B
B2 U2 L' B2 F D2 B
B U2 L' R' B' R F
B U2 L' R2 F R2 B'
B U2 L' R2 F B' R2
B U2 L' R2 B' R2 F
B U2 L' R2 B' F R2
F2 U2 L' B' F2 L' F'
B' U2 L2 F L F B'
B' U2 L2 F L B' F
B U2 L' D F D B'
B U2 L' D F D' B'
B U2 L' D F D2 B'
B U2 L' D F B' D
B U2 L' D F B' D'
B U2 L' D F B' D2
R D2 U2 B D2 L' F
B U2 L' D B' D F
B U2 L' D B' D' F
B U2 L' D B' D2 F
B U2 L' D B' F D
B U2 L' D B' F D'
B U2 L' D B' F D2
B' U2 L2 F' L F B'
B' U2 L2 F' L B' F
B U2 L' D' F D B'
B U2 L' D' F D' B'
B U2 L' D' F D2 B'
B U2 L' D' F B' D
B U2 L' D' F B' D'
B U2 L' D' F B' D2
B U2 L' D' B' D F
B U2 L' D' B' D' F
B U2 L' D' B' D2 F
B U2 L' D' B' F D
B U2 L' D' B' F D'
B U2 L' D' B' F D2
B' U2 L2 F2 L F B'
B' U2 L2 F2 L B' F
B U2 L' D2 F D B'
B U2 L' D2 F D' B'
B U2 L' D2 F D2 B'
B U2 L' D2 F B' D
B U2 L' D2 F B' D'
B U2 L' D2 F B' D2
B U2 L' D2 B' D F
B U2 L' D2 B' D' F
B U2 L' D2 B' D2 F
B U2 L' D2 B' F D
B U2 L' D2 B' F D'
B U2 L' D2 B' F D2
B U2 L' F R' B' R
B U2 L' F R2 B' R2
B U2 L' F D B' D
B U2 L' F D B' D'
B U2 L' F D B' D2
B U2 L' F D' B' D
B U2 L' F D' B' D'
B U2 L' F D' B' D2
B U2 L' F D2 B' D
B U2 L' F D2 B' D'
B U2 L' F D2 B' D2
B U2 L' F B2 D B
B U2 L' F B2 D' B
B U2 L' F B2 D2 B
B2 U2 L2 F L F B'
B2 U2 L2 F L B' F
B2 U2 L2 F' L F B'
B2 U2 L2 F' L B' F
B U2 L' F2 D F' B'
B U2 L' F2 D B' F'
B U2 L' F2 D' F' B'
B U2 L' F2 D' B' F'
B U2 L' F2 D2 F' B'
B U2 L' F2 D2 B' F'
B U2 L' F2 B' D F'
B U2 L' F2 B' D' F'
B U2 L' F2 B' D2 F'
B2 U2 L2 F2 L F B'
B2 U2 L2 F2 L B' F
B U2 L' B' R F R'
R' D2 F2 R F U2 F2
B U2 L' B' R2 F R2
B' U2 R L' F R' B'
B U2 L' B' D F D
B U2 L' B' D F D'
B U2 L' B' D F D2
B U2 L' B' D' F D
B U2 L' B' D' F D'
B U2 L' B' D' F D2
B U2 L' B' D2 F D
B U2 L' B' D2 F D'
B U2 L' B' D2 F D2
B U2 L' B' F2 D F'
B U2 L' B' F2 D' F'
B U2 L' B' F2 D2 F'
B U2 L' B2 D F B
B U2 L' B2 D B F
B U2 L' B2 D' F B
B U2 L' B2 D' B F
B U2 L' B2 D2 F B
B U2 L' B2 D2 B F
B U2 L' B2 F D B
B U2 L' B2 F D' B
B U2 L' B2 F D2 B
F U2 L' F B L B2
B2 U2 R L' F R' B'
F U2 L' B F L B2
B U2 L2 F L F B'
B U2 L2 F L B' F
B U2 L2 F' L F B'
B U2 L2 F' L B' F
B U2 L2 F2 L F B'
B U2 L2 F2 L B' F
B' U2 R' L' B' R F
B U2 R L' F R' B'
L' D2 B R F B R'
F U2 L2 B L F B'
F U2 L2 B L B' F
L' D2 B R B R' F
L' D2 B R B F R'
B2 U2 R' L' B' R F
D2 U2 B D2 L' F B'
D2 U2 B D2 L' B' F
D' U2 B' L' D F2 B'
D' U2 B' L' D B' F2
L' D2 B F R B R'
D' U2 B' L' B' D F2
B' U2 R2 L' F R2 B'
B' U2 R2 L' F B' R2
B' U2 R2 L' B' R2 F
B' U2 R2 L' B' F R2
B U2 R' L' B' R F
U2 D2 B D2 L' F B'
U2 D2 B D2 L' B' F
B2 U2 R2 L' F R2 B'
B2 U2 R2 L' F B' R2
B2 U2 R2 L' B' R2 F
B2 U2 R2 L' B' F R2
D2 U2 B' D2 L' F B'
D2 U2 B' D2 L' B' F
D U2 B D' L' F B'
D U2 B D' L' B' F
B U2 R2 L' F R2 B'
B U2 R2 L' F B' R2
B U2 R2 L' B' R2 F
B U2 R2 L' B' F R2
L' D2 B2 R F B R2
L' D2 B2 R B R2 F
L' D2 B2 R B F R2
U2 D2 B' D2 L' F B'
U2 D2 B' D2 L' B' F
L' D2 B2 R' F D2 B2
D2 U2 B2 D2 L' F B'
D2 U2 B2 D2 L' B' F
D U2 B' D' L' F B'
D U2 B' D' L' B' F
L' D2 B2 F R B R2
U2 D2 B2 D2 L' F B'
U2 D2 B2 D2 L' B' F
D U2 B2 D' L' F B'
D U2 B2 D' L' B' F
F' U2 F L' D F B'
F' U2 F L' D B' F
F' U2 F L' D' F B'
F' U2 F L' D' B' F
F' U2 F L' D2 F B'
F' U2 F L' D2 B' F
F' U2 F L' F D B'
F' U2 F L' F D' B'
F' U2 F L' F D2 B'
F' U2 F L' F B' D
F' U2 F L' F B' D'
F' U2 F L' F B' D2
F' U2 F L' B' D F
F' U2 F L' B' D' F
F' U2 F L' B' D2 F
F' U2 F L' B' F D
F' U2 F L' B' F D'
F' U2 F L' B' F D2
F2 U2 F L' F B' L'
F2 U2 F L' B' F L'
U2 F L' F' B' L' F2
F' U2 F B L' F B'
F' U2 F B L' B' F
U2 F L' B' F' L' F2
F' U2 F B' L' F B'
F' U2 F B' L' B' F
B' U2 F' L' F B' L'
B' U2 F' L' B' F L'
F' U2 F B2 L' F B'
F' U2 F B2 L' B' F
B2 U2 F' L' F B' L'
B2 U2 F' L' B' F L'
L2 F L2 U2 L' F B'
L2 F L2 U2 L' B' F
D2 F R U2 F' B L
D2 F R U2 B L F'
D2 F R U2 B F' L
L' F R U2 L U2 B
L' F R D B2 R' B'
L' F R D' B2 R' B'
L' F R D2 B2 R' B'
L F L2 R F B R
L F L2 R B F R
B U2 F' L' F B' L'
B U2 F' L' B' F L'
F2 U2 F2 L' D F B'
F2 U2 F2 L' D B' F
F2 U2 F2 L' D' F B'
F2 U2 F2 L' D' B' F
F2 U2 F2 L' D2 F B'
F2 U2 F2 L' D2 B' F
F2 U2 F2 L' F D B'
F2 U2 F2 L' F D' B'
F2 U2 F2 L' F D2 B'
F2 U2 F2 L' F B' D
F2 U2 F2 L' F B' D'
F2 U2 F2 L' F B' D2
F2 U2 F2 L' B' D F
F2 U2 F2 L' B' D' F
F2 U2 F2 L' B' D2 F
F2 U2 F2 L' B' F D
F2 U2 F2 L' B' F D'
F2 U2 F2 L' B' F D2
L' F R B2 R B' R2
L' F R B2 R' D B'
L' F R B2 R' D' B'
L' F R B2 R' D2 B'
L' F R B2 R' B' D
L' F R B2 R' B' D'
L' F R B2 R' B' D2
L' F R B2 R2 B' R
L' F R B2 D R' B'
L' F R B2 D' R' B'
L' F R B2 D2 R' B'
L F L2 D F R B
L F L2 D' F R B
L F L2 D2 F R B
L F L2 F R D B
L F L2 F R D' B
L F L2 F R D2 B
L F L2 F R B D
L F L2 F R B D'
L F L2 F R B D2
L F L2 F D R B
L F L2 F D' R B
L F L2 F D2 R B
L F L2 F B R B
L F L2 F B' R B
L F L2 F B2 R B
L' F R' U2 L F' U2
L' F R' U2 F' L U2
B' U2 B L' D F B'
B' U2 B L' D B' F
B' U2 B L' D' F B'
B' U2 B L' D' B' F
B' U2 B L' D2 F B'
B' U2 B L' D2 B' F
B' U2 B L' F D B'
B' U2 B L' F D' B'
B' U2 B L' F D2 B'
B' U2 B L' F B' D
B' U2 B L' F B' D'
B' U2 B L' F B' D2
B' U2 B L' B' D F
B' U2 B L' B' D' F
B' U2 B L' B' D2 F
B' U2 B L' B' F D
B' U2 B L' B' F D'
B' U2 B L' B' F D2
L F L2 B F R B
D2 F R' F' B U2 L'
L F L2 B' F R B
R2 F R F' U2 L' F
L F L2 B2 F R B
F2 U2 F2 B L' F B'
F2 U2 F2 B L' B' F
F' U2 B L' F B' L'
D2 F R' B F' U2 L'
F' U2 B L' B' F L'
F2 U2 F2 B' L' F B'
F2 U2 F2 B' L' B' F
B2 U2 B L' D F B'
B2 U2 B L' D B' F
B2 U2 B L' D' F B'
F2 U2 F2 B2 L' F B'
B2 U2 B L' D' B' F
F2 U2 F2 B2 L' B' F
B2 U2 B L' D2 F B'
B2 U2 B L' D2 B' F
B2 U2 B L' F D B'
B2 U2 B L' F D' B'
B2 U2 B L' F D2 B'
B2 U2 B L' F B' D
B2 U2 B L' F B' D'
B2 U2 B L' F B' D2
L F R L2 F B R
L F R L2 B F R
B2 U2 B L' B' D F
B2 U2 B L' B' D' F
B2 U2 B L' B' D2 F
B2 U2 B L' B' F D
B2 U2 B L' B' F D'
B2 U2 B L' B' F D2
L' F R' B R2 B R'
L' F R' B2 R2 B R
F' U2 B F L' F B'
F' U2 B F L' B' F
B' U2 B' L' D F B'
B' U2 B' L' D B' F
B' U2 B' L' D' F B'
B' U2 B' L' D' B' F
B' U2 B' L' D2 F B'
B' U2 B' L' D2 B' F
B' U2 B' L' F D B'
B' U2 B' L' F D' B'
B' U2 B' L' F D2 B'
B' U2 B' L' F B' D
B' U2 B' L' F B' D'
B' U2 B' L' F B' D2
B' U2 B' L' B' D F
B' U2 B' L' B' D' F
B' U2 B' L' B' D2 F
B' U2 B' L' B' F D
B' U2 B' L' B' F D'
B' U2 B' L' B' F D2
F' U2 B' L' F B' L'
B U2 B L' D F B'
B U2 B L' D B' F
B U2 B L' D' F B'
F' U2 B' L' B' F L'
B U2 B L' D' B' F
B U2 B L' D2 F B'
B U2 B L' D2 B' F
B U2 B L' F D B'
B U2 B L' F D' B'
B U2 B L' F D2 B'
B U2 B L' F B' D
B U2 B L' F B' D'
B U2 B L' F B' D2
