B' L' D2 F2
B' D2 L' F2
B' L' U2 B2 U2
B' L' D2 F2 D
B' L' D2 F2 D'
B' L' D2 F2 D2
B' L' F D2 F2
B' L' F' D2 F2
B' L' F2 D2 F2
B L' B2 D2 F2
B' L2 D2 L F2
B' L2 D2 F2 L
B2 L2 F L B
B U2 L' B2 R'
B' U2 B2 U2 L'
B' D' L' D' F2
B' D2 L F2 L2
B' D2 L' F2 D
B' D2 L' F2 D'
B' D2 L' F2 D2
B' D2 L2 F2 L
U2 B U2 L' B2
U2 B U2 B2 L'
D' B' L' D2 F2
D B' L' D2 F2
R2 B' L' F' R2
D2 B' L' D2 F2
D' B' D2 L' F2
D B' D2 L' F2
D2 B' D2 L' F2
F2 B' D2 F2 L'
B' F2 D2 F2 L'
U' R2 U B L' B2 F'
U' R2 U B' L F' L2
U' R2 U B' L' D F'
U' R2 U B' L' D' F'
U' R2 U B' L' D2 F'
U' R2 U B' L' F' D
U' R2 U B' L' F' D'
U' R2 U B' L' F' D2
U' R2 U B' L2 F' L
U' R2 U B' D L' F'
U' R2 U B' D' L' F'
U' R2 U B' D2 L' F'
U' R2 U B2 L' F' B
U' R2 U B2 L' B F'
D R2 U B' L' F' R2
L' U2 B L' F L U2
D2 R2 U' B' L' F' R2
D' R2 U' B' L' F' R2
L' U2 B U L U B'
L' U2 B U2 L B' L'
R2 U2 B L' F' R2 B2
R2 U2 B L' F' B2 R2
R' U2 B' L R F L2
R2 U2 B L' B2 F' R2
R' U2 B' R L F L2
L2 U2 B U2 L2 B' L
D R2 U' B' L' F' R2
U R2 U' D B' L' F'
U R2 U' D' B' L' F'
U R2 U' D2 B' L' F'
B R2 U2 L R2 B2 L2
L2 U2 B D2 F U2 L'
B R2 U2 L B2 L2 R2
B R2 U2 L B2 R2 L2
B R2 U2 L' R B2 R
L U2 B R U2 L2 B
L U2 B R U2 B L2
B R2 U2 L' R2 B2 D
B R2 U2 L' R2 B2 D'
B R2 U2 L' R2 B2 D2
D2 R2 U2 B' L' F' R2
D' R2 U2 B' L' F' R2
U R2 U' F' D2 B' L
B R2 U2 L' B' R2 B'
B R2 U2 L' B2 R2 D
B R2 U2 L' B2 R2 D'
B R2 U2 L' B2 R2 D2
U2 R2 U2 D B' L' F'
L U2 B R' F' U2 L2
U2 R2 U2 D' B' L' F'
B R2 U2 R L' B2 R
U R2 U' B L' F' B2
U R2 U' B L' B2 F'
U2 R2 U2 D2 B' L' F'
B R2 U2 R B2 L' R
B R2 U2 R B2 R L'
U R2 U' B' L F' L2
U R2 U' B' L' D F'
B' R2 U2 B2 U2 L' R2
U R2 U' B' L' D' F'
U R2 U' B' L' D2 F'
U R2 U' B' L' F' D
U R2 U' B' L' F' D'
U R2 U' B' L' F' D2
B' R2 U2 B2 U2 R2 L'
U R2 U' B' L2 F' L
U R2 U' B' D L' F'
U R2 U' B' D' L' F'
U R2 U' B' D2 L' F'
B R2 U2 R2 L B2 L2
U R2 U' B2 L' F' B
B R2 U2 R2 L' B2 D
B R2 U2 R2 L' B2 D'
B R2 U2 R2 L' B2 D2
U R2 U' B2 L' B F'
U2 R2 U2 F' D2 B' L
B R2 U2 R2 B L' B
B R2 U2 R2 B2 L' D
B R2 U2 R2 B2 L' D'
B R2 U2 R2 B2 L' D2
B R2 U2 R2 B2 D L'
B R2 U2 R2 B2 D' L'
B R2 U2 R2 B2 D2 L'
L U2 B U2 L' B' L'
R2 U2 B' L F' L2 R2
R2 U2 B' L F' R2 L2
U2 R2 U2 B L' F' B2
U2 R2 U2 B L' B2 F'
R2 U2 B' L' F R2 F2
R2 U2 B' L' F' R2 D
R2 U2 B' L' F' R2 D'
R2 U2 B' L' F' R2 D2
R2 U2 B' L' F2 R2 F
U2 R2 U2 B' L F' L2
U2 R2 U2 B' L' D F'
U2 R2 U2 B' L' D' F'
U2 R2 U2 B' L' D2 F'
U2 R2 U2 B' L' F' D
U2 R2 U2 B' L' F' D'
U2 R2 U2 B' L' F' D2
U2 R2 U2 B' L2 F' L
U2 R2 U2 B' D L' F'
U2 R2 U2 B' D' L' F'
U2 R2 U2 B' D2 L' F'
R2 U2 B' L2 F' L R2
R2 U2 B' L2 F' R2 L
U2 R2 U2 B2 L' F' B
U2 R2 U2 B2 L' B F'
U' R2 D U B' L' F'
B R2 U2 B L' B R2
D R2 U2 B' L' F' R2
B R2 U2 B' R2 B' L'
B R2 U2 B2 L' R2 D
B R2 U2 B2 L' R2 D'
B R2 U2 B2 L' R2 D2
B R2 U2 B2 R2 L' D
B R2 U2 B2 R2 L' D'
B R2 U2 B2 R2 L' D2
B R2 U2 B2 R2 D L'
B R2 U2 B2 R2 D' L'
B R2 U2 B2 R2 D2 L'
U2 R2 D U2 B' L' F'
R2 U2 B2 L' F' B R2
R2 U2 B2 L' B F' R2
L2 U2 B2 R' F B' U2
L2 U2 B2 R' B' F U2
U' R2 D' U B' L' F'
U R2 D U' B' L' F'
L2 U2 B2 F R' B' U2
U2 R2 D' U2 B' L' F'
B' R2 D2 L' R F2 R
B' R2 D2 L' R' F2 R
B' R2 D2 L' R2 F2 R
B' R2 D2 L' F2 R D
B' R2 D2 L' F2 R D'
B' R2 D2 L' F2 R D2
B' R2 D2 L' F2 D R
B' R2 D2 L' F2 D' R
B' R2 D2 L' F2 D2 R
B' R2 D2 R L' F2 R
B' R2 D2 R' L' F2 R
B' R2 D2 R2 L' F2 R
U' R2 D2 U B' L' F'
U R2 D' U' B' L' F'
B R2 D2 L2 F2 U2 L
U2 R2 D2 U2 B' L' F'
F' R2 F R2 B' L' F2
B R2 D2 F2 L2 R U2
B R2 D2 F2 R L2 U2
U R2 D2 U' B' L' F'
F2 R2 F R2 F2 B' L'
F2 R2 F R2 B' F2 L'
F' R2 F B' L' R2 F2
F' R2 F B' L' F2 R2
F' R2 F B' R2 L' F2
D' R2 F' R2 D2 B' L
D2 R2 F' R2 D2 B' L
F' R2 F' R2 B2 L B
L2 D L2 B' L' D2 F2
F' R2 F' B R2 B2 L
L2 D L2 B' D2 L' F2
D R2 F' R2 D2 B' L
R' D R B' L' D2 F2
R' D R B' D2 L' F2
F2 R2 F' B2 L B R2
F R2 F' R B' L' R
F R2 F' R B' R L'
F R2 F' R2 D B' L'
F R2 F' R2 D' B' L'
F R2 F' R2 D2 B' L'
F R2 F' R2 B L' B2
F R2 F' R2 B' L' D
F R2 F' R2 B' L' D'
F R2 F' R2 B' L' D2
F R2 F' R2 B' D L'
F R2 F' R2 B' D' L'
F R2 F' R2 B' D2 L'
F R2 F' R2 B2 L' B
U2 R2 F2 R U2 F B'
U2 R2 F2 R U2 B' F
F R2 F' B L' R2 B2
F R2 F' B L' B2 R2
F R2 F' B R2 L' B2
F R2 F' B R2 B2 L'
F R2 F' B' L' R2 D
F R2 F' B' L' R2 D'
F R2 F' B' L' R2 D2
F R2 F' B' R2 L' D
F R2 F' B' R2 L' D'
F R2 F' B' R2 L' D2
F R2 F' B' R2 D L'
F R2 F' B' R2 D' L'
F R2 F' B' R2 D2 L'
B R2 F2 R U2 R B2
B R2 F2 R U2 B2 R
F R2 F' B2 L' B R2
D' R2 B L' F' R2 B2
D' R2 B L' F' B2 R2
D2 R2 B L' F' R2 B2
D2 R2 B L' F' B2 R2
D' R2 B L' B2 F' R2
D2 R2 B L' B2 F' R2
R' D R' B' L' F' R2
B R2 F2 U2 R2 B2 L
B' R2 B R2 B' L' F'
F R2 F2 R2 F B' L'
F R2 F2 R2 B' F L'
U2 R2 B L' F' B2 R'
U2 R2 B L' B2 F' R'
D R2 B L' F' R2 B2
D R2 B L' F' B2 R2
D R2 B L' B2 F' R2
F' R2 B F' R2 B2 L
D' R2 B' L F' L2 R2
D' R2 B' L F' R2 L2
D2 R2 B' L F' L2 R2
D2 R2 B' L F' R2 L2
F R2 F2 B' R2 F L'
U2 R2 B U2 L' F' B2
U2 R2 B U2 L' B2 F'
D' R2 B' L' F R2 F2
D' R2 B' L' F' R2 D
D' R2 B' L' F' R2 D'
D' R2 B' L' F' R2 D2
D2 R2 B' L' F R2 F2
D' R2 B' L' F2 R2 F
D2 R2 B' L' F' R2 D
D2 R2 B' L' F' R2 D'
D2 R2 B' L' F' R2 D2
D2 R2 B' L' F2 R2 F
U2 R2 B U2 B2 L' F'
D' R2 B' L2 F' L R2
D' R2 B' L2 F' R2 L
D2 R2 B' L2 F' L R2
D2 R2 B' L2 F' R2 L
R D R' D B' L' F
R D R' B' L' D F2
U R2 B U' L' F' B2
U R2 B U' L' B2 F'
U R2 B U' B2 L' F'
B2 R2 B' U2 L' R2 B
B2 R2 B' U2 R2 L' B
F' R2 B' F L' R2 F2
B2 R2 B' U2 R2 B L'
F' R2 B' F L' F2 R2
D R2 B' L F' L2 R2
D R2 B' L F' R2 L2
F' R2 B' F R2 L' F2
D R2 B' L' F R2 F2
D R2 B' L' F' R2 D
D R2 B' L' F' R2 D'
D R2 B' L' F' R2 D2
D R2 B' L' F2 R2 F
F R2 B F' L' R2 B2
F R2 B F' L' B2 R2
D R2 B' L2 F' L R2
D R2 B' L2 F' R2 L
F R2 B F' R2 L' B2
F R2 B F' R2 B2 L'
D' R2 B2 L' F' B R2
D' R2 B2 L' B F' R2
D2 R2 B2 L' F' B R2
D2 R2 B2 L' B F' R2
F R2 B' L F' L' R2
F R2 B' L F' R2 L'
B R2 B' R2 B' L' F'
F R2 B' L' F' L' R2
F R2 B' L' F' R2 L'
F R2 B' L2 F' L' R2
F R2 B' L2 F' R2 L'
B2 R2 B2 L' R2 F' B
B2 R2 B2 L' R2 B F'
F2 R2 B2 L F' B R2
F2 R2 B2 L B F' R2
B' R2 B2 U2 L' R2 B2
B' R2 B2 U2 L' B2 R2
B' R2 B2 U2 R2 L' B2
B' R2 B2 U2 R2 B2 L'
B2 R2 B2 R2 L' F' B
B2 R2 B2 R2 L' B F'
B' R2 B2 U2 B2 L' R2
B' R2 B2 U2 B2 R2 L'
B2 R2 B2 R2 B L' F'
B R2 B2 L' R2 D2 F2
D R2 B2 L' F' B R2
D R2 B2 L' B F' R2
F R2 B' F' L' R2 D
F R2 B' F' L' R2 D'
F R2 B' F' L' R2 D2
U2 R2 B2 U2 L' F' B
U2 R2 B2 U2 L' B F'
F R2 B' F' R2 L' D
F R2 B' F' R2 L' D'
F R2 B' F' R2 L' D2
F R2 B' F' R2 D L'
F R2 B' F' R2 D' L'
F R2 B' F' R2 D2 L'
U2 R2 B2 U2 B L' F'
F R2 B' F2 R2 F L'
B R2 B2 R2 L' D2 F2
B R2 B2 R2 D2 L' F2
F2 R2 B2 F' L B R2
B' U L U B2 U2 L2
B' U L U' L2 D2 F2
B R2 B2 D2 L' F2 R
U R2 B2 U' L' F' B
U R2 B2 U' L' B F'
U R2 B2 U' B L' F'
B' U L B' U' L2 F
F R2 B2 F' L' B R2
B' U L' D L2 U' L2
B' U L2 U B2 R' U2
B' U L2 U' L D2 F2
B' U L2 U' D2 L F2
B' U L2 U' D2 F2 L
B' U L2 D L2 U' L'
B2 U L2 U' F L B
B' U L2 D2 U' L F2
B' U L2 D2 U' F2 L
R' D B' L' R' F' R2
R' D B' R' L' F' R2
U' D R2 U B' L' F'
D' U R2 U' B' L' F'
D2 U R2 U' B' L' F'
U2 D R2 U2 B' L' F'
R2 D B' L' D F' R
B' U D L2 U' L D
B' U D L2 U' L D'
B' U D L2 U' L D2
B' U D L2 U' D L
B' U D L2 U' D' L
B' U D L2 U' D2 L
B' U D L2 D U' L
D U R2 U' B' L' F'
B' U D L2 D' U' L
B' U D L2 D2 U' L
F U R2 U' F' B' L'
F U R2 U' B' F' L'
U D R2 U' B' L' F'
B' U D B L2 U' L
B' U D B' L2 U' L
B' U D B2 L2 U' L
R2 D B2 U L' F' B
R2 D B2 U L' B F'
R2 D B2 U B L' F'
B' U D2 L U' L2 F2
B' U D2 L U' F2 L2
B' U D2 L2 U' L F2
B' U D2 L2 U' F2 L
B' U D2 B U' L' F2
B' U D2 B' U' L' F2
B' U D2 B2 U' L' F2
U2 D F2 B R U2 B2
U2 D B R U2 L' B2
U2 D B R U2 B2 L'
U2 D B R' U2 L' B2
U2 D B R' U2 B2 L'
U2 D B R2 U2 L' B2
U2 D B R2 U2 B2 L'
U2 D B U2 L B2 L2
U2 D B U2 L' B2 D
U2 D B U2 L' B2 D'
U2 D B U2 L' B2 D2
U2 D B U2 B L' B
U2 D B U2 B2 L' D
U2 D B U2 B2 L' D'
U2 D B U2 B2 L' D2
U2 D B U2 B2 D L'
U2 D B U2 B2 D' L'
U2 D B U2 B2 D2 L'
U2 D B D2 F2 R U2
L2 D' L2 B' L' D2 F2
U2 D B F2 R U2 B2
L2 D' L2 B' D2 L' F2
R' D' R B' L' D2 F2
R' D' R B' D2 L' F2
R' D' R' B' L' F' R2
B' U B U B U2 L'
B' U B' L2 U' F L
B' U B' U B' U2 L'
B' U B' U' L2 F L
R D' R' D' B' L' F
R D' R' B' D' L' F
L' D' U2 B U' R' U'
B2 U' L2 U F L B
U' D' R2 U B' L' F'
D' U' R2 U B' L' F'
D2 U' R2 U B' L' F'
B' U' R U L' D2 F2
B' U' R U D2 L' F2
B' U' R U' B2 U2 L'
U2 D' R2 U2 B' L' F'
B' U' R D' R2 U L'
B' U' R D2 U L' F2
D U' R2 U B' L' F'
U D' R2 U' B' L' F'
B' U' R' U L' D2 F2
B' U' R' U D2 L' F2
B' U' R' U' B2 U2 L'
B U' R U' L' B2 R'
B' U' R' D' R2 U L'
B' U' R' D2 U L' F2
R' D' B' L' R' F' R2
R' D' B' R' L' F' R2
B' U' R2 U L' D2 F2
B' U' R2 U D2 L' F2
B' U' R2 U' B2 U2 L'
B U' R' U' L' B2 R'
B' U' R2 D' R2 U L'
B' U' R2 D2 U L' F2
R2 D' B' L' D F' R2
B U' R2 U' L' B2 R'
R2 D' B' D L' F' R2
U2 D' F2 B R U2 B2
B' U' D' R2 U L' D
B' U' D' R2 U L' D'
B' U' D' R2 U L' D2
B' U' D' R2 U D L'
B' U' D' R2 U D' L'
B' U' D' R2 U D2 L'
B' U' D' R2 D U L'
B' U' D' R2 D' U L'
B' U' D' R2 D2 U L'
U2 D' B R U2 L' B2
U2 D' B R U2 B2 L'
U2 D' B R' U2 L' B2
U2 D' B R' U2 B2 L'
U2 D' B R2 U2 L' B2
U2 D' B R2 U2 B2 L'
U2 D' B U2 L B2 L2
U2 D' B U2 L' B2 D
U2 D' B U2 L' B2 D'
U2 D' B U2 L' B2 D2
U2 D' B U2 B L' B
U2 D' B U2 B2 L' D
U2 D' B U2 B2 L' D'
U2 D' B U2 B2 L' D2
U2 D' B U2 B2 D L'
U2 D' B U2 B2 D' L'
U2 D' B U2 B2 D2 L'
U2 D' B D2 F2 R U2
B' U' D2 R U L' F2
B' U' D2 R' U L' F2
B' U' D2 R2 U L' F2
U2 D' B F2 R U2 B2
R D2 L' D2 R' F B
R D2 L' D2 R' B F
R D2 L' D2 F R' B
R D2 L' F D2 R' B
L2 D2 L2 B' L' D2 F2
R2 D2 L2 F U2 L F2
R2 D2 L2 F U2 F2 L
L2 D2 L2 B' D2 L' F2
L D2 L' B' D2 L2 F2
L D2 L' B' D2 F2 L2
R' D2 R B' L' D2 F2
R' D2 R B' D2 L' F2
B' U' F2 U D2 F2 L'
B' U' F2 U' R B2 U2
B' U' F2 U' B2 R U2
B' U' F2 D2 U F2 L'
R' D2 R' B' L' F' R2
L' D2 R' B R' F' R2
R D2 R B' L' R2 F
R D2 R B' L' F R2
R D2 R B' R2 L' F
L' D2 R2 F' R B R
R D2 R' B L' F B2
R D2 R' B L' B2 F
R D2 R' B' L' D F
R D2 R' B' L' D' F
R D2 R' B' L' D2 F
R D2 R' B' L' F D
R D2 R' B' L' F D'
R D2 R' B' L' F D2
R D2 R' B2 L' F B
R D2 R' B2 L' B F
U' D2 R2 U B' L' F'
D' U2 R2 U2 B' L' F'
R D2 R2 B' L' R F
R D2 R2 B' R L' F
D2 U2 R2 U2 B' L' F'
R D2 U R' B' L' F
B' U2 L B2 L' U2 L'
U2 D2 R2 U2 B' L' F'
R D2 U' R' B' L' F
D U2 R2 U2 B' L' F'
U D2 R2 U' B' L' F'
B U2 L' R B2 R' D
B U2 L' R B2 R' D'
B U2 L' R B2 R' D2
B U2 L' R B2 D R'
B U2 L' R B2 D' R'
B U2 L' R B2 D2 R'
R D2 U2 R' B' L' F
B U2 L' R' B2 R' D
B U2 L' R' B2 R' D'
B U2 L' R' B2 R' D2
B U2 L' R' B2 D R'
B U2 L' R' B2 D' R'
B U2 L' R' B2 D2 R'
B U2 L' R2 B2 R' D
B U2 L' R2 B2 R' D'
B U2 L' R2 B2 R' D2
B U2 L' R2 B2 D R'
B U2 L' R2 B2 D' R'
B U2 L' R2 B2 D2 R'
B U2 L' U2 L U2 B2
B U2 L' F' B2 R' F
B' U2 L2 B2 L2 R' U2
B' U2 L2 B2 R' L2 U2
B U2 L' F2 B2 R' F2
B U2 L' B' R B' R'
B U2 L' B' R' B' R'
B U2 L' B' R2 B' R'
B U2 L' B' D B' R'
B U2 L' B' D' B' R'
B U2 L' B' D2 B' R'
B U2 L' B2 R2 D R
B U2 L' B2 R2 D' R
B U2 L' B2 R2 D2 R
B U2 L' B2 D R' D
B U2 L' B2 D R' D'
B U2 L' B2 D R' D2
B U2 L' B2 D' R' D
B U2 L' B2 D' R' D'
B U2 L' B2 D' R' D2
B U2 L' B2 D2 R' D
B U2 L' B2 D2 R' D'
B U2 L' B2 D2 R' D2
B U2 L' B2 F' R' F
B U2 L' B2 F2 R' F2
B' U2 R U2 L' D2 F2
B' U2 R U2 D2 L' F2
B' U2 R D2 U2 L' F2
D' U2 F2 B R U2 B2
R2 D2 F' D2 R2 B' L
R2 D2 F' D2 B' L R2
R2 D2 F' D2 B' R2 L
D2 U2 F2 B R U2 B2
B' U2 R B2 R U2 L'
B' U2 R B2 R' U2 L'
B' U2 R B2 R2 U2 L'
B' U2 R B2 U2 L' D
B' U2 R B2 U2 L' D'
B' U2 R B2 U2 L' D2
B' U2 R B2 U2 D L'
B' U2 R B2 U2 D' L'
B' U2 R B2 U2 D2 L'
B' U2 R B2 D U2 L'
B' U2 R B2 D' U2 L'
B' U2 R B2 D2 U2 L'
D' U2 B R U2 L' B2
D' U2 B R U2 B2 L'
D' U2 B R' U2 L' B2
D' U2 B R' U2 B2 L'
D' U2 B R2 U2 L' B2
D2 U2 B R U2 L' B2
D' U2 B R2 U2 B2 L'
D2 U2 B R U2 B2 L'
D2 U2 B R' U2 L' B2
D2 U2 B R' U2 B2 L'
B U2 R L' B2 R' D
B U2 R L' B2 R' D'
B U2 R L' B2 R' D2
B' U2 R' U2 L' D2 F2
B U2 R L' B2 D R'
B U2 R L' B2 D' R'
B U2 R L' B2 D2 R'
D2 U2 B R2 U2 L' B2
D2 U2 B R2 U2 B2 L'
B' U2 R' U2 D2 L' F2
D' U2 B U2 L B2 L2
D' U2 B U2 L' B2 D
D' U2 B U2 L' B2 D'
D' U2 B U2 L' B2 D2
D' U2 B U2 B L' B
D' U2 B U2 B2 L' D
D' U2 B U2 B2 L' D'
D' U2 B U2 B2 L' D2
U2 D2 F2 B R U2 B2
D' U2 B U2 B2 D L'
D' U2 B U2 B2 D' L'
D' U2 B U2 B2 D2 L'
D2 U2 B U2 L B2 L2
D2 U2 B U2 L' B2 D
D2 U2 B U2 L' B2 D'
D2 U2 B U2 L' B2 D2
B' U2 R' D2 U2 L' F2
D2 U2 B U2 B L' B
D2 U2 B U2 B2 L' D
D2 U2 B U2 B2 L' D'
D2 U2 B U2 B2 L' D2
D2 U2 B U2 B2 D L'
D2 U2 B U2 B2 D' L'
D2 U2 B U2 B2 D2 L'
D' U2 B D2 F2 R U2
D2 U2 B D2 F2 R U2
D' U2 B F2 R U2 B2
U2 D2 B R U2 L' B2
U2 D2 B R U2 B2 L'
U2 D2 B R' U2 L' B2
U2 D2 B R' U2 B2 L'
R' D2 B' L' R' F' R2
D2 U2 B F2 R U2 B2
B' U2 R' B2 R U2 L'
B' U2 R' B2 R' U2 L'
B' U2 R' B2 R2 U2 L'
U2 D2 B R2 U2 L' B2
U2 D2 B R2 U2 B2 L'
B' U2 R' B2 U2 L' D
B' U2 R' B2 U2 L' D'
B' U2 R' B2 U2 L' D2
B' U2 R' B2 U2 D L'
B' U2 R' B2 U2 D' L'
B' U2 R' B2 U2 D2 L'
B' U2 R' B2 D U2 L'
B' U2 R' B2 D' U2 L'
B' U2 R' B2 D2 U2 L'
D U2 F2 B R U2 B2
R' D2 B' R' L' F' R2
U2 D2 B U2 L B2 L2
U2 D2 B U2 L' B2 D
U2 D2 B U2 L' B2 D'
U2 D2 B U2 L' B2 D2
B2 U2 R' B' U2 L' B'
U2 D2 B U2 B L' B
U2 D2 B U2 B2 L' D
U2 D2 B U2 B2 L' D'
U2 D2 B U2 B2 L' D2
U2 D2 B U2 B2 D L'
U2 D2 B U2 B2 D' L'
U2 D2 B U2 B2 D2 L'
B' U2 R2 U2 L' D2 F2
B U2 R' L' B2 R' D
B U2 R' L' B2 R' D'
B U2 R' L' B2 R' D2
B U2 R' L' B2 D R'
B U2 R' L' B2 D' R'
B U2 R' L' B2 D2 R'
B' U2 R2 U2 D2 L' F2
D U2 B R U2 L' B2
D U2 B R U2 B2 L'
U2 D2 B D2 F2 R U2
D U2 B R' U2 L' B2
D U2 B R' U2 B2 L'
D U2 B R2 U2 L' B2
D U2 B R2 U2 B2 L'
B' U2 R2 D2 U2 L' F2
U2 D2 B F2 R U2 B2
D U2 B U2 L B2 L2
D U2 B U2 L' B2 D
D U2 B U2 L' B2 D'
D U2 B U2 L' B2 D2
D U2 B U2 B L' B
D U2 B U2 B2 L' D
D U2 B U2 B2 L' D'
D U2 B U2 B2 L' D2
D U2 B U2 B2 D L'
D U2 B U2 B2 D' L'
D U2 B U2 B2 D2 L'
B' U2 R2 B2 R U2 L'
B' U2 R2 B2 R' U2 L'
B' U2 R2 B2 R2 U2 L'
B' U2 R2 B2 U2 L' D
B' U2 R2 B2 U2 L' D'
B' U2 R2 B2 U2 L' D2
B' U2 R2 B2 U2 D L'
B' U2 R2 B2 U2 D' L'
B' U2 R2 B2 U2 D2 L'
D U2 B D2 F2 R U2
B' U2 R2 B2 D U2 L'
B' U2 R2 B2 D' U2 L'
B' U2 R2 B2 D2 U2 L'
R2 D2 B' L' F2 R F
D U2 B F2 R U2 B2
B U2 R2 L' B2 R' D
B U2 R2 L' B2 R' D'
B U2 R2 L' B2 R' D2
B U2 R2 L' B2 D R'
B U2 R2 L' B2 D' R'
B U2 R2 L' B2 D2 R'
R2 D2 B' D2 L' F' R2
F U2 R2 U2 F' B' L'
F U2 R2 U2 B' F' L'
B2 U2 D B' U2 L' B2
B2 U2 D B' U2 B2 L'
F2 U2 D B R U2 B2
B2 U2 D' B' U2 L' B2
B2 U2 D' B' U2 B2 L'
B' U2 D2 R U2 L' F2
F2 U2 D' B R U2 B2
B' U2 D2 R' U2 L' F2
L' F L B' L' D2 F2
L2 F L U2 B U2 B'
B' U2 D2 R2 U2 L' F2
L' F L B' D2 L' F2
B U2 D' L' D B2 R'
F U2 D B U2 L B2
B' U2 D2 B U2 L' F2
B' U2 D2 B' U2 L' F2
B' U2 D2 B2 U2 L' F2
F' U2 D2 B R' U2 B2
F' U2 D2 B U2 B2 L
B2 U2 D2 B' U2 L' B2
B2 U2 D2 B' U2 B2 L'
F2 U2 D2 B R U2 B2
B U2 D2 L' D2 B2 R'
F U2 D' B U2 L B2
B U2 D2 F2 R U2 F2
B U2 D2 F2 U2 F2 L'
F' U2 F B U2 L' B2
F' U2 F B U2 B2 L'
F U2 D2 B U2 L B2
F' U2 F' B R U2 B2
L F L' B' L' D2 F2
L F L' B' D2 L' F2
B' U2 F2 R F2 B2 U2
B' U2 F2 R B2 F2 U2
F U2 F B U2 L B2
B U2 F' U2 F L' B2
B U2 F' U2 F B2 L'
B U2 F' U2 B2 F L'
B' U2 F2 B2 R F2 U2
R' F R' F' R B' L'
R' F R' F' B' L' R
R' F R' F' B' R L'
B2 U2 F2 B' R U2 B2
R' F R' B' F' L' R
R' F R' B' F' R L'
F2 U2 F2 B U2 L' B2
F2 U2 F2 B U2 B2 L'
B' U2 B R2 U2 L' F'
B U2 F2 R U2 F2 B2
B U2 F2 R U2 B2 F2
F U2 F' B U2 L B2
L2 F R' U2 L R F
L2 F R' U2 R L F
B' U2 B D B U2 L'
F2 U2 B R U2 B2 D
F2 U2 B R U2 B2 D'
F2 U2 B R U2 B2 D2
F2 U2 B R D2 F2 U2
F2 U2 B R F U2 B2
F2 U2 B R F' U2 B2
F2 U2 B R F2 U2 B2
B' U2 B D' B U2 L'
B' U2 B D2 B U2 L'
F2 U2 B R2 U2 B2 L
B U2 F2 U2 F2 L' B2
B U2 F2 U2 F2 B2 L'
B U2 F2 U2 B2 F2 L'
F' U2 B F U2 L' B2
F' U2 B F U2 B2 L'
D' F R2 F' R2 B' L'
F' U2 B F' R U2 B2
D' F R2 F' B' L' R2
D' F R2 F' B' R2 L'
R F R F' R2 B' L'
D2 F R2 F' R2 B' L'
R F R F' B' L' R2
R F R F' B' R2 L'
D2 F R2 F' B' L' R2
D2 F R2 F' B' R2 L'
F2 U2 B D2 R F2 U2
B' U2 B' R B' U2 L'
F2 U2 B D2 F2 U2 L'
B' U2 B' R' B' U2 L'
D' F R2 B' F' L' R2
D' F R2 B' F' R2 L'
B U2 B L' B2 R' B'
B' U2 B' R2 B' U2 L'
R F R B' F' L' R2
R F R B' F' R2 L'
D2 F R2 B' F' L' R2
D2 F R2 B' F' R2 L'
F2 U2 B F2 U2 L' B2
F2 U2 B F2 U2 B2 L'
F U2 F2 B U2 L B2
L2 F R2 U2 L F' R2
B' U2 B' U2 L2 F L
L2 F R2 U2 F' L R2
B2 U2 B' R U2 L' B2
L2 F R2 U2 F' R2 L
B2 U2 B' R U2 B2 L'
B2 U2 B' R' U2 L' B2
B2 U2 B' R' U2 B2 L'
B' U2 B' D B' U2 L'
B2 U2 B' R2 U2 L' B2
B2 U2 B' R2 U2 B2 L'
B' U2 B' D' B' U2 L'
F2 U2 B' R B2 U2 B2
B' U2 B' D2 B' U2 L'
F U2 B R U2 L B2
B2 U2 B' U2 L B2 L2
B2 U2 B' U2 L' B2 D
B2 U2 B' U2 L' B2 D'
B2 U2 B' U2 L' B2 D2
B2 U2 B' U2 B L' B
F U2 B R' U2 L B2
B2 U2 B' U2 B2 L' D
B2 U2 B' U2 B2 L' D'
B2 U2 B' U2 B2 L' D2
B2 U2 B' U2 B2 D L'
B2 U2 B' U2 B2 D' L'
B2 U2 B' U2 B2 D2 L'
F U2 B R2 U2 L B2
B2 U2 B' D2 F2 R U2
F U2 B U2 L B2 D
F U2 B U2 L B2 D'
F U2 B U2 L B2 D2
F U2 B U2 L' B2 L2
F U2 B U2 L2 B2 L'
B' U2 B2 R U2 L' D
B' U2 B2 R U2 L' D'
B' U2 B2 R U2 L' D2
B' U2 B2 R U2 D L'
B' U2 B2 R U2 D' L'
B' U2 B2 R U2 D2 L'
B' U2 B2 R D U2 L'
B' U2 B2 R D' U2 L'
B' U2 B2 R D2 U2 L'
R2 F R2 F' B' L' F'
B' U2 B2 R' U2 L' D
B' U2 B2 R' U2 L' D'
B' U2 B2 R' U2 L' D2
B' U2 B2 R' U2 D L'
B' U2 B2 R' U2 D' L'
B' U2 B2 R' U2 D2 L'
B2 U2 B' F2 R U2 B2
B' U2 B2 R' D U2 L'
B' U2 B2 R' D' U2 L'
B' U2 B2 R' D2 U2 L'
R2 F R2 F2 D2 B' L
B' U2 B2 R2 U2 L' D
B' U2 B2 R2 U2 L' D'
B' U2 B2 R2 U2 L' D2
B' U2 B2 R2 U2 D L'
B' U2 B2 R2 U2 D' L'
B' U2 B2 R2 U2 D2 L'
