R2 U F' R U2
U R2 F' R U2
D2 U' B' L B2
B2 U' D2 B' L
U' D2 B' L B2
U' F L' F' B
U' F L' B F'
U F U2 L' B
U2 F U L' B
U F U2 B L'
U2 F U B L'
U2 F U B L'
U' F B L' F'
U F2 U2 B L
B2 D2 U' B' L
U' B F L' F'
D2 B' U' L B2
U' B2 D2 B' L
U' F L' D2 F' D2 B
U' F L' D2 F' B D
U' F L' D2 F' B D'
U' F L' D2 F' B D2
U' F L' D2 B D F'
U' F L' D2 B D' F'
U' F L' D2 B D2 F'
U' F L' D2 B F' D
U' F L' D2 B F' D'
U' F L' D2 B F' D2
U2 F L F2 U L2 B
U2 F L F2 U B L2
B2 U2 D2 F U B' L
U' F L' F' L B L'
U' F L' F' L2 B L2
B2 U2 D2 F' U B' L
U' F L' F' D B D
U' F L' F' D B D'
U' F L' F' D B D2
B' U2 F L U L2 B2
U' F L' F' D' B D
U' F L' F' D' B D'
U' F L' F' D' B D2
B' U2 F L U B2 L2
U' F L' F' D2 B D
U' F L' F' D2 B D'
U' F L' F' D2 B D2
U' F L' F' B2 D B'
U' F L' F' B2 D' B'
U' F L' F' B2 D2 B'
B2 U2 D2 F2 U B' L
U' F L' F2 D F B
U' F L' F2 D B F
U' F L' F2 D' F B
U' F L' F2 D' B F
U' F L' F2 D2 F B
U' F L' F2 D2 B F
U' F L' F2 B D F
U' F L' F2 B D' F
U' F L' F2 B D2 F
U' F L' B L' F' L
U' F L' B L2 F' L2
U' F L' B D F' D
U' F L' B D F' D'
U' F L' B D F' D2
B' U2 F L2 U L B2
U' F L' B D' F' D
U' F L' B D' F' D'
U' F L' B D' F' D2
U' F L' B D2 F' D
U' F L' B D2 F' D'
U' F L' B D2 F' D2
U' F L' B F2 D F
U' F L' B F2 D' F
U' F L' B F2 D2 F
U' F L' B2 D F' B'
U' F L' B2 D B' F'
U' F L' B2 D' F' B'
U' F L' B2 D' B' F'
U' F L' B2 D2 F' B'
U' F L' B2 D2 B' F'
U' F L' B2 F' D B'
U' F L' B2 F' D' B'
U' F L' B2 F' D2 B'
F2 U2 D2 B2 U B' L
B' U2 F U L B2 L2
B' U2 F U L' B2 D
B' U2 F U L' B2 D'
B' U2 F U L' B2 D2
B' U2 F U B L' B
B' U2 F U B2 L' D
B' U2 F U B2 L' D'
B' U2 F U B2 L' D2
B' U2 F U B2 D L'
B' U2 F U B2 D' L'
B' U2 F U B2 D2 L'
B' U2 F D L2 U L
U' F L2 D L F' B
U' F L2 D L B F'
U' F L2 D F' L B
U' F L2 D' L F' B
U' F L2 D' L B F'
B2 U2 F U D B' L'
B2 U2 F U D' B' L'
B2 U2 F U D2 B' L'
B2 U2 F U B L' B2
B2 U2 F U B' L' D
B2 U2 F U B' L' D'
B2 U2 F U B' L' D2
B2 U2 F U B' D L'
B2 U2 F U B' D' L'
B2 U2 F U B' D2 L'
B2 U2 F U B2 L' B
U' F L2 D' F' L B
U' F L2 D2 L F' B
U' F L2 D2 L B F'
U' F L2 D2 F' L B
U' F L2 F L F2 B
U' F L2 F L B F2
U' F L2 F' L D B
B2 U2 F D U B' L'
U' F L2 F' L D' B
U' F L2 F' L D2 B
U' F L2 F' L B D
U' F L2 F' L B D'
U' F L2 F' L B D2
U' F L2 F' L' B L2
U' F L2 F' L2 B L'
U' F L2 F' D L B
U' F L2 F' D' L B
U' F L2 F' D2 L B
B2 U2 F D' U B' L'
B2 U2 F D2 U B' L'
U2 F L2 U L D B
U2 F L2 U L D' B
U2 F L2 U L D2 B
U2 F L2 U L B D
U2 F L2 U L B D'
U2 F L2 U L B D2
U2 F L2 U L' B L2
U2 F L2 U L2 B L'
U2 F L2 U D L B
U2 F L2 U D' L B
U2 F L2 U D2 L B
B' U2 F' U' R U2 B2
U2 F L2 D U L B
U2 F L2 D' U L B
U2 F L2 D2 U L B
U2 F L2 F U L B
B2 U2 F' U' R U2 B'
U2 F L2 F' U L B
L2 F L2 F' U' L B
U2 F L2 F2 U L B
B U2 F' U' R F U2
U F R F2 R F' U2
U F R' U2 L' D B'
U F R' U2 L' D' B'
U F R' U2 L' D2 B'
U F R' U2 L' B' D
U F R' U2 L' B' D'
U F R' U2 L' B' D2
U F R' U2 D L' B'
U F R' U2 D' L' B'
U F R' U2 D2 L' B'
U F R' U2 B L' B'
U F R' U2 B' L' B'
U F R' U2 B2 L' B'
U F R' D U2 L' B'
U F R' D' U2 L' B'
U F R' D2 U2 L' B'
U F R' F2 R U2 B
U2 F U L B L2 D
U2 F U L B L2 D'
U2 F U L B L2 D2
U2 F U L B' L2 B2
U2 F U L' D B D
U2 F U L' D B D'
U2 F U L' D B D2
U2 F U L' D' B D
U2 F U L' D' B D'
U2 F U L' D' B D2
U2 F U L' D2 B D
U2 F U L' D2 B D'
U2 F U L' D2 B D2
U2 F U L' B2 D B'
U2 F U L' B2 D' B'
U2 F U L' B2 D2 B'
U2 F U L2 D L B
U2 F U L2 D' L B
U2 F U L2 D2 L B
U2 F U D L B L2
U2 F U D L' D B
U2 F U D L' D' B
U2 F U D L' D2 B
U2 F U D L' B D
U2 F U D L' B D'
U2 F U D L' B D2
U2 F U D B L' D
U2 F U D B L' D'
U2 F U D B L' D2
U2 F U D B D L'
U2 F U D B D' L'
U2 F U D B D2 L'
U2 F U D B' L' B2
U2 F U D' L B L2
U2 F U D' L' D B
U2 F U D' L' D' B
U2 F U D' L' D2 B
U2 F U D' L' B D
U2 F U D' L' B D'
U2 F U D' L' B D2
U2 F U D' B L' D
U2 F U D' B L' D'
U2 F U D' B L' D2
U2 F U D' B D L'
U2 F U D' B D' L'
U2 F U D' B D2 L'
U2 F U D' B' L' B2
U2 F U D2 L B L2
U2 F U D2 L' D B
U2 F U D2 L' D' B
U2 F U D2 L' D2 B
U2 F U D2 L' B D
U2 F U D2 L' B D'
U2 F U D2 L' B D2
U2 F U D2 B L' D
U2 F U D2 B L' D'
U2 F U D2 B L' D2
U2 F U D2 B D L'
U2 F U D2 B D' L'
U2 F U D2 B D2 L'
U2 F U D2 B' L' B2
U F R2 F2 R F U2
U2 F U B L2 D L
U2 F U B L2 D' L
U2 F U B L2 D2 L
U2 F U B D L' D
U2 F U B D L' D'
U2 F U B D L' D2
U2 F U B D' L' D
U2 F U B D' L' D'
U2 F U B D' L' D2
U2 F U B D2 L' D
U2 F U B D2 L' D'
U2 F U B D2 L' D2
U2 F U B' L B2 L2
U2 F U B' L' B2 D
U2 F U B' L' B2 D'
U2 F U B' L' B2 D2
U2 F U B2 D B' L'
U2 F U B2 D' B' L'
U2 F U B2 D2 B' L'
U F U L U L2 B
U F U L U B L2
U F U L2 U L B
U2 F U' R' U2 L' B'
U2 F U' F U2 B L
U' F D L F' L2 B
U' F D L F' B L2
U' F D L B L2 F'
U' F D L B F' L2
U' F D L' D F' B
U' F D L' D B F'
U' F D L' D' F' B
U' F D L' D' B F'
U' F D L' D2 F' B
U' F D L' D2 B F'
U' F D L' F' D B
U' F D L' F' D' B
U' F D L' F' D2 B
U' F D L' F' B D
U' F D L' F' B D'
U' F D L' F' B D2
U' F D L' B D F'
U' F D L' B D' F'
U' F D L' B D2 F'
U' F D L' B F' D
U' F D L' B F' D'
U' F D L' B F' D2
U' F D L2 F' L B
U' F D B L F' L2
U' F D B L' D F'
U' F D B L' D' F'
U' F D B L' D2 F'
U' F D B L' F' D
U' F D B L' F' D'
U' F D B L' F' D2
U2 F U2 B' U' L' B2
U' F D B L2 F' L
U2 F U2 B' U' B2 L'
U' F D B D L' F'
U' F D B D' L' F'
U' F D B D2 L' F'
U F U' B' U' L' B2
U F U' B' U' B2 L'
U' F D B' L' F' B2
U' F D B' L' B2 F'
U2 F U2 B2 U' B' L'
U2 F D L U L2 B
U2 F D L U B L2
U F U' B2 U' B' L'
U F U2 L B L2 D
U F U2 L B L2 D'
U F U2 L B L2 D2
U F U2 L B' L2 B2
U' F D' L F' L2 B
U' F D' L F' B L2
U' F D' L B L2 F'
U' F D' L B F' L2
U2 F D L2 U L B
U F U2 L' D B D
U F U2 L' D B D'
U F U2 L' D B D2
U F U2 L' D' B D
U F U2 L' D' B D'
U F U2 L' D' B D2
U F U2 L' D2 B D
U F U2 L' D2 B D'
U F U2 L' D2 B D2
U' F D' L' D F' B
U' F D' L' D B F'
U F U2 L' B2 D B'
U' F D' L' D' F' B
U F U2 L' B2 D' B'
U F U2 L' B2 D2 B'
U' F D' L' D' B F'
U' F D' L' D2 F' B
U' F D' L' D2 B F'
U' F D' L' F' D B
U' F D' L' F' D' B
U' F D' L' F' D2 B
U' F D' L' F' B D
U' F D' L' F' B D'
U' F D' L' F' B D2
U' F D' L' B D F'
U' F D' L' B D' F'
U' F D' L' B D2 F'
U' F D' L' B F' D
U' F D' L' B F' D'
U' F D' L' B F' D2
U F U2 L2 D L B
U F U2 L2 D' L B
U F U2 L2 D2 L B
U' F D' L2 F' L B
U2 F D U L B L2
U2 F D U L' D B
U2 F D U L' D' B
U2 F D U L' D2 B
U2 F D U L' B D
U2 F D U L' B D'
U2 F D U L' B D2
U2 F D U B L' D
U2 F D U B L' D'
U2 F D U B L' D2
U2 F D U B D L'
U2 F D U B D' L'
U2 F D U B D2 L'
U F U2 D L B L2
U2 F D U B' L' B2
U F U2 D L' D B
U F U2 D L' D' B
U F U2 D L' D2 B
U F U2 D L' B D
U F U2 D L' B D'
U F U2 D L' B D2
U F U2 D B L' D
U F U2 D B L' D'
U F U2 D B L' D2
U F U2 D B D L'
U F U2 D B D' L'
U F U2 D B D2 L'
U F U2 D B' L' B2
U F U2 D' L B L2
U F U2 D' L' D B
U F U2 D' L' D' B
U F U2 D' L' D2 B
U F U2 D' L' B D
U F U2 D' L' B D'
U F U2 D' L' B D2
U F U2 D' B L' D
U F U2 D' B L' D'
U F U2 D' B L' D2
U F U2 D' B D L'
U F U2 D' B D' L'
U F U2 D' B D2 L'
U F U2 D' B' L' B2
U F U2 D2 L B L2
U F U2 D2 L' D B
U F U2 D2 L' D' B
U F U2 D2 L' D2 B
U F U2 D2 L' B D
U F U2 D2 L' B D'
U F U2 D2 L' B D2
U F U2 D2 B L' D
U F U2 D2 B L' D'
U F U2 D2 B L' D2
U F U2 D2 B D L'
U F U2 D2 B D' L'
U F U2 D2 B D2 L'
U F U2 D2 B' L' B2
U F U2 B L2 D L
U F U2 B L2 D' L
U F U2 B L2 D2 L
U' F D' B L F' L2
U' F D' B L' D F'
U' F D' B L' D' F'
U' F D' B L' D2 F'
U' F D' B L' F' D
U' F D' B L' F' D'
U' F D' B L' F' D2
U' F D' B L2 F' L
U F U2 B D L' D
U F U2 B D L' D'
U F U2 B D L' D2
U F U2 B D' L' D
U F U2 B D' L' D'
U F U2 B D' L' D2
U F U2 B D2 L' D
U F U2 B D2 L' D'
U F U2 B D2 L' D2
U' F D' B D L' F'
U' F D' B D' L' F'
U F U2 B' L B2 L2
U' F D' B D2 L' F'
U F U2 B' L' B2 D
U F U2 B' L' B2 D'
U F U2 B' L' B2 D2
U' F D' B' L' F' B2
U' F D' B' L' B2 F'
U2 F D' L U L2 B
U2 F D' L U B L2
U F U2 B2 D B' L'
U F U2 B2 D' B' L'
U F U2 B2 D2 B' L'
B' D R U2 L2 F' U
B' D R U2 F' L2 U
U' F D2 L F' L2 B
U' F D2 L F' B L2
U' F D2 L B L2 F'
U' F D2 L B F' L2
U2 F D' L2 U L B
U' F D2 L' D F' B
U' F D2 L' D B F'
U' F D2 L' D' F' B
U' F D2 L' D' B F'
U' F D2 L' D2 F' B
U' F D2 L' D2 B F'
U' F D2 L' F' D B
U' F D2 L' F' D' B
U' F D2 L' F' D2 B
U' F D2 L' F' B D
U' F D2 L' F' B D'
U' F D2 L' F' B D2
U' F D2 L' B D F'
U' F D2 L' B D' F'
U' F D2 L' B D2 F'
U' F D2 L' B F' D
U' F D2 L' B F' D'
U' F D2 L' B F' D2
U' F D2 L2 F' L B
B' D R D2 R2 B U'
U F D R' U2 L' B'
U2 F D' U L B L2
U2 F D' U L' D B
U2 F D' U L' D' B
U2 F D' U L' D2 B
U2 F D' U L' B D
U2 F D' U L' B D'
U2 F D' U L' B D2
U2 F D' U B L' D
U2 F D' U B L' D'
U2 F D' U B L' D2
U2 F D' U B D L'
U2 F D' U B D' L'
U2 F D' U B D2 L'
U2 F D' U B' L' B2
B2 D R U2 F' U B'
U F D U2 L B L2
U F D U2 L' D B
U F D U2 L' D' B
U F D U2 L' D2 B
U F D U2 L' B D
U F D U2 L' B D'
U F D U2 L' B D2
U F D U2 B L' D
U F D U2 B L' D'
U F D U2 B L' D2
U F D U2 B D L'
U F D U2 B D' L'
U F D U2 B D2 L'
U F D U2 B' L' B2
U F D F U2 B L
U' F D2 B L F' L2
U' F D2 B L' D F'
U' F D2 B L' D' F'
U' F D2 B L' D2 F'
U' F D2 B L' F' D
U' F D2 B L' F' D'
U' F D2 B L' F' D2
U' F D2 B L2 F' L
U' F D2 B D L' F'
U' F D2 B D' L' F'
U' F D2 B D2 L' F'
U' F D2 B' L' F' B2
U' F D2 B' L' B2 F'
U2 F D2 L U L2 B
U2 F D2 L U B L2
U' F B L F L2 F2
U' F B L F' L2 D
U' F B L F' L2 D'
U' F B L F' L2 D2
U2 F D2 L2 U L B
U' F B L' D F' D
U' F B L' D F' D'
U' F B L' D F' D2
U' F B L' D' F' D
U' F B L' D' F' D'
U' F B L' D' F' D2
U' F B L' D2 F' D
U' F B L' D2 F' D'
U' F B L' D2 F' D2
U' F B L' F2 D F
U' F B L' F2 D' F
U' F B L' F2 D2 F
U' F B L2 D L F'
U' F B L2 D F' L
U' F B L2 D' L F'
U' F B L2 D' F' L
U' F B L2 D2 L F'
B' D R' D' B U' B
U' F B L2 D2 F' L
U' F B L2 F L F2
U' F B L2 F' L D
U' F B L2 F' L D'
U' F B L2 F' L D2
U' F B L2 F' D L
U' F B L2 F' D' L
U' F B L2 F' D2 L
B' D R' D2 B R2 U'
U F D' R' U2 L' B'
U2 F D2 U L B L2
U2 F D2 U L' D B
U2 F D2 U L' D' B
U2 F D2 U L' D2 B
U2 F D2 U L' B D
U2 F D2 U L' B D'
U2 F D2 U L' B D2
B2 D R' U' B' D L2
U2 F D2 U B L' D
U2 F D2 U B L' D'
U2 F D2 U B L' D2
U2 F D2 U B D L'
U2 F D2 U B D' L'
U2 F D2 U B D2 L'
U2 F D2 U B' L' B2
B' D R' B U' D' B2
B' D R' B U2 L2 U
B' D R' B D' U' B2
B' D R' B D2 R2 U'
B2 D R' D B U' B2
U F D' U2 L B L2
U F D' U2 L' D B
U F D' U2 L' D' B
U F D' U2 L' D2 B
U F D' U2 L' B D
U F D' U2 L' B D'
U F D' U2 L' B D2
U F D' U2 B L' D
U F D' U2 B L' D'
U F D' U2 B L' D2
U F D' U2 B D L'
U F D' U2 B D' L'
U F D' U2 B D2 L'
U F D' U2 B' L' B2
B2 D R' D' B U' B2
U' F B D L F' L2
U F D' F U2 B L
U' F B D L' D F'
U' F B D L' D' F'
U' F B D L' D2 F'
U' F B D L' F' D
U' F B D L' F' D'
U' F B D L' F' D2
U' F B D L2 F' L
B2 D R' D2 B U' B2
U' F B D' L F' L2
U' F B D' L' D F'
U' F B D' L' D' F'
U' F B D' L' D2 F'
U' F B D' L' F' D
U' F B D' L' F' D'
U' F B D' L' F' D2
U' F B D' L2 F' L
U' F B D2 L F' L2
U' F B D2 L' D F'
U' F B D2 L' D' F'
U' F B D2 L' D2 F'
U' F B D2 L' F' D
U' F B D2 L' F' D'
U' F B D2 L' F' D2
U' F B D2 L2 F' L
U' F B' L F' L2 B2
U' F B' L F' B2 L2
B2 D R' B R U' B2
B2 D R' B R' U' B2
U' F B' L B2 L2 F'
B2 D R' B R2 U' B2
U' F B' L B2 F' L2
B2 D R' B U' B2 D
B2 D R' B U' B2 D'
B2 D R' B U' B2 D2
B2 D R' B D' R2 U'
U' F B' L' F' B2 D
U' F B' L' F' B2 D'
U' F B' L' F' B2 D2
U' F B' L' B2 D F'
U' F B' L' B2 D' F'
U' F B' L' B2 D2 F'
U' F B' L' B2 F' D
U' F B' L' B2 F' D'
U' F B' L' B2 F' D2
U' F B' L2 F' L B2
U F D2 R' U2 L' B'
B2 D R2 U' B L B2
B D R' D B U' B'
B D R' D' B U' B'
U F D2 U2 L B L2
U F D2 U2 L' D B
U F D2 U2 L' D' B
U F D2 U2 L' D2 B
U F D2 U2 L' B D
U F D2 U2 L' B D'
U F D2 U2 L' B D2
B D R' D2 B U' B'
U F D2 U2 B L' D
U F D2 U2 B L' D'
U F D2 U2 B L' D2
U F D2 U2 B D L'
U F D2 U2 B D' L'
U F D2 U2 B D2 L'
U F D2 U2 B' L' B2
U F D2 F U2 B L
B D R' B R U' B'
B D R' B R' U' B'
B D R' B R2 U' B'
B D R' B U' D B'
B D R' B U' D' B'
B D R' B U' D2 B'
B D R' B U' B' D
B D R' B U' B' D'
B D R' B U' B' D2
B D R' B D U' B'
B D R' B D' U' B'
B D R' B D2 U' B'
B2 D R2 B2 U' B L
U' F B2 D B' L' F'
U' F B2 D' B' L' F'
U' F B2 D2 B' L' F'
B D R2 B' U' B L
U' F' L F2 L' F B
U' F' L F2 L' B F
U' F' L F2 B L' F
U' F' L B F2 L' F
U2 F' L F2 U L' B
U2 F' L F2 U B L'
U2 F' L' F2 U L' B
U2 F' L' F2 U B L'
U' F' L2 B D2 F2 L'
U' F' R U2 R' F B
U' F' R U2 R' B F
U' F' R U2 F R' B
F2 D F' U' L' B R2
U2 F' L2 F2 U L' B
U2 F' L2 F2 U B L'
F2 D F' U' B L' R2
F2 D F' U' B R2 L'
R2 F' R U' F U' F'
U F' R U' R' U' B
U F' R U2 R' B R
B2 D B R' B U' B
B D B R' B U' B2
B2 D B' R' B U' B'
B D B U' D B' L
B D B D U' B' L
U F' R2 D F' R' U2
U F' R2 D' F' R' U2
U F' R2 D2 F' R' U2
U F' R2 F R' F2 U2
U2 F' U F2 L' F2 B
U2 F' U F2 L' B F2
U F' R2 F' R' U2 D
U F' R2 F' R' U2 D'
U F' R2 F' R' U2 D2
U F' R2 F' R' D U2
U F' R2 F' R' D' U2
U F' R2 F' R' D2 U2
U2 F' U F2 B L' F2
U F' R2 F' D R' U2
U F' R2 F' D' R' U2
U F' R2 F' D2 R' U2
U2 F' U B U2 R U2
U F' R2 F2 R' F U2
U2 F' U B F2 L' F2
B' D' L R2 B' L' U'
U2 F' U' R2 F' R' U2
B D B2 R' B U' B
B' D' L B' L' R2 U'
B' D' L B' R2 L' U'
U2 F' U' F' U2 B L
U2 F' U' F2 U2 L' B
U2 F' U' F2 U2 B L'
U F' U F2 U L' B
U F' U F2 U B L'
B2 D' L B' L' U' B'
U' F' D F2 L' F' B
U' F' D F2 L' B F'
U' F' D F2 B L' F'
U' F' D B F2 L' F'
D' F' D F U' L' B
D' F' D F U' B L'
B D' L B' L' U' B
U' F' D' F2 L' F' B
U' F' D' F2 L' B F'
U' F' D' F2 B L' F'
U2 F' D F2 U L' B
U2 F' D F2 U B L'
U' F' D' B F2 L' F'
U F' U2 F2 L' F2 B
U F' U2 F2 L' B F2
U F' U2 F2 B L' F2
U F' U2 B U2 R U2
U F' U2 B F2 L' F2
B2 D' R U' D' B' L
U F' D R2 F' R' U2
B2 D' R D' U' B' L
U' F' D2 F2 L' F' B
U' F' D2 F2 L' B F'
U' F' D2 F2 B L' F'
U2 F' D' F2 U L' B
U2 F' D' F2 U B L'
D2 F' D2 F U' L' B
U' F' D2 B F2 L' F'
D2 F' D2 F U' B L'
U F' D F' U2 B L
U F' D F2 U2 L' B
U F' D F2 U2 B L'
U' F' B L F2 L' F
D F' D' F U' L' B
D F' D' F U' B L'
B' D' R' D2 R' B U'
B2 D' R' U' D' B' L
U F' D' R2 F' R' U2
U' F' B U2 R U2 F
U' F' B D F2 L' F'
B2 D' R' D' U' B' L
U' F' B D' F2 L' F'
U2 F' D2 F2 U L' B
U2 F' D2 F2 U B L'
B' D' R2 L B' L' U'
U' F' B D2 F2 L' F'
U F' D' F' U2 B L
U F' D' F2 U2 L' B
U F' D' F2 U2 B L'
B' D' R2 D' B' U' L
B2 D' R2 U' D' B' L
U F' D2 R2 F' R' U2
B2 D' R2 D' U' B' L
U F' D2 F' U2 B L
U F' D2 F2 U2 L' B
U F' D2 F2 U2 B L'
U F' B R B' U2 B
U' F2 L F' L' F' B
U' F2 L F' L' B F'
U' F2 L F' B L' F'
U' F2 L B F' L' F'
U F' B2 R B2 U2 B
U' F2 L' F' L' F' B
U' F2 L' F' L' B F'
U2 F2 L F' U L' B
U' F2 L' F' B L' F'
U2 F2 L F' U B L'
U' F2 L' B F' L' F'
U' F2 L2 F' L' F' B
U' F2 L2 F' L' B F'
U' F2 L2 F' B L' F'
U2 F2 L' F' U L' B
U2 F2 L' F' U B L'
U' F2 L2 B F' L' F'
U2 F2 L2 F' U L' B
U2 F2 L2 F' U B L'
U F2 R F R F' U2
B D' B U' D' B' L
U F2 R' F R U2 B
B D' B D' U' B' L
U F2 R' F' U2 L' B'
U2 F2 U L' B D L2
U F2 R2 D F' U2 L'
U F2 R2 D' F' U2 L'
U F2 R2 D2 F' U2 L'
U F2 R2 F R F2 U2
U F2 R2 F' R U2 L'
U F2 R2 F' R' U2 L'
U F2 R2 F' R2 U2 L'
U F2 R2 F' U2 L' D
U F2 R2 F' U2 L' D'
U F2 R2 F' U2 L' D2
U F2 R2 F' U2 D L'
U F2 R2 F' U2 D' L'
U F2 R2 F' U2 D2 L'
U F2 R2 F' D U2 L'
U F2 R2 F' D' U2 L'
U F2 R2 F' D2 U2 L'
U F2 U L F U B
U' F2 U2 B L F2 R
U F2 U F U B L
U F2 U F' U B L
U F2 U F2 U B L
U2 F2 U2 B' U' B2 L
U2 F2 U2 B2 U' B' L
U F2 U2 L D B L
U F2 U2 L D' B L
U F2 U2 L D2 B L
U F2 U2 L B L D
U F2 U2 L B L D'
U F2 U2 L B L D2
U F2 U2 L B D L
U F2 U2 L B D' L
U F2 U2 L B D2 L
U F2 U2 L' D B L
U F2 U2 L' D' B L
U F2 U2 L' D2 B L
U F2 U2 L' B L D
U F2 U2 L' B L D'
U F2 U2 L' B L D2
U F2 U2 L' B D L
U F2 U2 L' B D' L
U F2 U2 L' B D2 L
U F2 U2 L2 D B L
U F2 U2 L2 D' B L
U F2 U2 L2 D2 B L
U F2 U2 L2 B L D
U F2 U2 L2 B L D'
U F2 U2 L2 B L D2
U F2 U2 L2 B D L
U F2 U2 L2 B D' L
U F2 U2 L2 B D2 L
U F2 U2 D L B L
U F2 U2 D L' B L
U F2 U2 D L2 B L
U F2 U2 D B L D
U F2 U2 D B L D'
U F2 U2 D B L D2
U F2 U2 D B D L
U F2 U2 D B D' L
U F2 U2 D B D2 L
U2 F2 D F' U L' B
U2 F2 D F' U B L'
U F2 U2 D' L B L
U F2 U2 D' L' B L
U F2 U2 D' L2 B L
U F2 U2 D' B L D
U F2 U2 D' B L D'
U F2 U2 D' B L D2
U F2 U2 D' B D L
U F2 U2 D' B D' L
U F2 U2 D' B D2 L
U F2 U2 D2 L B L
U F2 U2 D2 L' B L
U F2 U2 D2 L2 B L
U F2 U2 D2 B L D
U F2 U2 D2 B L D'
U F2 U2 D2 B L D2
U F2 U2 D2 B D L
U F2 U2 D2 B D' L
U F2 U2 D2 B D2 L
U F2 U2 F B L F'
U F2 U2 F2 B L F2
U F2 U2 B L2 D L'
U F2 U2 B L2 D' L'
U F2 U2 B L2 D2 L'
U F2 U2 B D L D
U F2 U2 B D L D'
U F2 U2 B D L D2
U F2 U2 B D' L D
U F2 U2 B D' L D'
U F2 U2 B D' L D2
U F2 U2 B D2 L D
U F2 U2 B D2 L D'
U F2 U2 B D2 L D2
U F2 U2 B F L F'
U F2 U2 B F2 L F2
U F2 U2 B' L B2 L
U F2 U2 B' L' B2 L
U F2 U2 B' L2 B2 L
B2 D2 R U' B' L D
B2 D2 R U' B' L D'
B2 D2 R U' B' L D2
B2 D2 R U' B' D L
B2 D2 R U' B' D' L
B2 D2 R U' B' D2 L
U F2 D R2 F' U2 L'
U2 F2 D' F' U L' B
U2 F2 D' F' U B L'
U F2 D U2 L B L
U F2 D U2 L' B L
U F2 D U2 L2 B L
U F2 D U2 B L D
U F2 D U2 B L D'
U F2 D U2 B L D2
U F2 D U2 B D L
U F2 D U2 B D' L
U F2 D U2 B D2 L
U F2 D F' U2 L' B
U F2 D F' U2 B L'
U' F2 B L F' L' F'
B2 D2 R B U' B2 L
U' F2 B L' F' L' F'
U' F2 B L2 F' L' F'
B2 D2 R' U' B' L D
B2 D2 R' U' B' L D'
B2 D2 R' U' B' L D2
B2 D2 R' U' B' D L
B2 D2 R' U' B' D' L
B2 D2 R' U' B' D2 L
U F2 D' R2 F' U2 L'
U2 F2 D2 F' U L' B
U2 F2 D2 F' U B L'
U F2 D' U2 L B L
U F2 D' U2 L' B L
U F2 D' U2 L2 B L
U F2 D' U2 B L D
U F2 D' U2 B L D'
U F2 D' U2 B L D2
U F2 D' U2 B D L
U F2 D' U2 B D' L
U F2 D' U2 B D2 L
U F2 D' F' U2 L' B
U F2 D' F' U2 B L'
B2 D2 R' B U' B2 L
B D2 R B' U' L B
B2 D2 R2 U' B' L D
B2 D2 R2 U' B' L D'
B2 D2 R2 U' B' L D2
B2 D2 R2 U' B' D L
B2 D2 R2 U' B' D' L
B2 D2 R2 U' B' D2 L
U F2 D2 R2 F' U2 L'
U F2 D2 U2 L B L
U F2 D2 U2 L' B L
U F2 D2 U2 L2 B L
U F2 D2 U2 B L D
U F2 D2 U2 B L D'
U F2 D2 U2 B L D2
U F2 D2 U2 B D L
U F2 D2 U2 B D' L
U F2 D2 U2 B D2 L
U F2 D2 F' U2 L' B
U F2 D2 F' U2 B L'
B2 D2 R2 B U' B2 L
B D2 R' B' U' L B
B2 D2 U R U2 B' L
B2 D2 U R' U2 B' L
B2 D2 U R2 U2 B' L
B2 D2 U F U2 B' L
B2 D2 U F' U2 B' L
U' B L U' F U L'
B2 D2 U F2 U2 B' L
U' B L D2 B' L B
U' B L F L F' L2
U' B L F L' D F'
U' B L F L' D' F'
U' B L F L' D2 F'
U' B L F L' F' D
U' B L F L' F' D'
U' B L F L' F' D2
U' B L F L2 F' L
B D2 R2 B' U' L B
U' B L F D L' F'
U' B L F D' L' F'
U' B L F D2 L' F'
B2 D2 U' L' B' L B'
B' D2 U' B D2 B2 L
B' D2 U' B' L D2 B2
B' D2 U' B' D2 L B2
U' B L B D2 B' L
B2 D2 U' R' B' L R
B2 D2 U' R' B' R L
B2 D2 U' R2 B' L R2
B2 D2 U' R2 B' R2 L
B2 D2 U' F B' L F'
B2 D2 U' F2 B' L F2
D' B L B' L' U' B
B2 D2 U' B L B2 L
B2 D2 U' B L' B2 L
B2 D2 U' B L2 B2 L
B2 D2 U' B' L2 D L'
B2 D2 U' B' L2 D' L'
B2 D2 U' B' L2 D2 L'
U' B L' U' F U L'
B2 D2 U' B' D L D
B2 D2 U' B' D L D'
B2 D2 U' B' D L D2
B2 D2 U' B' D' L D
B2 D2 U' B' D' L D'
B2 D2 U' B' D' L D2
B2 D2 U' B' D2 L D
B2 D2 U' B' D2 L D'
B2 D2 U' B' D2 L D2
B2 D2 U' B' F L F'
B2 D2 U' B' F2 L F2
B2 D2 U' B2 L B L
B2 D2 U' B2 L' B L
B2 D2 U' B2 L2 B L
B2 D2 U' B2 D B L
B2 D2 U' B2 D' B L
B2 D2 U' B2 D2 B L
U' B L' D2 B' L B
U' B L' F L F' L2
U' B L' F L' D F'
U' B L' F L' D' F'
U' B L' F L' D2 F'
U' B L' F L' F' D
U' B L' F L' F' D'
U' B L' F L' F' D2
U' B L' F L2 F' L
U' B L' F D L' F'
U' B L' F D' L' F'
U' B L' F D2 L' F'
U' B L' B D2 B' L
B2 D2 U2 F U B' L
